Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
Rcbtb1	Pos_vs_Neg	A3SS	0.626	0.00077	chr14	59444212	59444379	NA	chr14:59443712-59444879	chr14:59444112-59444479
Txnrd2	Pos_vs_Parental	SE	-0.626	2.56e-05	chr16	18256251	18256396	145	chr16:18255751-18256896	chr16:18256151-18256496
Pex26	KO_vs_Parental	SE	-0.625	0.000144	chr6	121174840	121174973	133	chr6:121174340-121175473	chr6:121174740-121175073
Pgpep1	Neg_vs_Parental	SE	0.623	2.01e-07	chr8	71111427	71111542	115	chr8:71110927-71112042	chr8:71111327-71111642
Rnf10	Neg_vs_Parental	SE	-0.623	0.0225	chr5	115386973	115387232	259	chr5:115386473-115387732	chr5:115386873-115387332
C7	Pos_vs_Neg	SE	0.622	2.21e-06	chr15	5063667	5063835	168	chr15:5063167-5064335	chr15:5063567-5063935
Rbms1	Pos_vs_Neg	SE	-0.622	3.43e-06	chr2	60623032	60623124	92	chr2:60622532-60623624	chr2:60622932-60623224
Rian	KO_vs_Neg	A3SS	0.62	2.64e-05	chr12	109600627	109600788	NA	chr12:109600127-109601288	chr12:109600527-109600888
Zfp704	Pos_vs_Neg	SE	-0.62	0.000897	chr3	9509218	9509402	184	chr3:9508718-9509902	chr3:9509118-9509502
Catsper2	KO_vs_Neg	SE	0.619	3.54e-05	chr2	121237187	121237343	156	chr2:121236687-121237843	chr2:121237087-121237443
AI480526	KO_vs_Neg	SE	-0.619	0.000302	chr5	123272883	123272955	72	chr5:123272383-123273455	chr5:123272783-123273055
Efhc1	KO_vs_Neg	SE	-0.619	0.00467	chr1	21031376	21031526	150	chr1:21030876-21032026	chr1:21031276-21031626
Tle1	KO_vs_Pos	SE	-0.619	0.000726	chr4	72076449	72076654	205	chr4:72075949-72077154	chr4:72076349-72076754
Catsper2	Neg_vs_Parental	SE	-0.619	4.02e-05	chr2	121237187	121237343	156	chr2:121236687-121237843	chr2:121237087-121237443
Nlrp4c	Pos_vs_Neg	SE	-0.619	0.00623	chr7	6068377	6069950	1573	chr7:6067877-6070450	chr7:6068277-6070050
4930444P10Rik	Pos_vs_Parental	SE	0.619	1.22e-07	chr1	16151053	16151217	164	chr1:16150553-16151717	chr1:16150953-16151317
Gm10785	Neg_vs_Parental	SE	-0.618	0.000158	chr16	91506722	91506786	64	chr16:91506222-91507286	chr16:91506622-91506886
Spef1l	Pos_vs_Neg	MXE	0.618	0.00118	chr7	139555774	139556041	NA	chr7:139555274-139556541	chr7:139555674-139556141
Ccnd3	Pos_vs_Parental	SE	-0.617	2.35e-08	chr17	47889633	47889698	65	chr17:47889133-47890198	chr17:47889533-47889798
Entrep3	Neg_vs_Parental	SE	-0.616	2.98e-05	chr3	89091458	89091515	57	chr3:89090958-89092015	chr3:89091358-89091615
5830428M24Rik	KO_vs_Pos	SE	-0.615	0.00217	chr12	69514960	69515134	174	chr12:69514460-69515634	chr12:69514860-69515234
Mast2	KO_vs_Pos	A3SS	0.614	3.36e-05	chr4	116225932	116226127	NA	chr4:116225432-116226627	chr4:116225832-116226227
Firre	KO_vs_Neg	SE	-0.613	0.000111	chrX	49694952	49695039	87	chrX:49694452-49695539	chrX:49694852-49695139
Efhc1	KO_vs_Parental	SE	-0.613	4.93e-05	chr1	21031376	21031526	150	chr1:21030876-21032026	chr1:21031276-21031626
Firre	KO_vs_Parental	SE	-0.613	0.000187	chrX	49694952	49695039	87	chrX:49694452-49695539	chrX:49694852-49695139
Txnrd2	KO_vs_Parental	SE	-0.613	0.000241	chr16	18256251	18256396	145	chr16:18255751-18256896	chr16:18256151-18256496
Carm1	KO_vs_Parental	SE	-0.613	0.0219	chr9	21490694	21490805	111	chr9:21490194-21491305	chr9:21490594-21490905
Pierce2	Pos_vs_Parental	SE	-0.613	0.00121	chr9	72891080	72891398	318	chr9:72890580-72891898	chr9:72890980-72891498
Snx29	KO_vs_Neg	SE	0.612	1.55e-05	chr16	11165722	11165784	62	chr16:11165222-11166284	chr16:11165622-11165884
Adam32	KO_vs_Neg	SE	-0.612	0.0306	chr8	25354362	25354468	106	chr8:25353862-25354968	chr8:25354262-25354568
Rad18	KO_vs_Parental	SE	-0.612	2.32e-07	chr6	112652706	112652891	185	chr6:112652206-112653391	chr6:112652606-112652991
Ltbp4	KO_vs_Parental	SE	0.612	0.0196	chr7	27023718	27023844	126	chr7:27023218-27024344	chr7:27023618-27023944
Paqr7	Pos_vs_Parental	SE	0.612	4.09e-06	chr4	134227910	134227994	84	chr4:134227410-134228494	chr4:134227810-134228094
Srebf2	KO_vs_Neg	SE	-0.611	0.00136	chr15	82054139	82054355	216	chr15:82053639-82054855	chr15:82054039-82054455
Srebf2	KO_vs_Parental	SE	-0.611	0.00137	chr15	82054139	82054355	216	chr15:82053639-82054855	chr15:82054039-82054455
Ankrd61	Pos_vs_Neg	SE	-0.611	0.0338	chr5	143833822	143834071	249	chr5:143833322-143834571	chr5:143833722-143834171
Snapc3	KO_vs_Neg	SE	-0.61	0.000123	chr4	83373251	83373288	37	chr4:83372751-83373788	chr4:83373151-83373388
Gm3488	KO_vs_Pos	MXE	0.61	0.0378	chr14	16953364	16963340	NA	chr14:16952864-16963840	chr14:16953264-16963440
Ipo11	KO_vs_Pos	SE	-0.61	0.000409	chr13	106993736	106993816	80	chr13:106993236-106994316	chr13:106993636-106993916
Col11a2	Pos_vs_Neg	SE	-0.61	0.0152	chr17	34265413	34265476	63	chr17:34264913-34265976	chr17:34265313-34265576
Paxx	KO_vs_Pos	SE	-0.608	1.87e-07	chr2	25350020	25350086	66	chr2:25349520-25350586	chr2:25349920-25350186
C530043A13Rik	Pos_vs_Neg	SE	-0.607	5.91e-05	chr1	73567883	73568093	210	chr1:73567383-73568593	chr1:73567783-73568193
AI480526	Pos_vs_Parental	A5SS	-0.607	0.00173	chr5	123276013	123276129	NA	chr5:123275513-123276629	chr5:123275913-123276229
Malt1	KO_vs_Neg	SE	-0.606	4.21e-08	chr18	65589827	65589906	79	chr18:65589327-65590406	chr18:65589727-65590006
Ceacam1	KO_vs_Pos	MXE	0.606	0.000223	chr7	25164892	25165862	NA	chr7:25164392-25166362	chr7:25164792-25165962
Rcbtb1	Neg_vs_Parental	SE	-0.606	0.00328	chr14	59444212	59444379	167	chr14:59443712-59444879	chr14:59444112-59444479
Gm3667	Pos_vs_Neg	SE	-0.606	0.0201	chr14	15584666	15584817	151	chr14:15584166-15585317	chr14:15584566-15584917
Sgms1	KO_vs_Pos	SE	0.604	0.0147	chr19	32134722	32134779	57	chr19:32134222-32135279	chr19:32134622-32134879
Tbc1d10c	KO_vs_Neg	MXE	-0.602	0.0159	chr19	4237940	4238310	NA	chr19:4237440-4238810	chr19:4237840-4238410
Gm31333	KO_vs_Pos	SE	-0.602	0.000103	chr12	29214759	29214909	150	chr12:29214259-29215409	chr12:29214659-29215009
Tfdp2	Pos_vs_Neg	SE	0.602	0.00083	chr9	96129102	96129141	39	chr9:96128602-96129641	chr9:96129002-96129241
Col11a2	KO_vs_Neg	SE	-0.601	5.42e-05	chr17	34266071	34266251	180	chr17:34265571-34266751	chr17:34265971-34266351
Gm14391	Pos_vs_Parental	SE	0.601	0.00194	chr2	175044851	175044906	55	chr2:175044351-175045406	chr2:175044751-175045006
Vps26a	KO_vs_Pos	SE	0.6	9.54e-06	chr10	62305679	62305836	157	chr10:62305179-62306336	chr10:62305579-62305936
Cep192	KO_vs_Pos	SE	0.6	0.00334	chr18	67987121	67987298	177	chr18:67986621-67987798	chr18:67987021-67987398
Atpaf2	Pos_vs_Neg	SE	-0.6	9.72e-08	chr11	60302492	60302555	63	chr11:60301992-60303055	chr11:60302392-60302655
Wdr93	Pos_vs_Neg	SE	-0.6	0.000348	chr7	79423100	79423314	214	chr7:79422600-79423814	chr7:79423000-79423414
Slc26a8	Pos_vs_Neg	SE	0.6	0.00353	chr17	28903680	28903867	187	chr17:28903180-28904367	chr17:28903580-28903967
Nphs1	KO_vs_Neg	SE	0.599	2.2e-06	chr7	30181889	30182005	116	chr7:30181389-30182505	chr7:30181789-30182105
Macf1	KO_vs_Pos	A3SS	-0.599	0.000271	chr4	123262613	123262628	NA	chr4:123262113-123263128	chr4:123262513-123262728
2210408F21Rik	Neg_vs_Parental	SE	-0.599	0.000314	chr6	31298324	31298411	87	chr6:31297824-31298911	chr6:31298224-31298511
Cfap74	Pos_vs_Parental	RI	-0.599	0.00142	chr4	155547904	155548456	NA	chr4:155547404-155548956	chr4:155547804-155548556
Wdr91	Pos_vs_Parental	SE	-0.599	6.38e-05	chr6	34886648	34886762	114	chr6:34886148-34887262	chr6:34886548-34886862
Rhpn1	Neg_vs_Parental	RI	0.598	0.00438	chr15	75583639	75584300	NA	chr15:75583139-75584800	chr15:75583539-75584400
Psmd13	Pos_vs_Parental	RI	-0.598	6.75e-07	chr7	140466300	140466758	NA	chr7:140465800-140467258	chr7:140466200-140466858
Ago3	KO_vs_Parental	SE	-0.597	0.00309	chr4	126297997	126298206	209	chr4:126297497-126298706	chr4:126297897-126298306
Rnf10	Pos_vs_Parental	SE	-0.597	0.0249	chr5	115386973	115387232	259	chr5:115386473-115387732	chr5:115386873-115387332
Gm20544	KO_vs_Neg	RI	0.596	0.0456	chr18	75497781	75498933	NA	chr18:75497281-75499433	chr18:75497681-75499033
Gpr179	KO_vs_Neg	SE	-0.596	4.03e-06	chr11	97234434	97234673	239	chr11:97233934-97235173	chr11:97234334-97234773
Dusp22	Pos_vs_Neg	SE	0.596	4.1e-05	chr13	30852787	30852821	34	chr13:30852287-30853321	chr13:30852687-30852921
Alg6	KO_vs_Neg	SE	-0.595	0.000533	chr4	99636922	99637007	85	chr4:99636422-99637507	chr4:99636822-99637107
Alg6	KO_vs_Pos	SE	-0.595	0.000635	chr4	99636922	99637007	85	chr4:99636422-99637507	chr4:99636822-99637107
AI480526	KO_vs_Neg	A3SS	0.594	0.003	chr5	123272394	123272493	NA	chr5:123271894-123272993	chr5:123272294-123272593
Exoc3l4	KO_vs_Neg	SE	-0.594	2.64e-07	chr12	111385193	111385298	105	chr12:111384693-111385798	chr12:111385093-111385398
Entr1	KO_vs_Neg	SE	0.594	3e-06	chr2	26276001	26276075	74	chr2:26275501-26276575	chr2:26275901-26276175
AI480526	Neg_vs_Parental	A3SS	-0.594	0.00216	chr5	123272394	123272493	NA	chr5:123271894-123272993	chr5:123272294-123272593
Wdr91	Neg_vs_Parental	SE	-0.594	0.000137	chr6	34886648	34886762	114	chr6:34886148-34887262	chr6:34886548-34886862
Mapk10	Pos_vs_Neg	SE	-0.594	0.00188	chr5	103124220	103124292	72	chr5:103123720-103124792	chr5:103124120-103124392
Hivep2	Pos_vs_Parental	SE	-0.594	0.0228	chr10	13993262	13993344	82	chr10:13992762-13993844	chr10:13993162-13993444
Ip6k2	Pos_vs_Neg	SE	0.593	2.14e-05	chr9	108673869	108673982	113	chr9:108673369-108674482	chr9:108673769-108674082
Tpd52l1	Pos_vs_Parental	SE	-0.592	0.000114	chr10	31214180	31214241	61	chr10:31213680-31214741	chr10:31214080-31214341
AI480526	Neg_vs_Parental	SE	0.591	2.82e-06	chr5	123272676	123272780	104	chr5:123272176-123273280	chr5:123272576-123272880
Zfp54	KO_vs_Parental	SE	0.59	0.00628	chr17	21647593	21647633	40	chr17:21647093-21648133	chr17:21647493-21647733
Cars	KO_vs_Parental	SE	0.589	6.98e-05	chr7	143146920	143147063	143	chr7:143146420-143147563	chr7:143146820-143147163
5830428M24Rik	Neg_vs_Parental	SE	-0.589	0.00106	chr12	69521269	69521317	48	chr12:69520769-69521817	chr12:69521169-69521417
Gm42742	Pos_vs_Parental	SE	0.589	0.00971	chr7	126618055	126618177	122	chr7:126617555-126618677	chr7:126617955-126618277
Clip4	KO_vs_Parental	A5SS	0.588	0.00935	chr17	72135501	72135700	NA	chr17:72135001-72136200	chr17:72135401-72135800
Catsperg1	KO_vs_Pos	SE	-0.588	0.000121	chr7	28909904	28909958	54	chr7:28909404-28910458	chr7:28909804-28910058
Liph	Neg_vs_Parental	SE	0.588	0.00259	chr16	21792807	21792891	84	chr16:21792307-21793391	chr16:21792707-21792991
Plekha4	Pos_vs_Parental	MXE	-0.588	0.0326	chr7	45188629	45189951	NA	chr7:45188129-45190451	chr7:45188529-45190051
Rnf10	Neg_vs_Parental	SE	-0.587	0.0178	chr5	115386973	115387229	256	chr5:115386473-115387729	chr5:115386873-115387329
Cdiptos	Pos_vs_Neg	SE	0.587	0.00746	chr7	126573780	126573884	104	chr7:126573280-126574384	chr7:126573680-126573984
Gtf3c5	KO_vs_Parental	MXE	-0.586	0.00173	chr2	28471142	28471456	NA	chr2:28470642-28471956	chr2:28471042-28471556
Odf2l	KO_vs_Parental	SE	-0.583	7.97e-06	chr3	144852523	144852682	159	chr3:144852023-144853182	chr3:144852423-144852782
Ankrd45	Neg_vs_Parental	SE	-0.583	1e-05	chr1	160978534	160978887	353	chr1:160978034-160979387	chr1:160978434-160978987
Arfip1	Pos_vs_Neg	SE	0.583	7e-06	chr3	84422939	84423097	158	chr3:84422439-84423597	chr3:84422839-84423197
Spef1l	Pos_vs_Neg	SE	0.583	0.0307	chr7	139555966	139556041	75	chr7:139555466-139556541	chr7:139555866-139556141
Tafazzin	Pos_vs_Parental	SE	-0.583	0	chrX	73332534	73332625	91	chrX:73332034-73333125	chrX:73332434-73332725
Ccdc17	KO_vs_Neg	SE	0.582	0.000963	chr4	116455370	116455484	114	chr4:116454870-116455984	chr4:116455270-116455584
Tnfrsf9	KO_vs_Pos	SE	-0.581	3.43e-07	chr4	151019878	151020013	135	chr4:151019378-151020513	chr4:151019778-151020113
Map4k4	Pos_vs_Neg	A5SS	-0.581	0.00209	chr1	40046592	40046699	NA	chr1:40046092-40047199	chr1:40046492-40046799
2610307P16Rik	Pos_vs_Neg	SE	0.581	5.88e-05	chr13	28895092	28895191	99	chr13:28894592-28895691	chr13:28894992-28895291
Ccdc74a	Pos_vs_Parental	SE	-0.581	0.00215	chr16	17467858	17467938	80	chr16:17467358-17468438	chr16:17467758-17468038
Ccdc186	KO_vs_Parental	SE	-0.58	5.43e-07	chr19	56779350	56779478	128	chr19:56778850-56779978	chr19:56779250-56779578
Pex26	KO_vs_Pos	SE	-0.58	7.17e-05	chr6	121174840	121174973	133	chr6:121174340-121175473	chr6:121174740-121175073
Sh2d5	Pos_vs_Parental	SE	0.58	0.000123	chr4	137981583	137981664	81	chr4:137981083-137982164	chr4:137981483-137981764
Ltbp2	KO_vs_Pos	SE	-0.579	0.011	chr12	84850560	84850689	129	chr12:84850060-84851189	chr12:84850460-84850789
8430429K09Rik	Neg_vs_Parental	SE	0.579	2.49e-07	chr11	3403373	3403423	50	chr11:3402873-3403923	chr11:3403273-3403523
8430429K09Rik	Pos_vs_Neg	SE	-0.579	3.18e-07	chr11	3403373	3403423	50	chr11:3402873-3403923	chr11:3403273-3403523
Naip1	Pos_vs_Parental	SE	0.579	2.34e-08	chr13	100561889	100563270	1381	chr13:100561389-100563770	chr13:100561789-100563370
Mapk10	KO_vs_Parental	SE	-0.578	5.52e-05	chr5	103124220	103124292	72	chr5:103123720-103124792	chr5:103124120-103124392
Eci1	KO_vs_Neg	SE	0.577	1.85e-06	chr17	24652115	24652234	119	chr17:24651615-24652734	chr17:24652015-24652334
Catsperg1	KO_vs_Parental	SE	-0.577	0.0152	chr7	28909904	28909958	54	chr7:28909404-28910458	chr7:28909804-28910058
Adgb	Pos_vs_Neg	A3SS	-0.577	0.0161	chr10	10228640	10228807	NA	chr10:10228140-10229307	chr10:10228540-10228907
Pcnx	Pos_vs_Neg	SE	-0.577	6.65e-05	chr12	81975015	81975148	133	chr12:81974515-81975648	chr12:81974915-81975248
Bvht	Pos_vs_Parental	SE	-0.577	8.85e-05	chr18	61772026	61772151	125	chr18:61771526-61772651	chr18:61771926-61772251
Gm10516	Pos_vs_Parental	SE	-0.577	0.00421	chr1	191828733	191828836	103	chr1:191828233-191829336	chr1:191828633-191828936
Gnmt	KO_vs_Neg	SE	0.576	9.44e-05	chr17	47037194	47037337	143	chr17:47036694-47037837	chr17:47037094-47037437
Uggt2	KO_vs_Parental	SE	-0.576	1.82e-05	chr14	119256878	119257074	196	chr14:119256378-119257574	chr14:119256778-119257174
Entr1	KO_vs_Parental	SE	0.576	6.91e-05	chr2	26276001	26276075	74	chr2:26275501-26276575	chr2:26275901-26276175
Gtf3c5	Pos_vs_Parental	SE	-0.576	0.0104	chr2	28471358	28471456	98	chr2:28470858-28471956	chr2:28471258-28471556
Dhrs4	KO_vs_Parental	SE	0.575	0.0321	chr14	55725040	55725175	135	chr14:55724540-55725675	chr14:55724940-55725275
Tafazzin	Pos_vs_Parental	SE	-0.575	0	chrX	73332589	73332625	36	chrX:73332089-73333125	chrX:73332489-73332725
Fastkd3	KO_vs_Neg	SE	-0.574	0.0495	chr13	68732254	68732475	221	chr13:68731754-68732975	chr13:68732154-68732575
Ube2d-ps	KO_vs_Pos	SE	0.574	0.0241	chr11	5718885	5719072	187	chr11:5718385-5719572	chr11:5718785-5719172
Lzts2	KO_vs_Pos	SE	-0.573	3.26e-05	chr19	45003292	45003392	100	chr19:45002792-45003892	chr19:45003192-45003492
Mrps18b	KO_vs_Neg	SE	-0.572	0.0466	chr17	36223229	36223296	67	chr17:36222729-36223796	chr17:36223129-36223396
Lrrc40	KO_vs_Parental	SE	-0.572	0.00178	chr3	157747499	157747570	71	chr3:157746999-157748070	chr3:157747399-157747670
Gm8206	Neg_vs_Parental	SE	-0.572	2.26e-09	chr14	16433030	16433144	114	chr14:16432530-16433644	chr14:16432930-16433244
Tacc1	KO_vs_Neg	SE	0.571	0.00392	chr8	25669286	25669322	36	chr8:25668786-25669822	chr8:25669186-25669422
Plec	KO_vs_Parental	A3SS	0.571	0.0334	chr15	76069510	76069689	NA	chr15:76069010-76070189	chr15:76069410-76069789
Sucla2	Pos_vs_Neg	SE	0.57	0.000259	chr14	73816795	73816924	129	chr14:73816295-73817424	chr14:73816695-73817024
Lhx1os	Pos_vs_Parental	SE	-0.57	0.0444	chr11	84417274	84418412	1138	chr11:84416774-84418912	chr11:84417174-84418512
4933405D12Rik	KO_vs_Pos	SE	-0.569	0.00246	chr3	122713327	122713454	127	chr3:122712827-122713954	chr3:122713227-122713554
Poteg	Pos_vs_Neg	SE	0.569	0.0211	chr8	27971649	27971717	68	chr8:27971149-27972217	chr8:27971549-27971817
Sgip1	KO_vs_Neg	SE	-0.567	8.74e-06	chr4	102757722	102757734	12	chr4:102757222-102758234	chr4:102757622-102757834
Sez6l	Pos_vs_Neg	MXE	0.566	0.00218	chr5	112576241	112584340	NA	chr5:112575741-112584840	chr5:112576141-112584440
Itpr1	Pos_vs_Parental	A3SS	0.566	0.000195	chr6	108409606	108409657	NA	chr6:108409106-108410157	chr6:108409506-108409757
Serpinb6a	KO_vs_Neg	A5SS	0.565	6.24e-05	chr13	34119551	34119777	NA	chr13:34119051-34120277	chr13:34119451-34119877
Dlg1	KO_vs_Neg	SE	-0.565	0.0252	chr16	31673485	31673506	21	chr16:31672985-31674006	chr16:31673385-31673606
Catsperg1	Pos_vs_Neg	SE	0.565	1.24e-07	chr7	28884103	28884193	90	chr7:28883603-28884693	chr7:28884003-28884293
Npepps	Pos_vs_Neg	SE	0.565	3.23e-05	chr11	97128919	97129084	165	chr11:97128419-97129584	chr11:97128819-97129184
Snapc3	KO_vs_Parental	SE	0.564	0.00377	chr4	83373251	83373288	37	chr4:83372751-83373788	chr4:83373151-83373388
H2-K1	KO_vs_Parental	SE	-0.564	0.0386	chr17	34218707	34219037	330	chr17:34218207-34219537	chr17:34218607-34219137
Mipol1	KO_vs_Pos	SE	-0.564	1.68e-07	chr12	57507627	57507770	143	chr12:57507127-57508270	chr12:57507527-57507870
Odf2l	KO_vs_Neg	SE	-0.563	1.97e-05	chr3	144852523	144852682	159	chr3:144852023-144853182	chr3:144852423-144852782
Gm10516	KO_vs_Pos	SE	0.563	0.0108	chr1	191828733	191828836	103	chr1:191828233-191829336	chr1:191828633-191828936
Zfp961	Neg_vs_Parental	A5SS	-0.563	0.04	chr8	72719637	72719834	NA	chr8:72719137-72720334	chr8:72719537-72719934
1700057G04Rik	Neg_vs_Parental	SE	-0.563	0.049	chr9	92234587	92234749	162	chr9:92234087-92235249	chr9:92234487-92234849
Usp40	Neg_vs_Parental	SE	-0.562	0.00102	chr1	87896117	87896171	54	chr1:87895617-87896671	chr1:87896017-87896271
Serpinb6a	Pos_vs_Neg	A5SS	0.562	0.00421	chr13	34119551	34119777	NA	chr13:34119051-34120277	chr13:34119451-34119877
Wdr93	Pos_vs_Parental	SE	0.562	0.000118	chr7	79416137	79416173	36	chr7:79415637-79416673	chr7:79416037-79416273
Gmfg	Pos_vs_Parental	SE	-0.561	1.11e-05	chr7	28141093	28141143	50	chr7:28140593-28141643	chr7:28140993-28141243
Tpd52l1	Pos_vs_Parental	SE	-0.561	0.00015	chr10	31214180	31214241	61	chr10:31213680-31214741	chr10:31214080-31214341
B230216N24Rik	KO_vs_Neg	A3SS	0.56	0.0232	chr1	97958840	97959893	NA	chr1:97958340-97960393	chr1:97958740-97959993
Cyp4f13	KO_vs_Pos	SE	0.56	1.06e-06	chr17	33151602	33151656	54	chr17:33151102-33152156	chr17:33151502-33151756
Srebf2	KO_vs_Pos	SE	-0.56	0.00131	chr15	82054139	82054355	216	chr15:82053639-82054855	chr15:82054039-82054455
Kcnt1	Neg_vs_Parental	A3SS	0.558	2.23e-05	chr2	25793370	25793605	NA	chr2:25792870-25794105	chr2:25793270-25793705
1700086O06Rik	KO_vs_Parental	SE	0.557	0.031	chr18	38372625	38372804	179	chr18:38372125-38373304	chr18:38372525-38372904
Setx	KO_vs_Pos	SE	-0.556	0.0175	chr2	29020191	29020402	211	chr2:29019691-29020902	chr2:29020091-29020502
4933407K13Rik	Neg_vs_Parental	SE	-0.556	0.000425	chrX	74798971	74799134	163	chrX:74798471-74799634	chrX:74798871-74799234
Ftsj1	Pos_vs_Neg	RI	-0.556	0.0221	chrX	8112574	8113019	NA	chrX:8112074-8113519	chrX:8112474-8113119
Uck2	Pos_vs_Neg	SE	-0.556	0.00266	chr1	167092269	167092500	231	chr1:167091769-167093000	chr1:167092169-167092600
Pdia5	KO_vs_Pos	SE	0.555	0.0226	chr16	35300512	35300587	75	chr16:35300012-35301087	chr16:35300412-35300687
AI480526	Pos_vs_Neg	A3SS	0.555	0.00349	chr5	123272394	123272493	NA	chr5:123271894-123272993	chr5:123272294-123272593
Gm12610	Pos_vs_Neg	SE	-0.555	2.89e-07	chr4	89255914	89256050	136	chr4:89255414-89256550	chr4:89255814-89256150
Snapc3	KO_vs_Pos	SE	0.554	0.00457	chr4	83373251	83373288	37	chr4:83372751-83373788	chr4:83373151-83373388
Cacna2d2	Pos_vs_Parental	A3SS	0.554	7.39e-05	chr9	107402808	107402859	NA	chr9:107402308-107403359	chr9:107402708-107402959
Zic4	KO_vs_Neg	SE	-0.553	1.13e-07	chr9	91253868	91254102	234	chr9:91253368-91254602	chr9:91253768-91254202
Agbl4	KO_vs_Pos	A3SS	-0.553	0.00286	chr4	111514288	111514707	NA	chr4:111513788-111515207	chr4:111514188-111514807
Meg3	Neg_vs_Parental	SE	0.553	4.14e-08	chr12	109515913	109516014	101	chr12:109515413-109516514	chr12:109515813-109516114
Sh2d5	Pos_vs_Neg	SE	0.553	0.00642	chr4	137981583	137981664	81	chr4:137981083-137982164	chr4:137981483-137981764
Ttc41	KO_vs_Parental	SE	0.552	6.4e-05	chr10	86586110	86586250	140	chr10:86585610-86586750	chr10:86586010-86586350
Ube2d-ps	Pos_vs_Neg	SE	-0.552	0.00947	chr11	5718885	5719072	187	chr11:5718385-5719572	chr11:5718785-5719172
Naip1	Pos_vs_Parental	SE	0.552	2.55e-08	chr13	100561889	100564001	2112	chr13:100561389-100564501	chr13:100561789-100564101
Ttc41	Pos_vs_Parental	SE	0.552	2.91e-05	chr10	86586110	86586250	140	chr10:86585610-86586750	chr10:86586010-86586350
Fbln1	Neg_vs_Parental	SE	0.551	0.00771	chr15	85123494	85123620	126	chr15:85122994-85124120	chr15:85123394-85123720
Sgms1	Pos_vs_Neg	SE	-0.551	0.0256	chr19	32134722	32134779	57	chr19:32134222-32135279	chr19:32134622-32134879
Sipa1	KO_vs_Neg	A3SS	0.55	0.0018	chr19	5711623	5711686	NA	chr19:5711123-5712186	chr19:5711523-5711786
As3mt	KO_vs_Pos	SE	-0.55	0.00723	chr19	46700659	46700729	70	chr19:46700159-46701229	chr19:46700559-46700829
Rapgef3	Neg_vs_Parental	A3SS	0.549	0.00347	chr15	97647886	97648068	NA	chr15:97647386-97648568	chr15:97647786-97648168
Lat2	Pos_vs_Neg	SE	-0.549	4.98e-05	chr5	134634899	134634935	36	chr5:134634399-134635435	chr5:134634799-134635035
Sez6l	Pos_vs_Parental	MXE	0.549	6e-04	chr5	112576241	112584340	NA	chr5:112575741-112584840	chr5:112576141-112584440
Nmnat2	Pos_vs_Parental	SE	-0.549	4.39e-07	chr1	152843667	152843727	60	chr1:152843167-152844227	chr1:152843567-152843827
Cep63	Neg_vs_Parental	SE	0.548	0.00302	chr9	102500754	102500792	38	chr9:102500254-102501292	chr9:102500654-102500892
Bvht	Pos_vs_Parental	A5SS	0.548	7.73e-06	chr18	61772026	61772206	NA	chr18:61771526-61772706	chr18:61771926-61772306
Prnd	KO_vs_Parental	RI	-0.547	8.46e-06	chr2	131794928	131798050	NA	chr2:131794428-131798550	chr2:131794828-131798150
Prss41	Neg_vs_Parental	SE	0.547	0.000139	chr17	24062930	24062957	27	chr17:24062430-24063457	chr17:24062830-24063057
Firre	Neg_vs_Parental	SE	-0.547	0.000206	chrX	49697354	49697481	127	chrX:49696854-49697981	chrX:49697254-49697581
Meg3	Pos_vs_Neg	SE	-0.547	1.92e-06	chr12	109515913	109516014	101	chr12:109515413-109516514	chr12:109515813-109516114
Pum1	KO_vs_Pos	SE	0.546	0.000327	chr4	130455308	130455475	167	chr4:130454808-130455975	chr4:130455208-130455575
Gm26947	KO_vs_Neg	SE	-0.545	0.000453	chr10	60773611	60773741	130	chr10:60773111-60774241	chr10:60773511-60773841
Dlst	Pos_vs_Neg	SE	-0.545	3.38e-07	chr12	85158271	85158305	34	chr12:85157771-85158805	chr12:85158171-85158405
Col11a2	Pos_vs_Neg	SE	-0.545	8.05e-05	chr17	34266071	34266251	180	chr17:34265571-34266751	chr17:34265971-34266351
Prdx6	Pos_vs_Neg	SE	0.545	0.000285	chr1	161076928	161077039	111	chr1:161076428-161077539	chr1:161076828-161077139
