Supplementary Table 18:,"Enrichment score (ES) of A complex formation performed under control condition (CTR).for variants in libraries T1, T2. Missing values are reported as NA. ",Unnamed: 2
ACVR2A-HsaEX0002213-full_TGCadd-L2,1.61,T1
ACVR2A-HsaEX0002213-IgM,1.16,T1
ACVR2A-HsaEX0002213-mid_TGCadd-L1,1.09,T1
ACVR2A-HsaEX0002213-mid_TGCadd-L2,0.67,T1
ACVR2A-HsaEX0002213-mid_TGCadd-L3,0.78,T1
ACVR2A-HsaEX0002213-mid_TGCadd-R1,1.1,T1
ACVR2A-HsaEX0002213-mid_TGCadd-R2,0.8,T1
ACVR2A-HsaEX0002213-mid_TGCadd-R3,0.68,T1
ACVR2A-HsaEX0002213-rem-12,1.36,T1
ACVR2A-HsaEX0002213-rem-15,1.14,T1
ACVR2A-HsaEX0002213-rem-18,1.01,T1
ACVR2A-HsaEX0002213-rem-3,1.63,T1
ACVR2A-HsaEX0002213-rem-6,1.63,T1
ACVR2A-HsaEX0002213-rem-9,1.63,T1
ACVR2A-HsaEX0002213-TGC1-1rem1,1.79,T1
ACVR2A-HsaEX0002213-TGCCT-TGCTG,1.06,T1
ACVR2A-HsaEX0002213-TTGCC-ATGCG,1.17,T1
ACVR2A-HsaEX0002213-TTGCC-ATGCT,1.2,T1
ACVR2A-HsaEX0002213-TTGCC-CTGCG,0.96,T1
ACVR2A-HsaEX0002213-TTGCC-CTGCT,1.23,T1
ACVR2A-HsaEX0002213-TTGCC-TTGCT,1.08,T1
ACVR2A-HsaEX0002213-TTTGC-AATGC,1.76,T1
ACVR2A-HsaEX0002213-TTTGC-ACTGC,1.25,T1
ACVR2A-HsaEX0002213-TTTGC-ATTGC,1.34,T1
ACVR2A-HsaEX0002213-TTTGC-CATGC,1.51,T1
ACVR2A-HsaEX0002213-TTTGC-CTTGC,1.69,T1
ACVR2A-HsaEX0002213-TTTGC-GCTGC,1.22,T1
ACVR2A-HsaEX0002213-TTTGC-TATGC,1.64,T1
ACVR2A-HsaEX0002213-TTTGC-TCTGC,1.52,T1
ACVR2A-HsaEX0002213-TTTGC-TGTGC,0.97,T1
ACVR2A-HsaEX0002213-U1cons,1.89,T1
ACVR2A-HsaEX0002213-U6cons,1.62,T1
ACVR2A-HsaEX0002213-WT,1.05,T1
ANTXR1-HsaEX7001225-AdML,0.86,T1
ANTXR1-HsaEX7001225-AGAmutAGG,0.85,T1
ANTXR1-HsaEX7001225-AGAmutGAC,0.72,T1
ANTXR1-HsaEX7001225-BP_13s,0.79,T1
ANTXR1-HsaEX7001225-BP1-TGAmutCGG,0.6,T1
ANTXR1-HsaEX7001225-BP2-TCAmutCCG,0.73,T1
ANTXR1-HsaEX7001225-BP3-TGAmutCGG,1.18,T1
ANTXR1-HsaEX7001225-BPmut2-13,0.68,T1
ANTXR1-HsaEX7001225-BPmut2-23,0.81,T1
ANTXR1-HsaEX7001225-BPshift10,0.26,T1
ANTXR1-HsaEX7001225-BPshift10-TGCadd-L1,0.47,T1
ANTXR1-HsaEX7001225-BPshift10-TGCadd-L2,0.41,T1
ANTXR1-HsaEX7001225-BPshift10-TGCadd-R1,0.2,T1
ANTXR1-HsaEX7001225-BPshift10-TGCadd-R2,0.43,T1
ANTXR1-HsaEX7001225-BPshift20,0.78,T1
ANTXR1-HsaEX7001225-BPshift20-TGCadd-L1,0.78,T1
ANTXR1-HsaEX7001225-BPshift20-TGCadd-L2,0.56,T1
ANTXR1-HsaEX7001225-BPshift20-TGCadd-L3,0.79,T1
ANTXR1-HsaEX7001225-BPshift20-TGCadd-R1,0.59,T1
ANTXR1-HsaEX7001225-BPshift20-TGCadd-R2,0.77,T1
ANTXR1-HsaEX7001225-full_TGCadd-L1,0.54,T1
ANTXR1-HsaEX7001225-full_TGCadd-L2,0.56,T1
ANTXR1-HsaEX7001225-full_TGCadd-L3,0.44,T1
ANTXR1-HsaEX7001225-full_TGCadd-R1,0.61,T1
ANTXR1-HsaEX7001225-full_TGCadd-R3,0.4,T1
ANTXR1-HsaEX7001225-IgM,0.47,T1
ANTXR1-HsaEX7001225-mid_TGCadd-L1,0.63,T1
ANTXR1-HsaEX7001225-mid_TGCadd-L2,0.47,T1
ANTXR1-HsaEX7001225-mid_TGCadd-L3,0.37,T1
ANTXR1-HsaEX7001225-mid_TGCadd-R1,0.78,T1
ANTXR1-HsaEX7001225-mid_TGCadd-R2,0.54,T1
ANTXR1-HsaEX7001225-mutTCTC,0.96,T1
ANTXR1-HsaEX7001225-rem-12,1.76,T1
ANTXR1-HsaEX7001225-rem-15,1.72,T1
ANTXR1-HsaEX7001225-rem-18,1.73,T1
ANTXR1-HsaEX7001225-rem-21,1.9,T1
ANTXR1-HsaEX7001225-rem-24,2.09,T1
ANTXR1-HsaEX7001225-rem-27,1.99,T1
ANTXR1-HsaEX7001225-rem-3,0.61,T1
ANTXR1-HsaEX7001225-rem-30,1.86,T1
ANTXR1-HsaEX7001225-rem-33,1.89,T1
ANTXR1-HsaEX7001225-rem-36,1.61,T1
ANTXR1-HsaEX7001225-rem-6,1.2,T1
ANTXR1-HsaEX7001225-rem-9,1.27,T1
ANTXR1-HsaEX7001225-U1cons,1.24,T1
ANTXR1-HsaEX7001225-U6cons,0.92,T1
ANTXR1-HsaEX7001225-WT,0.76,T1
CARD9-HsaEX6063998-addTCTC,0.55,T1
CARD9-HsaEX6063998-AdML,1.47,T1
CARD9-HsaEX6063998-AGAmutAGG,1.31,T1
CARD9-HsaEX6063998-AGAmutGAC,0.09,T1
CARD9-HsaEX6063998-BPshift10,0.08,T1
CARD9-HsaEX6063998-BPshift10-TGCadd-L1,0.26,T1
CARD9-HsaEX6063998-BPshift10-TGCadd-L2,0.58,T1
CARD9-HsaEX6063998-BPshift10-TGCadd-L3,0.23,T1
CARD9-HsaEX6063998-BPshift10-TGCadd-R1,0.18,T1
CARD9-HsaEX6063998-BPshift10-TGCadd-R3,0.46,T1
CARD9-HsaEX6063998-BPshift20,0.13,T1
CARD9-HsaEX6063998-BPshift20-TGCadd-L1,,T1
CARD9-HsaEX6063998-BPshift20-TGCadd-L2,0.19,T1
CARD9-HsaEX6063998-BPshift20-TGCadd-R1,0.11,T1
CARD9-HsaEX6063998-BPshift20-TGCadd-R2,,T1
CARD9-HsaEX6063998-full_TGCadd-L1,0.55,T1
CARD9-HsaEX6063998-full_TGCadd-L2,0.4,T1
CARD9-HsaEX6063998-IgM,0.3,T1
CARD9-HsaEX6063998-mid_TGCadd-L1,0.3,T1
CARD9-HsaEX6063998-mid_TGCadd-L2,1.02,T1
CARD9-HsaEX6063998-mid_TGCadd-R1,1.1,T1
CARD9-HsaEX6063998-rem-12,0.2,T1
CARD9-HsaEX6063998-rem-15,0.21,T1
CARD9-HsaEX6063998-rem-18,0.17,T1
CARD9-HsaEX6063998-rem-21,0.12,T1
CARD9-HsaEX6063998-rem-24,0.09,T1
CARD9-HsaEX6063998-rem-27,0.1,T1
CARD9-HsaEX6063998-rem-3,0.34,T1
CARD9-HsaEX6063998-rem-30,0.06,T1
CARD9-HsaEX6063998-rem-33,0.05,T1
CARD9-HsaEX6063998-rem-36,0.04,T1
CARD9-HsaEX6063998-rem-6,0.39,T1
CARD9-HsaEX6063998-rem-9,0.24,T1
CARD9-HsaEX6063998-U1cons,0.53,T1
CARD9-HsaEX6063998-U6cons,0.56,T1
CARD9-HsaEX6063998-WT,0.58,T1
CASK-HsaEX0012545-add_0-12,0.86,T1
CASK-HsaEX0012545-add_0-15,0.91,T1
CASK-HsaEX0012545-add_0-18,1.14,T1
CASK-HsaEX0012545-add_0-21,1.04,T1
CASK-HsaEX0012545-add_0-24,1.04,T1
CASK-HsaEX0012545-add_0-3,1.04,T1
CASK-HsaEX0012545-add_0-6,1.1,T1
CASK-HsaEX0012545-add_0-9,1.08,T1
CASK-HsaEX0012545-add_1-12,1.01,T1
CASK-HsaEX0012545-add_1-15,1.12,T1
CASK-HsaEX0012545-add_1-18,1.04,T1
CASK-HsaEX0012545-add_1-21,0.91,T1
CASK-HsaEX0012545-add_1-24,0.92,T1
CASK-HsaEX0012545-add_1-3,1.01,T1
CASK-HsaEX0012545-add_1-6,0.88,T1
CASK-HsaEX0012545-add_1-9,0.99,T1
CASK-HsaEX0012545-add_10-12,0.83,T1
CASK-HsaEX0012545-add_10-15,0.87,T1
CASK-HsaEX0012545-add_10-18,1.08,T1
CASK-HsaEX0012545-add_10-21,1.06,T1
CASK-HsaEX0012545-add_10-24,1,T1
CASK-HsaEX0012545-add_10-3,0.75,T1
CASK-HsaEX0012545-add_10-6,0.77,T1
CASK-HsaEX0012545-add_10-9,0.85,T1
CASK-HsaEX0012545-add_11-12,0.6,T1
CASK-HsaEX0012545-add_11-15,0.6,T1
CASK-HsaEX0012545-add_11-18,0.76,T1
CASK-HsaEX0012545-add_11-21,0.8,T1
CASK-HsaEX0012545-add_11-24,0.92,T1
CASK-HsaEX0012545-add_11-3,0.84,T1
CASK-HsaEX0012545-add_11-6,0.74,T1
CASK-HsaEX0012545-add_11-9,0.72,T1
CASK-HsaEX0012545-add_12-12,1.06,T1
CASK-HsaEX0012545-add_12-15,0.79,T1
CASK-HsaEX0012545-add_12-18,0.87,T1
CASK-HsaEX0012545-add_12-21,0.87,T1
CASK-HsaEX0012545-add_12-24,0.73,T1
CASK-HsaEX0012545-add_12-3,0.88,T1
CASK-HsaEX0012545-add_12-6,0.86,T1
CASK-HsaEX0012545-add_12-9,0.79,T1
CASK-HsaEX0012545-add_13-12,0.85,T1
CASK-HsaEX0012545-add_13-15,0.95,T1
CASK-HsaEX0012545-add_13-18,0.99,T1
CASK-HsaEX0012545-add_13-21,0.95,T1
CASK-HsaEX0012545-add_13-24,0.91,T1
CASK-HsaEX0012545-add_13-3,0.85,T1
CASK-HsaEX0012545-add_13-6,0.82,T1
CASK-HsaEX0012545-add_13-9,0.82,T1
CASK-HsaEX0012545-add_14-12,0.74,T1
CASK-HsaEX0012545-add_14-15,0.63,T1
CASK-HsaEX0012545-add_14-18,0.74,T1
CASK-HsaEX0012545-add_14-21,0.67,T1
CASK-HsaEX0012545-add_14-24,0.7,T1
CASK-HsaEX0012545-add_14-3,0.85,T1
CASK-HsaEX0012545-add_14-6,0.63,T1
CASK-HsaEX0012545-add_14-9,0.68,T1
CASK-HsaEX0012545-add_2-12,0.66,T1
CASK-HsaEX0012545-add_2-15,0.75,T1
CASK-HsaEX0012545-add_2-18,0.83,T1
CASK-HsaEX0012545-add_2-21,0.7,T1
CASK-HsaEX0012545-add_2-24,0.95,T1
CASK-HsaEX0012545-add_2-3,0.52,T1
CASK-HsaEX0012545-add_2-6,0.64,T1
CASK-HsaEX0012545-add_2-9,0.49,T1
CASK-HsaEX0012545-add_3-12,0.9,T1
CASK-HsaEX0012545-add_3-15,0.9,T1
CASK-HsaEX0012545-add_3-18,1.01,T1
CASK-HsaEX0012545-add_3-21,1.17,T1
CASK-HsaEX0012545-add_3-24,1.06,T1
CASK-HsaEX0012545-add_3-3,0.85,T1
CASK-HsaEX0012545-add_3-6,0.82,T1
CASK-HsaEX0012545-add_3-9,0.81,T1
CASK-HsaEX0012545-add_4-12,1.03,T1
CASK-HsaEX0012545-add_4-15,1.19,T1
CASK-HsaEX0012545-add_4-18,1.13,T1
CASK-HsaEX0012545-add_4-21,1.15,T1
CASK-HsaEX0012545-add_4-24,1.04,T1
CASK-HsaEX0012545-add_4-3,0.79,T1
CASK-HsaEX0012545-add_4-6,0.79,T1
CASK-HsaEX0012545-add_4-9,1.01,T1
CASK-HsaEX0012545-add_5-12,0.85,T1
CASK-HsaEX0012545-add_5-15,0.8,T1
CASK-HsaEX0012545-add_5-18,1.07,T1
CASK-HsaEX0012545-add_5-21,1.13,T1
CASK-HsaEX0012545-add_5-24,0.72,T1
CASK-HsaEX0012545-add_5-3,1.13,T1
CASK-HsaEX0012545-add_5-6,0.89,T1
CASK-HsaEX0012545-add_5-9,0.79,T1
CASK-HsaEX0012545-add_6-12,0.88,T1
CASK-HsaEX0012545-add_6-15,1.09,T1
CASK-HsaEX0012545-add_6-18,0.95,T1
CASK-HsaEX0012545-add_6-21,0.76,T1
CASK-HsaEX0012545-add_6-24,0.74,T1
CASK-HsaEX0012545-add_6-3,0.77,T1
CASK-HsaEX0012545-add_6-6,0.58,T1
CASK-HsaEX0012545-add_6-9,0.78,T1
CASK-HsaEX0012545-add_7-12,0.8,T1
CASK-HsaEX0012545-add_7-15,0.72,T1
CASK-HsaEX0012545-add_7-18,0.87,T1
CASK-HsaEX0012545-add_7-21,0.75,T1
CASK-HsaEX0012545-add_7-24,0.98,T1
CASK-HsaEX0012545-add_7-3,0.65,T1
CASK-HsaEX0012545-add_7-6,0.77,T1
CASK-HsaEX0012545-add_7-9,0.69,T1
CASK-HsaEX0012545-add_8-12,0.67,T1
CASK-HsaEX0012545-add_8-15,0.89,T1
CASK-HsaEX0012545-add_8-18,0.91,T1
CASK-HsaEX0012545-add_8-21,0.79,T1
CASK-HsaEX0012545-add_8-24,0.7,T1
CASK-HsaEX0012545-add_8-6,0.67,T1
CASK-HsaEX0012545-add_8-9,0.68,T1
CASK-HsaEX0012545-add_9-12,0.88,T1
CASK-HsaEX0012545-add_9-15,0.84,T1
CASK-HsaEX0012545-add_9-18,0.99,T1
CASK-HsaEX0012545-add_9-21,1.13,T1
CASK-HsaEX0012545-add_9-24,0.75,T1
CASK-HsaEX0012545-add_9-6,0.58,T1
CASK-HsaEX0012545-add_9-9,0.53,T1
CASK-HsaEX0012545-addTCTC,1.12,T1
CASK-HsaEX0012545-AdML,1.06,T1
CASK-HsaEX0012545-AGGmutGAC,0.45,T1
CASK-HsaEX0012545-BP_12s,0.88,T1
CASK-HsaEX0012545-BP1-TAAmutCAT,0.55,T1
CASK-HsaEX0012545-BP2-TAAmutCAT,1.03,T1
CASK-HsaEX0012545-BP3-TGAmutCGG,0.57,T1
CASK-HsaEX0012545-BPmut2-12,0.66,T1
CASK-HsaEX0012545-BPmut2-23,0.71,T1
CASK-HsaEX0012545-BPshift10,0.42,T1
CASK-HsaEX0012545-BPshift20,0.23,T1
CASK-HsaEX0012545-CTGCC-ATGCG,0.43,T1
CASK-HsaEX0012545-CTGCC-ATGCT,0.6,T1
CASK-HsaEX0012545-CTGCC-CTGCT,0.57,T1
CASK-HsaEX0012545-CTGCC-TTGCC,0.74,T1
CASK-HsaEX0012545-CTGCC-TTGCG,0.67,T1
CASK-HsaEX0012545-CTGCC-TTGCT,0.79,T1
CASK-HsaEX0012545-full_TGCadd-L1,0.59,T1
CASK-HsaEX0012545-full_TGCadd-L2,0.52,T1
CASK-HsaEX0012545-full_TGCadd-L3,0.36,T1
CASK-HsaEX0012545-full_TGCadd-R1,0.87,T1
CASK-HsaEX0012545-full_TGCadd-R2,0.45,T1
CASK-HsaEX0012545-full_TGCadd-R3,0.13,T1
CASK-HsaEX0012545-GCTGC-AATGC,0.41,T1
CASK-HsaEX0012545-GCTGC-ACTGC,0.66,T1
CASK-HsaEX0012545-GCTGC-ATTGC,0.62,T1
CASK-HsaEX0012545-GCTGC-CATGC,0.71,T1
CASK-HsaEX0012545-GCTGC-CTTGC,0.69,T1
CASK-HsaEX0012545-GCTGC-TATGC,0.67,T1
CASK-HsaEX0012545-GCTGC-TCTGC,0.85,T1
CASK-HsaEX0012545-GCTGC-TGTGC,0.64,T1
CASK-HsaEX0012545-IgM,0.51,T1
CASK-HsaEX0012545-mid_TGCadd-L1,0.41,T1
CASK-HsaEX0012545-mid_TGCadd-R1,0.31,T1
CASK-HsaEX0012545-rem-12,0.62,T1
CASK-HsaEX0012545-rem-3,0.62,T1
CASK-HsaEX0012545-rem-6,0.67,T1
CASK-HsaEX0012545-rem-9,0.57,T1
CASK-HsaEX0012545-TGC2-12rem2,0.89,T1
CASK-HsaEX0012545-TGC2-2rem1,0.64,T1
CASK-HsaEX0012545-TGCCT-TGCTG,0.21,T1
CASK-HsaEX0012545-U1cons,1.47,T1
CASK-HsaEX0012545-WT,0.54,T1
CERS6-HsaEX0035450-add_0-12,1.2,T1
CERS6-HsaEX0035450-add_0-15,1.45,T1
CERS6-HsaEX0035450-add_0-18,0.99,T1
CERS6-HsaEX0035450-add_0-3,0.64,T1
CERS6-HsaEX0035450-add_0-6,1.12,T1
CERS6-HsaEX0035450-add_0-9,1.05,T1
CERS6-HsaEX0035450-add_1-12,1.06,T1
CERS6-HsaEX0035450-add_1-15,0.69,T1
CERS6-HsaEX0035450-add_1-18,0.98,T1
CERS6-HsaEX0035450-add_1-3,0.95,T1
CERS6-HsaEX0035450-add_1-6,1,T1
CERS6-HsaEX0035450-add_1-9,0.99,T1
CERS6-HsaEX0035450-add_10-12,0.44,T1
CERS6-HsaEX0035450-add_10-15,0.3,T1
CERS6-HsaEX0035450-add_10-18,0.82,T1
CERS6-HsaEX0035450-add_10-3,0.39,T1
CERS6-HsaEX0035450-add_10-6,0.36,T1
CERS6-HsaEX0035450-add_10-9,0.4,T1
CERS6-HsaEX0035450-add_11-12,0.59,T1
CERS6-HsaEX0035450-add_11-15,0.27,T1
CERS6-HsaEX0035450-add_11-18,0.26,T1
CERS6-HsaEX0035450-add_11-3,0.24,T1
CERS6-HsaEX0035450-add_11-6,0.26,T1
CERS6-HsaEX0035450-add_11-9,0.35,T1
CERS6-HsaEX0035450-add_12-12,0.62,T1
CERS6-HsaEX0035450-add_12-15,0.33,T1
CERS6-HsaEX0035450-add_12-18,0.41,T1
CERS6-HsaEX0035450-add_12-3,0.37,T1
CERS6-HsaEX0035450-add_12-6,0.6,T1
CERS6-HsaEX0035450-add_12-9,0.6,T1
CERS6-HsaEX0035450-add_13-12,0.61,T1
CERS6-HsaEX0035450-add_13-15,0.63,T1
CERS6-HsaEX0035450-add_13-18,0.64,T1
CERS6-HsaEX0035450-add_13-3,0.46,T1
CERS6-HsaEX0035450-add_13-6,0.35,T1
CERS6-HsaEX0035450-add_13-9,0.55,T1
CERS6-HsaEX0035450-add_14-12,0.5,T1
CERS6-HsaEX0035450-add_14-15,0.65,T1
CERS6-HsaEX0035450-add_14-18,0.33,T1
CERS6-HsaEX0035450-add_14-3,0.35,T1
CERS6-HsaEX0035450-add_14-6,0.29,T1
CERS6-HsaEX0035450-add_14-9,0.55,T1
CERS6-HsaEX0035450-add_2-12,0.17,T1
CERS6-HsaEX0035450-add_2-15,0.22,T1
CERS6-HsaEX0035450-add_2-18,0.39,T1
CERS6-HsaEX0035450-add_2-3,0.2,T1
CERS6-HsaEX0035450-add_2-6,0.21,T1
CERS6-HsaEX0035450-add_2-9,0.14,T1
CERS6-HsaEX0035450-add_3-12,0.61,T1
CERS6-HsaEX0035450-add_3-15,0.48,T1
CERS6-HsaEX0035450-add_3-18,0.49,T1
CERS6-HsaEX0035450-add_3-3,0.47,T1
CERS6-HsaEX0035450-add_3-6,0.65,T1
CERS6-HsaEX0035450-add_3-9,0.73,T1
CERS6-HsaEX0035450-add_4-12,0.31,T1
CERS6-HsaEX0035450-add_4-15,0.47,T1
CERS6-HsaEX0035450-add_4-18,0.36,T1
CERS6-HsaEX0035450-add_4-3,0.45,T1
CERS6-HsaEX0035450-add_4-6,0.25,T1
CERS6-HsaEX0035450-add_4-9,0.19,T1
CERS6-HsaEX0035450-add_5-12,0.59,T1
CERS6-HsaEX0035450-add_5-15,0.31,T1
CERS6-HsaEX0035450-add_5-18,0.65,T1
CERS6-HsaEX0035450-add_5-3,0.66,T1
CERS6-HsaEX0035450-add_5-6,0.63,T1
CERS6-HsaEX0035450-add_5-9,0.6,T1
CERS6-HsaEX0035450-add_6-12,0.46,T1
CERS6-HsaEX0035450-add_6-15,0.41,T1
CERS6-HsaEX0035450-add_6-18,0.35,T1
CERS6-HsaEX0035450-add_6-3,0.38,T1
CERS6-HsaEX0035450-add_6-6,0.31,T1
CERS6-HsaEX0035450-add_6-9,0.39,T1
CERS6-HsaEX0035450-add_7-12,0.63,T1
CERS6-HsaEX0035450-add_7-15,0.67,T1
CERS6-HsaEX0035450-add_7-18,0.67,T1
CERS6-HsaEX0035450-add_7-3,0.26,T1
CERS6-HsaEX0035450-add_7-6,0.45,T1
CERS6-HsaEX0035450-add_7-9,0.53,T1
CERS6-HsaEX0035450-add_8-12,0.41,T1
CERS6-HsaEX0035450-add_8-15,0.46,T1
CERS6-HsaEX0035450-add_8-18,0.34,T1
CERS6-HsaEX0035450-add_8-6,0.34,T1
CERS6-HsaEX0035450-add_8-9,0.3,T1
CERS6-HsaEX0035450-add_9-12,0.45,T1
CERS6-HsaEX0035450-add_9-15,0.85,T1
CERS6-HsaEX0035450-add_9-18,0.6,T1
CERS6-HsaEX0035450-add_9-6,0.28,T1
CERS6-HsaEX0035450-add_9-9,0.38,T1
CERS6-HsaEX0035450-AdML,0.39,T1
CERS6-HsaEX0035450-AGGmutGAC,0.68,T1
CERS6-HsaEX0035450-BP_12s,0.49,T1
CERS6-HsaEX0035450-BP_13s,0.48,T1
CERS6-HsaEX0035450-BP1-TGAmutCGG,0.85,T1
CERS6-HsaEX0035450-BP2-TTAmutCTG,0.46,T1
CERS6-HsaEX0035450-BP3-TCAmutCCG,0.57,T1
CERS6-HsaEX0035450-BPmut2-12,0.25,T1
CERS6-HsaEX0035450-BPmut2-13,0.62,T1
CERS6-HsaEX0035450-BPmut2-23,0.43,T1
CERS6-HsaEX0035450-BPmut3,0.23,T1
CERS6-HsaEX0035450-BPshift10,1.98,T1
CERS6-HsaEX0035450-BPshift10-TGCadd-L1,1.92,T1
CERS6-HsaEX0035450-BPshift10-TGCadd-L2,1.95,T1
CERS6-HsaEX0035450-BPshift10-TGCadd-L3,1.79,T1
CERS6-HsaEX0035450-BPshift10-TGCadd-R1,2.02,T1
CERS6-HsaEX0035450-BPshift10-TGCadd-R2,2.03,T1
CERS6-HsaEX0035450-BPshift10-TGCadd-R3,2.33,T1
CERS6-HsaEX0035450-BPshift20,2.53,T1
CERS6-HsaEX0035450-BPshift20-TGCadd-L1,2.66,T1
CERS6-HsaEX0035450-BPshift20-TGCadd-L2,2.45,T1
CERS6-HsaEX0035450-BPshift20-TGCadd-L3,2.26,T1
CERS6-HsaEX0035450-BPshift20-TGCadd-R1,2.57,T1
CERS6-HsaEX0035450-BPshift20-TGCadd-R2,2.71,T1
CERS6-HsaEX0035450-BPshift20-TGCadd-R3,2.28,T1
CERS6-HsaEX0035450-CTGCT-ATGCG,1.01,T1
CERS6-HsaEX0035450-CTGCT-ATGCT,0.77,T1
CERS6-HsaEX0035450-CTGCT-CTGCG,0.68,T1
CERS6-HsaEX0035450-CTGCT-TTGCC,0.56,T1
CERS6-HsaEX0035450-CTGCT-TTGCG,0.88,T1
CERS6-HsaEX0035450-CTGCT-TTGCT,0.73,T1
CERS6-HsaEX0035450-full_TGCadd-L1,0.85,T1
CERS6-HsaEX0035450-full_TGCadd-L2,0.88,T1
CERS6-HsaEX0035450-full_TGCadd-R2,0.48,T1
CERS6-HsaEX0035450-IgM,0.33,T1
CERS6-HsaEX0035450-mid_TGCadd-L1,0.39,T1
CERS6-HsaEX0035450-mid_TGCadd-L2,0.17,T1
CERS6-HsaEX0035450-mid_TGCadd-R1,0.29,T1
CERS6-HsaEX0035450-mid_TGCadd-R2,0.36,T1
CERS6-HsaEX0035450-mutTCTC,0.46,T1
CERS6-HsaEX0035450-rem-12,0.23,T1
CERS6-HsaEX0035450-rem-15,0.26,T1
CERS6-HsaEX0035450-rem-18,0.31,T1
CERS6-HsaEX0035450-rem-3,0.34,T1
CERS6-HsaEX0035450-rem-6,0.21,T1
CERS6-HsaEX0035450-rem-9,0.19,T1
CERS6-HsaEX0035450-TCTGC-AATGC,0.68,T1
CERS6-HsaEX0035450-TCTGC-ACTGC,0.58,T1
CERS6-HsaEX0035450-TCTGC-ATTGC,0.66,T1
CERS6-HsaEX0035450-TCTGC-CATGC,0.81,T1
CERS6-HsaEX0035450-TCTGC-CTTGC,0.66,T1
CERS6-HsaEX0035450-TCTGC-GCTGC,0.51,T1
CERS6-HsaEX0035450-TCTGC-TGTGC,0.7,T1
CERS6-HsaEX0035450-TGC1-1rem1,0.44,T1
CERS6-HsaEX0035450-TGCTA-TGCGT,0.69,T1
CERS6-HsaEX0035450-TGCTA-TGCTG,0.6,T1
CERS6-HsaEX0035450-TGCTA-TGCTT,0.15,T1
CERS6-HsaEX0035450-U1cons,0.98,T1
CERS6-HsaEX0035450-U6cons,0.99,T1
CERS6-HsaEX0035450-WT,0.38,T1
CHPT1-HsaEX0015276-add_0-12,0.52,T1
CHPT1-HsaEX0015276-add_0-15,0.43,T1
CHPT1-HsaEX0015276-add_0-3,0.35,T1
CHPT1-HsaEX0015276-add_0-6,0.19,T1
CHPT1-HsaEX0015276-add_0-9,0.5,T1
CHPT1-HsaEX0015276-add_1-12,0.59,T1
CHPT1-HsaEX0015276-add_1-15,0.32,T1
CHPT1-HsaEX0015276-add_1-3,0.4,T1
CHPT1-HsaEX0015276-add_1-6,0.35,T1
CHPT1-HsaEX0015276-add_1-9,0.64,T1
CHPT1-HsaEX0015276-add_10-12,0.3,T1
CHPT1-HsaEX0015276-add_10-15,0.2,T1
CHPT1-HsaEX0015276-add_10-3,0.25,T1
CHPT1-HsaEX0015276-add_10-6,0.23,T1
CHPT1-HsaEX0015276-add_10-9,0.44,T1
CHPT1-HsaEX0015276-add_11-12,0.61,T1
CHPT1-HsaEX0015276-add_11-15,0.29,T1
CHPT1-HsaEX0015276-add_11-3,0.48,T1
CHPT1-HsaEX0015276-add_11-6,0.35,T1
CHPT1-HsaEX0015276-add_11-9,0.57,T1
CHPT1-HsaEX0015276-add_12-12,0.39,T1
CHPT1-HsaEX0015276-add_12-15,0.26,T1
CHPT1-HsaEX0015276-add_12-3,0.31,T1
CHPT1-HsaEX0015276-add_12-6,0.36,T1
CHPT1-HsaEX0015276-add_12-9,0.34,T1
CHPT1-HsaEX0015276-add_13-12,0.49,T1
CHPT1-HsaEX0015276-add_13-15,0.62,T1
CHPT1-HsaEX0015276-add_13-3,0.59,T1
CHPT1-HsaEX0015276-add_13-6,0.24,T1
CHPT1-HsaEX0015276-add_13-9,0.38,T1
CHPT1-HsaEX0015276-add_14-12,0.43,T1
CHPT1-HsaEX0015276-add_14-15,0.29,T1
CHPT1-HsaEX0015276-add_14-3,0.32,T1
CHPT1-HsaEX0015276-add_14-6,0.25,T1
CHPT1-HsaEX0015276-add_14-9,0.37,T1
CHPT1-HsaEX0015276-add_2-12,0.3,T1
CHPT1-HsaEX0015276-add_2-15,0.42,T1
CHPT1-HsaEX0015276-add_2-3,0.47,T1
CHPT1-HsaEX0015276-add_2-6,0.3,T1
CHPT1-HsaEX0015276-add_2-9,0.28,T1
CHPT1-HsaEX0015276-add_3-12,0.25,T1
CHPT1-HsaEX0015276-add_3-15,0.35,T1
CHPT1-HsaEX0015276-add_3-3,0.28,T1
CHPT1-HsaEX0015276-add_3-6,0.28,T1
CHPT1-HsaEX0015276-add_3-9,0.34,T1
CHPT1-HsaEX0015276-add_4-12,0.31,T1
CHPT1-HsaEX0015276-add_4-15,0.35,T1
CHPT1-HsaEX0015276-add_4-3,0.68,T1
CHPT1-HsaEX0015276-add_4-6,0.25,T1
CHPT1-HsaEX0015276-add_4-9,0.31,T1
CHPT1-HsaEX0015276-add_5-12,0.28,T1
CHPT1-HsaEX0015276-add_5-15,0.13,T1
CHPT1-HsaEX0015276-add_5-3,0.39,T1
CHPT1-HsaEX0015276-add_5-6,0.29,T1
CHPT1-HsaEX0015276-add_5-9,0.52,T1
CHPT1-HsaEX0015276-add_6-12,0.24,T1
CHPT1-HsaEX0015276-add_6-15,0.48,T1
CHPT1-HsaEX0015276-add_6-3,0.36,T1
CHPT1-HsaEX0015276-add_6-6,0.38,T1
CHPT1-HsaEX0015276-add_6-9,0.38,T1
