Supplementary Table 8:,PSI of endogenous events under 9 experimental conditions,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
MADD,HsaEX0037214,chr11:47326544-47326552,9,"chr11:47324577,47326544-47326552,47326738",C2,HS,0,"SOK,SOK,0=0=132,Bn,C1@0.00,132.00",15.15,"SOK,SOK,2=0=98,B3,C1@15.15,84.85",53.85,"OK,SOK,3=3=45,OK,C2@27.46,23.54",32.41,"OK,SOK,3=1=73,B1,C2@24.96,52.04",44.68,"OK,SOK,3=3=65,OK,C2@31.72,39.28",0,"SOK,SOK,0=0=105,Bn,C1@0.00,105.00",7.25,"SOK,SOK,1=0=112,B3,C2@8.19,104.81",78.65,"OK,SOK,8=8=38,OK,C1@42.47,11.53",42.86,"OK,SOK,3=3=70,OK,C2@32.57,43.43"
TPD52L1,HsaEX0066659,chr6:125252022-125252036,15,"chr6:125248383,125252022-125252036,125253717",C1,HS,0,"SOK,SOK,0=0=343,Bn,S@0.00,343.00",5.62,"SOK,SOK,3=1=155,OK,C1@8.94,150.06",89.41,"SOK,SOK,50=40=27,OK,S@104.61,12.39",30.01,"SOK,SOK,10=7=99,OK,S@34.81,81.19",77.78,"SOK,SOK,44=25=48,OK,S@91.00,26.00",0,"OK,OK,0=0=22,Bn,C1@0.00,22.00",9.1,"OK,OK,1=0=20,Bn,S@1.91,19.09",72.52,"LOW,SOK,7=8=15,OK,S@21.76,8.24",49.28,"VLOW,LOW,2=3=14,B1,S@9.36,9.64"
NRBP1,HsaEX0043752,chr2:27435723-27435746,24,"chr2:27435227,27435723-27435746,27436727+27436753",S,LS,0.14,"SOK,SOK,1=0=722,Bn,S@1.01,721.99",0.93,"SOK,SOK,0=3=328,Bn,S@3.08,327.92",20.37,"SOK,SOK,25=53=314,B1,S@79.85,312.15",3.14,"SOK,SOK,5=5=318,OK,S@10.30,317.70",11.55,"SOK,SOK,10=31=323,B1,S@42.04,321.96",0,"SOK,SOK,0=0=350,Bn,S@0.00,350.00",2.84,"SOK,SOK,1=9=352,B2,S@10.28,351.72",20.34,"SOK,SOK,23=43=266,OK,S@67.53,264.47",14.77,"SOK,SOK,13=37=297,B1,S@51.25,295.75"
ACVR2A,HsaEX0002213,chr2:147911537-147911560,24,"chr2:147899898,147911537-147911560,147915191",S,LS,0,"OK,OK,0=0=89,Bn,S@0.00,89.00",2.45,"OK,OK,1=0=41,Bn,C1@1.03,40.97",71.7,"LOW,OK,21=11=13,OK,S@32.27,12.73",2.86,"OK,OK,1=0=35,Bn,C2@1.03,34.97",49.57,"OK,OK,14=7=22,OK,C1@21.32,21.68",0,"LOW,LOW,0=0=15,Bn,S@0.00,15.00",0,"OK,OK,0=0=23,Bn,S@0.00,23.00",79.64,"VLOW,OK,10=9=5,OK,S@19.11,4.89",22.74,"VLOW,VLOW,3=1=14,B1,S@4.09,13.91"
PPFIA1,HsaEX0049337,chr11:70365941-70365967,27,"chr11:70365435,70365941-70365967,70372212+70372215",C3,LS,0,"SOK,SOK,0=0=299,Bn,C3@0.00,299.00",2.07,"SOK,SOK,0=4=170,Bn,C3@3.60,170.40",24.99,"SOK,SOK,23=23=122,OK,C2@41.98,126.02",4.34,"SOK,SOK,5=5=193,OK,C3@8.81,194.19",22.64,"SOK,SOK,20=22=127,OK,C2@38.26,130.74",0,"SOK,SOK,0=0=257,Bn,C3@0.00,257.00",1.25,"SOK,SOK,1=3=281,B1,C3@3.56,281.44",38.55,"SOK,SOK,52=69=172,OK,C1@112.95,180.05",9.26,"SOK,SOK,12=15=234,OK,C3@24.17,236.83"
EPRS,HsaEX0022845,chr1:220018126-220018146,21,"chr1:220018449,220018126-220018146,220011056",S,LS,0,"SOK,SOK,0=0=1321,Bn,S@0.00,1321.00",1.09,"SOK,SOK,3=3=681,OK,S@7.49,679.51",36.92,"SOK,SOK,52=95=314,OK,S@170.20,290.80",6.2,"SOK,SOK,6=20=492,B1,S@32.12,485.88",24.19,"SOK,SOK,50=60=431,OK,S@130.87,410.13",0,"SOK,SOK,0=0=689,Bn,S@0.00,689.00",1.95,"SOK,SOK,6=5=691,OK,S@13.69,688.31",16.96,"SOK,SOK,45=45=551,OK,S@108.71,532.29",8.35,"SOK,SOK,18=25=590,OK,S@52.86,580.14"
PTPRF,HsaEX0051130,chr1:43575910-43575927,18,"chr1:43569778,43575910-43575927,43578810",S,LS,0,"SOK,SOK,0=0=338,Bn,S@0.00,338.00",0,"SOK,SOK,0=0=230,Bn,S@0.00,230.00",7.16,"SOK,SOK,4=4=165,OK,S@12.39,160.61",0,"SOK,SOK,0=0=279,Bn,S@0.00,279.00",1.38,"SOK,SOK,2=0=228,Bn,S@3.17,226.83",0,"SOK,SOK,0=0=250,Bn,S@0.00,250.00",0,"SOK,SOK,0=0=283,Bn,S@0.00,283.00",11.84,"SOK,SOK,7=6=154,OK,S@19.77,147.23",1.54,"SOK,SOK,1=2=305,OK,S@4.74,303.26"
SH3GLB2,HsaEX0058030,chr9:129013008-129013019,12,"chr9:129014399+129014411,129013008-129013019,129012298+129012336",C1,LS,0,"SOK,SOK,0=0=530,Bn,S@0.00,530.00",0,"SOK,SOK,0=0=429,Bn,C1@0.00,429.00",39.45,"SOK,SOK,29=19=170,OK,C2@86.00,132.00",10.17,"SOK,SOK,6=7=368,OK,C1@38.75,342.25",31.68,"SOK,SOK,27=20=250,OK,C2@94.09,202.91",0,"SOK,SOK,0=0=360,Bn,S@0.00,360.00",1.07,"SOK,SOK,0=1=319,Bn,S@3.42,316.58",34.27,"SOK,SOK,18=12=158,OK,C2@64.43,123.57",3.19,"SOK,SOK,3=0=295,B3,C1@9.51,288.49"
TRAPPC8,HsaEX1041860,chr18:31891699-31891719,21,"chr18:31897786,31891699-31891719,31890866",S,LS,1.47,"SOK,SOK,2=0=168,Bn,S@2.50,167.50",2.46,"SOK,SOK,0=2=99,Bn,S@2.48,98.52",91.43,"SOK,SOK,42=69=13,OK,S@113.37,10.63",25.33,"OK,SOK,6=13=70,B1,S@22.54,66.46",85.59,"SOK,SOK,47=48=20,OK,S@98.43,16.57",0,"SOK,SOK,0=0=134,Bn,S@0.00,134.00",3.39,"SOK,SOK,1=2=107,OK,S@3.73,106.27",90.24,"OK,SOK,27=47=10,OK,S@75.80,8.20",43.67,"SOK,SOK,20=29=79,OK,S@55.90,72.10"
FMNL2,HsaEX0026036,chr2:152622537-152622557,21,"chr2:152619718,152622537-152622557,152625438",S,LS,0,"SOK,SOK,0=0=133,Bn,S@0.00,133.00",0,"OK,OK,0=0=98,Bn,S@0.00,98.00",8.35,"SOK,SOK,3=4=96,OK,S@8.60,94.40",0,"OK,OK,0=0=74,Bn,S@0.00,74.00",6.49,"OK,SOK,0=5=90,Bl,S@6.17,88.83",0,"OK,OK,0=0=40,Bn,S@0.00,40.00",2.59,"OK,OK,1=0=47,Bn,S@1.24,46.76",19.31,"OK,OK,3=6=47,OK,S@10.81,45.19",6.02,"OK,OK,2=0=39,Bn,S@2.47,38.53"
ZYX,HsaEX0074666,chr7:143387762-143387787,26,"chr7:143383322,143387762-143387787,143388219",S,NonResponding,0,"SOK,SOK,0=0=851,Bn,S@0.00,851.00",0,"SOK,SOK,0=0=572,Bn,S@0.00,572.00",1.3,"SOK,SOK,0=7=516,Bl,S@6.80,516.20",0,"SOK,SOK,0=0=582,Bn,S@0.00,582.00",0.35,"SOK,SOK,1=1=534,OK,S@1.88,534.12",0,"SOK,SOK,0=0=1189,Bn,S@0.00,1189.00",0,"SOK,SOK,0=0=1216,Bn,S@0.00,1216.00",0.26,"SOK,SOK,3=1=1454,B1,S@3.79,1454.21",0,"SOK,SOK,0=0=1180,Bn,S@0.00,1180.00"
PRPF18,HsaEX0050346,chr10:13597645-13597671,27,"chr10:13597535,13597645-13597671,13600244",S,NonResponding,0,"SOK,SOK,0=0=292,Bn,S@0.00,292.00",0,"SOK,SOK,0=0=160,Bn,S@0.00,160.00",0,"SOK,SOK,0=0=165,Bn,S@0.00,165.00",0,"SOK,SOK,0=0=132,Bn,S@0.00,132.00",0,"SOK,SOK,0=0=154,Bn,S@0.00,154.00",0,"SOK,SOK,0=0=101,Bn,S@0.00,101.00",0,"OK,OK,0=0=96,Bn,S@0.00,96.00",0.92,"OK,OK,0=1=94,Bn,S@0.87,94.13",0,"SOK,SOK,0=0=102,Bn,S@0.00,102.00"
TTC7B,HsaEX1042400,chr14:90729435-90729458,24,"chr14:90730075,90729435-90729458,90695578",C1,NonResponding,0,"SOK,SOK,0=0=313,Bn,S@0.00,313.00",0,"SOK,SOK,0=0=229,Bn,S@0.00,229.00",0,"SOK,SOK,0=0=176,Bn,S@0.00,176.00",0,"SOK,SOK,0=0=177,Bn,S@0.00,177.00",0,"SOK,SOK,0=0=194,Bn,C1@0.00,194.00",0,"OK,OK,0=0=61,Bn,C1@0.00,61.00",0,"OK,OK,0=0=69,Bn,C1@0.00,69.00",0,"OK,OK,0=0=69,Bn,C1@0.00,69.00",0,"OK,OK,0=0=82,Bn,C1@0.00,82.00"
UNC13B,HsaEX0069337,chr9:35364545-35364567,23,"chr9:35313989,35364545-35364567,35366947",S,NonResponding,0,"SOK,SOK,0=0=186,Bn,S@0.00,186.00",0,"SOK,SOK,0=0=124,Bn,S@0.00,124.00",0,"SOK,SOK,0=0=105,Bn,S@0.00,105.00",0,"SOK,SOK,0=0=105,Bn,S@0.00,105.00",0,"SOK,SOK,0=0=109,Bn,S@0.00,109.00",0,"SOK,SOK,0=0=178,Bn,S@0.00,178.00",0,"SOK,SOK,0=0=122,Bn,S@0.00,122.00",0,"OK,OK,0=0=81,Bn,S@0.00,81.00",0.94,"SOK,SOK,1=0=115,Bn,S@1.09,114.91"
INPP5F,HsaEX0031797,chr10:119819520-119819539,20,"chr10:119818744+119819061+119819183,119819520-119819539,119820846",C1,NonResponding,0,"OK,OK,0=0=99,Bn,C3@0.00,99.00",0,"OK,OK,0=0=55,Bn,C3@0.00,55.00",0,"OK,OK,0=0=57,Bn,C3@0.00,57.00",0,"OK,OK,0=0=52,Bn,C3@0.00,52.00",0,"OK,OK,0=0=49,Bn,C3@0.00,49.00",0,"OK,OK,0=0=20,Bn,C3@0.00,20.00",0,"LOW,LOW,0=0=17,Bn,C3@0.00,17.00",0,"VLOW,VLOW,0=0=11,Bn,C3@0.00,11.00",0,"LOW,LOW,0=0=16,Bn,C3@0.00,16.00"
OFD1,HsaEX1026556,chrX:13755779-13755797,19,"chrX:13755242,13755779-13755797,13756578",S,LS,0,"SOK,SOK,0=0=136,Bn,S@0.00,136.00",0,"SOK,SOK,0=0=133,Bn,S@0.00,133.00",25.72,"SOK,SOK,15=14=85,OK,S@29.32,84.68",4.29,"SOK,SOK,2=3=117,B1,S@5.23,116.77",14.75,"SOK,SOK,7=9=96,OK,S@16.52,95.48",0,"SOK,SOK,0=0=114,Bn,S@0.00,114.00",0,"SOK,SOK,0=0=106,Bn,S@0.00,106.00",15.48,"OK,SOK,6=7=75,OK,S@13.62,74.38",1.12,"SOK,SOK,0=1=106,Bn,S@1.20,105.80"
FAM168A,HsaEX0024131,chr11:73425022-73425048,27,"chr11:73430690,73425022-73425048,73419999",C1,NonResponding,7.61,"OK,OK,5=4=69,OK,C1@5.94,72.06",4.78,"OK,OK,3=1=45,OK,C2@2.34,46.66",1.46,"OK,OK,1=0=32,Bn,C2@0.48,32.52",3.44,"OK,OK,1=2=60,B1,C2@2.17,60.83",6.62,"OK,OK,1=3=42,B2,C2@3.05,42.95",4.37,"OK,OK,1=2=47,B1,C2@2.19,47.82",2.32,"OK,OK,2=0=40,Bn,C2@0.97,41.03",0,"OK,OK,0=0=36,Bn,C2@0.00,36.00",1.34,"OK,OK,1=0=35,Bn,C2@0.48,35.52"
INTS13,HsaEX0009119,chr12:26924051-26924074,24,"chr12:26924355,26924051-26924074,26922700",S,LS,0,"SOK,SOK,0=0=230,Bn,S@0.00,230.00",0,"SOK,SOK,0=0=149,Bn,S@0.00,149.00",56.51,"SOK,SOK,51=50=80,OK,S@102.28,78.72",6,"SOK,SOK,6=2=129,B1,S@8.22,128.78",35.14,"SOK,SOK,38=22=114,OK,S@61.14,112.86",0,"SOK,SOK,0=0=218,Bn,S@0.00,218.00",0,"SOK,SOK,0=0=191,Bn,S@0.00,191.00",13.19,"SOK,SOK,17=19=244,OK,S@36.93,243.07",3.43,"SOK,SOK,4=4=232,OK,S@8.23,231.77"
AP1B1,HsaEX0004866,chr22:29339754-29339774,21,"chr22:29340656,29339754-29339774,29339133",S,NonResponding,0.77,"SOK,SOK,2=2=556,OK,S@4.31,555.69",1.11,"SOK,SOK,1=3=377,B1,S@4.23,376.77",1.77,"SOK,SOK,5=1=366,B2,S@6.58,365.42",0.55,"SOK,SOK,0=2=374,Bn,S@2.07,373.93",2.09,"SOK,SOK,3=5=399,OK,S@8.51,398.49",0,"SOK,SOK,0=0=275,Bn,S@0.00,275.00",0.72,"SOK,SOK,2=0=309,Bn,S@2.24,308.76",1.61,"SOK,SOK,4=1=337,B1,S@5.51,336.49",1.97,"SOK,SOK,3=2=270,OK,S@5.42,269.58"
TPD52L2,HsaEX0066667,chr20:63886016-63886042,27,"chr20:63882820,63886016-63886042,63887564",C3,LS,0.19,"SOK,SOK,1=1=770,OK,C3@1.47,770.53",1.49,"SOK,SOK,7=1=399,B2,C3@6.06,400.94",75.17,"SOK,SOK,215=188=112,OK,C1@387.13,127.87",21.31,"SOK,SOK,59=42=293,OK,C2@83.96,310.04",56.2,"SOK,SOK,172=128=193,OK,C1@277.07,215.93",0.1,"SOK,SOK,0=1=724,Bn,C3@0.72,724.27",3.02,"SOK,SOK,20=9=723,B1,C3@22.71,729.29",60.91,"SOK,SOK,398=302=381,OK,C1@658.44,422.56",27.29,"SOK,SOK,159=128=631,OK,C2@250.52,667.48"
TMEM245,HsaEX0011689,chr9:109085997-109086020,24,"chr9:109087173,109085997-109086020,109080943",C1,NonResponding,0,"SOK,SOK,0=0=140,Bn,S@0.00,140.00",0,"OK,OK,0=0=95,Bn,S@0.00,95.00",2.99,"OK,OK,1=1=67,OK,S@2.06,66.94",0,"OK,OK,0=0=86,Bn,S@0.00,86.00",0,"OK,OK,0=0=64,Bn,S@0.00,64.00",0,"OK,OK,0=0=76,Bn,S@0.00,76.00",0,"OK,OK,0=0=83,Bn,S@0.00,83.00",1.25,"OK,OK,1=0=79,Bn,S@1.00,79.00",0,"OK,OK,0=0=90,Bn,S@0.00,90.00"
CHPT1,HsaEX0015276,chr12:101719490-101719516,27,"chr12:101717394,101719490-101719516,101720123",C3,LS,0,"SOK,SOK,0=0=544,Bn,C3@0.00,544.00",0.86,"SOK,SOK,1=2=315,B1,C3@2.73,315.27",59,"OK,OK,15=17=20,OK,C3@30.68,21.32",11.69,"SOK,SOK,6=15=144,B1,C3@19.29,145.71",51.82,"OK,OK,16=21=31,OK,C3@35.24,32.76",0,"SOK,SOK,0=0=290,Bn,C3@0.00,290.00",2.52,"SOK,SOK,3=1=137,B1,C3@3.55,137.45",56.32,"LOW,OK,12=11=16,OK,C3@21.96,17.04",24.88,"OK,OK,10=11=57,OK,C3@19.41,58.59"
EIF4G1,HsaEX1012909,chr3:184316713-184316733,21,"chr3:184316218,184316713-184316733,184317321",C1,LS,0.32,"SOK,SOK,0=3=807,Bn,C1@2.59,807.41",0.97,"SOK,SOK,0=7=509,B3,S@5.01,510.99",50.87,"SOK,SOK,5=327=226,B2,S@283.85,274.15",5.94,"SOK,SOK,2=53=592,B2,S@38.43,608.57",32.92,"SOK,SOK,3=270=389,B2,S@217.93,444.07",0,"SOK,SOK,0=0=515,Bn,S@0.00,515.00",4.64,"SOK,SOK,0=34=488,B3,S@24.22,497.78",47.22,"SOK,SOK,7=316=248,B2,C1@269.63,301.37",19.31,"SOK,SOK,2=150=440,B2,S@114.32,477.68"
KIF1A,HsaEX0034463,chr2:240728389-240728412,24,"chr2:240734719,240728389-240728412,240726940",C3,LS,0.2,"SOK,SOK,0=1=271,Bn,C3@0.54,271.46",0,"SOK,SOK,0=0=213,Bn,C3@0.00,213.00",4.68,"SOK,SOK,5=5=152,OK,C3@7.58,154.42",1.18,"SOK,SOK,1=3=218,OK,C3@2.62,219.38",1.21,"SOK,SOK,2=0=159,Bn,C3@1.95,159.05",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0"
ARHGEF11,HsaEX0005602,chr1:156986499-156986513,15,"chr1:156987710,156986499-156986513,156986173",C3,LS,0,"SOK,SOK,0=0=112,Bn,C3@0.00,112.00",0.64,"OK,OK,0=1=67,Bn,C3@0.44,67.56",54.83,"OK,SOK,19=16=35,B2,C3@38.38,31.62",14.1,"OK,SOK,5=6=73,B1,C3@11.84,72.16",48.67,"OK,SOK,19=12=43,B2,C3@36.02,37.98",0,"OK,OK,0=0=37,Bn,C3@0.00,37.00",0,"OK,OK,0=0=42,Bn,C3@0.00,42.00",72.44,"VLOW,LOW,16=9=13,B2,C3@27.53,10.47",28.53,"OK,OK,5=7=31,B1,C3@12.27,30.73"
DTNA,HsaEX0021082,chr18:34866111-34866131,21,"chr18:34864062,34866111-34866131,34875239",S,NonResponding,10.94,"OK,SOK,8=1=89,B2,S@10.72,87.28",6.55,"OK,OK,3=0=52,Bn,S@3.60,51.40",6.92,"OK,OK,3=0=49,Bn,S@3.60,48.40",4.02,"OK,OK,2=0=58,Bn,S@2.41,57.59",5.35,"OK,OK,2=0=43,Bn,S@2.41,42.59",40.96,"N,N,4=0=7,Bl,S@4.51,6.49",0,"N,N,0=0=4,Bn,S@0.00,4.00",19.54,"N,N,1=0=5,Bn,S@1.17,4.83",16.83,"N,N,1=0=6,Bn,S@1.18,5.82"
FHOD1,HsaEX0025769,chr16:67236411-67236434,24,"chr16:67236557,67236411-67236434,67236069",C3,NonResponding,0.92,"SOK,SOK,0=1=111,Bn,C3@1.03,110.97",6.85,"SOK,SOK,6=1=98,B2,C3@7.19,97.81",6.47,"SOK,SOK,5=3=119,OK,C3@8.22,118.78",9.78,"SOK,SOK,4=6=95,OK,C3@10.27,94.73",10.53,"SOK,SOK,9=3=105,B1,C3@12.32,104.68",5.71,"OK,OK,1=3=68,B1,C3@4.11,67.89",1.41,"OK,OK,0=1=72,Bn,C3@1.03,71.97",5.77,"OK,OK,4=1=84,B1,C3@5.14,83.86",4.57,"OK,OK,2=2=86,OK,C3@4.11,85.89"
KIF21A,HsaEX0034505,chr12:39330242-39330262,21,"chr12:39330746,39330242-39330262,39326324",S,Others,14.52,"SOK,SOK,12=8=148,OK,S@24.39,143.61",24.05,"SOK,SOK,18=3=80,B2,S@24.29,76.71",71.13,"SOK,SOK,47=26=37,OK,S@78.24,31.76",29.16,"OK,SOK,15=9=73,OK,S@28.29,68.71",60.71,"SOK,SOK,45=21=53,OK,S@72.24,46.76",23.54,"SOK,SOK,24=11=141,OK,S@41.43,134.57",31.7,"SOK,SOK,23=11=91,OK,S@39.62,85.38",59.29,"SOK,SOK,48=33=70,OK,S@89.53,61.47",53.22,"SOK,SOK,46=16=67,B1,S@68.65,60.35"
MINK1,HsaEX0039306,chr17:4893286-4893309,24,"chr17:4893067,4893286-4893309,4893434",S,Others,2.79,"SOK,SOK,2=1=110,OK,S@3.15,109.85",8.71,"OK,SOK,4=4=89,OK,S@8.45,88.55",79.78,"SOK,SOK,38=58=26,OK,S@97.33,24.67",25.59,"SOK,SOK,10=17=84,OK,S@28.40,82.60",62.62,"SOK,SOK,29=60=57,B1,S@91.43,54.57",0,"OK,OK,0=0=82,Bn,S@0.00,82.00",5.91,"OK,OK,1=4=86,B1,S@5.38,85.62",53.99,"OK,SOK,9=28=34,B1,S@38.33,32.67",17.05,"OK,SOK,8=6=72,OK,S@14.66,71.34"
CASK,HsaEX0012542,chrX:41522999-41523025,27,"chrX:41523951,41522999-41523025,41520596",S,LS,0,"SOK,SOK,0=0=423,Bn,S@0.00,423.00",0.5,"SOK,SOK,0=2=210,Bn,S@1.06,210.94",81.35,"SOK,SOK,99=170=40,OK,S@251.37,57.63",13.54,"SOK,SOK,20=24=190,OK,S@31.68,202.32",66.38,"SOK,SOK,98=122=75,OK,S@195.82,99.18",0,"OK,OK,0=0=77,Bn,S@0.00,77.00",0,"OK,OK,0=0=77,Bn,S@0.00,77.00",12.62,"SOK,SOK,7=13=89,OK,S@13.76,95.24",0.64,"OK,OK,0=1=83,Bn,S@0.54,83.46"
CEP78,HsaEX1008364,chr9:78250246-78250263,18,"chr9:78248873,78250246-78250263,78251905",C3,LS,0,"SOK,SOK,0=0=261,Bn,C3@0.00,261.00",0,"SOK,SOK,0=0=138,Bn,C3@0.00,138.00",76.78,"SOK,SOK,55=44=15,OK,C2@87.53,26.47",12.45,"SOK,SOK,11=18=103,OK,C3@16.43,115.57",57.7,"OK,OK,39=32=26,OK,C2@55.97,41.03",0,"SOK,SOK,0=0=118,Bn,C3@0.00,118.00",3.08,"SOK,SOK,5=1=94,B1,C3@3.08,96.92",61.18,"SOK,SOK,49=45=30,OK,C3@75.86,48.14",23.1,"SOK,SOK,23=27=84,OK,C3@30.95,103.05"
TCF7L2,HsaEX0064198,chr10:113161579-113161603,25,"chr10:113159992,113161579-113161603,113165555",C3,LS,0,"OK,OK,0=0=71,Bn,C3@0.00,71.00",1.74,"OK,OK,0=1=56,Bn,C3@0.99,56.01",65.24,"OK,SOK,20=22=22,OK,C2@41.75,22.25",16.74,"OK,OK,8=3=52,B1,C3@10.55,52.45",50.06,"OK,OK,13=18=30,OK,C3@30.54,30.46",0,"OK,OK,0=0=28,Bn,C3@0.00,28.00",5.82,"OK,OK,2=1=47,OK,C3@2.91,47.09",72.31,"VLOW,OK,10=14=9,OK,C2@23.86,9.14",43.63,"OK,OK,9=10=24,OK,C3@18.76,24.24"
PTPRD,HsaEX0051111,chr9:8523513-8523524,12,"chr9:8524925,8523513-8523524,8521546",C1,NonResponding,0,"OK,OK,0=0=69,Bn,S@0.00,69.00",0,"OK,OK,0=0=23,Bn,S@0.00,23.00",0,"OK,OK,0=0=34,Bn,S@0.00,34.00",0,"OK,OK,0=0=28,Bn,S@0.00,28.00",0,"OK,OK,0=0=29,Bn,S@0.00,29.00",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0",,"N,N,0=0=0,Bn,S@0,0"
NBEAL2,HsaEX0041847,chr3:47003438-47003457,20,"chr3:47003309,47003438-47003457,47003816",S,LS,10.62,"OK,OK,0=3=33,Bn,S@3.82,32.18",8.27,"OK,OK,0=4=58,Bl,S@5.13,56.87",19.89,"OK,OK,2=6=43,B1,S@10.14,40.86",5.53,"OK,OK,0=3=67,Bn,S@3.87,66.13",11.06,"OK,OK,1=5=64,B1,S@7.74,62.26",1.76,"OK,OK,1=0=79,Bn,S@1.41,78.59",0,"OK,OK,0=0=76,Bn,S@0.00,76.00",15.18,"OK,OK,2=4=45,OK,S@7.74,43.26",0,"OK,OK,0=0=59,Bn,S@0.00,59.00"
CLASP2,HsaEX0015498,chr3:33574473-33574496,24,"chr3:33576169,33574473-33574496,33573354",S,HS,0,"SOK,SOK,0=0=217,Bn,S@0.00,217.00",3.69,"SOK,SOK,3=1=103,B1,S@3.95,103.05",90.44,"SOK,SOK,54=59=12,OK,S@113.05,11.95",38.04,"SOK,SOK,23=23=75,OK,S@46.03,74.97",89.17,"SOK,SOK,71=45=14,OK,S@115.92,14.08",0,"SOK,SOK,0=0=134,Bn,S@0.00,134.00",6.52,"SOK,SOK,5=3=114,OK,S@7.95,114.05",96.51,"SOK,SOK,70=68=5,OK,S@138.01,4.99",68.98,"SOK,SOK,53=45=44,OK,S@97.95,44.05"
CKAP5,HsaEX0015457,chr11:46760352-46760375,24,"chr11:46760612,46760352-46760375,46759442",S,LS,0,"SOK,SOK,0=0=1071,Bn,S@0.00,1071.00",3.25,"SOK,SOK,11=8=608,OK,S@20.38,606.62",89.31,"SOK,SOK,211=251=59,OK,S@465.31,55.69",24.44,"SOK,SOK,56=68=409,OK,S@130.27,402.73",81.6,"SOK,SOK,178=217=95,OK,S@399.84,90.16",0.11,"SOK,SOK,0=1=949,Bn,S@1.05,948.96",5.93,"SOK,SOK,20=26=777,OK,S@48.80,774.20",95.56,"SOK,SOK,297=390=34,OK,S@688.99,32.01",54.42,"SOK,SOK,226=235=413,OK,S@475.63,398.37"
AGRN,HsaEX0003154,chr1:1051032-1051043,12,"chr1:1050837,1051032-1051043,1051253",S,LS,0.88,"SOK,SOK,3=0=168,Bn,S@1.50,169.50",11.98,"SOK,SOK,8=1=158,B1,S@20.01,146.99",19.75,"SOK,SOK,21=2=185,B1,S@41.08,166.92",3.24,"SOK,SOK,13=0=195,Bl,S@6.74,201.26",24.7,"SOK,SOK,17=3=186,B2,S@50.88,155.12",0.26,"SOK,SOK,1=0=192,Bn,S@0.50,192.50",0,"SOK,SOK,0=0=138,Bn,S@0.00,138.00",1.64,"SOK,SOK,4=0=120,Bn,S@2.03,121.97",0,"SOK,SOK,0=0=180,Bn,S@0.00,180.00"
TRRAP,HsaEX0067471,chr7:98945930-98945950,21,"chr7:98945800,98945930-98945950,98948221",C3,LS,0,"SOK,SOK,0=0=163,Bn,C3@0.00,163.00",0.58,"OK,OK,0=1=88,Bn,C3@0.52,88.48",66.73,"OK,SOK,24=20=21,B1,C2@43.37,21.63",12.86,"SOK,SOK,7=7=88,B1,C3@13.12,88.88",38.58,"OK,OK,10=18=36,OK,C2@24.69,39.31",0,"OK,OK,0=0=65,Bn,C3@0.00,65.00",4.43,"OK,OK,2=1=69,B2,C3@3.19,68.81",65.81,"VLOW,OK,7=20=10,OK,C1@24.35,12.65",27.87,"OK,OK,12=10=55,B1,C3@21.46,55.54"
PDLIM7,HsaEX0046423,chr5:177491404-177491420,17,"chr5:177491807,177491404-177491420,177491146",S,NonResponding,0,"OK,OK,0=0=75,Bn,S@0.00,75.00",4.71,"OK,OK,2=1=86,OK,S@4.19,84.81",4.58,"OK,OK,2=1=88,OK,S@4.17,86.83",2.41,"SOK,SOK,2=0=100,Bn,S@2.46,99.54",4.13,"OK,OK,3=0=87,Bn,S@3.72,86.28",8.9,"SOK,SOK,11=8=281,OK,S@26.70,273.30",9.58,"SOK,SOK,12=6=240,OK,S@24.72,233.28",3.81,"SOK,SOK,10=0=310,B3,S@12.19,307.81",4.73,"SOK,SOK,7=4=314,OK,S@15.37,309.63"
MRPL42,HsaEX0040137,chr12:93470486-93470505,20,"chr12:93469355,93470486-93470505,93473282",C3,NonResponding,0.27,"SOK,SOK,6=1=1258,B2,C3@3.42,1261.58",0.4,"SOK,SOK,5=1=714,B1,C3@2.88,717.12",0.4,"SOK,SOK,2=3=657,OK,C3@2.65,659.35",0.44,"SOK,SOK,4=2=657,OK,C3@2.92,660.08",0.27,"SOK,SOK,4=0=705,Bn,C3@1.91,707.09",1.12,"SOK,SOK,8=1=378,B2,C3@4.33,382.67",1.15,"SOK,SOK,5=3=335,OK,C3@3.94,339.06",1.24,"SOK,SOK,10=1=416,B2,C3@5.29,421.71",1.48,"SOK,SOK,7=4=358,OK,C3@5.46,363.54"
