"GeneID","geneSymbol","n_selection_events","event_types","size_categories","event_coords","mean_dPSI"
"ENSMUSG00000045983","Eif4g1",1,"SE","Microexon (0-30bp)","chr16:20493535-20493556",0.166
"ENSMUSG00000046311","Zfp62",1,"SE","Regular (>50bp)","chr11:49094822-49094995",0.285
"ENSMUSG00000046613","Vwa5b2",1,"SE","Regular (>50bp)","chr16:20409219-20409281",-0.117
"ENSMUSG00000046774","8030474K03Rik",1,"A5SS","Regular (>50bp)","chrX:100841707-100841771",-0.198
"ENSMUSG00000046798","Cldn12",1,"SE","Regular (>50bp)","chr5:5564231-5564376",0.112
"ENSMUSG00000047030","Spata2",1,"SE","Regular (>50bp)","chr2:167331088-167331288",-0.36
"ENSMUSG00000047036","Zfp445",1,"A5SS","Regular (>50bp)","chr9:122686131-122686226",-0.102
"ENSMUSG00000047045","Tmem164",1,"SE","Regular (>50bp)","chrX:141465286-141465945",0.137
"ENSMUSG00000047248","C2cd3",1,"SE","Regular (>50bp)","chr7:100029232-100029332",0.104
"ENSMUSG00000047617","Paxx",1,"RI","Regular (>50bp)","chr2:25350456-25350727",-0.138
"ENSMUSG00000048000","Gigyf2",1,"SE","Regular (>50bp)","chr1:87301718-87301833",0.202
"ENSMUSG00000048440","Cyp4f16",1,"SE","Regular (>50bp)","chr17:32766439-32766491",-0.108
"ENSMUSG00000048497","Mmgt2",1,"SE","Regular (>50bp)","chr11:62540272-62540374",0.124
"ENSMUSG00000048502","Duxbl1",1,"SE","Regular (>50bp)","chr14:25980743-25980945",-0.284
"ENSMUSG00000048899","Rimkla",1,"SE","Regular (>50bp)","chr4:119338188-119338249",0.227
"ENSMUSG00000048997","Atxn7l2",1,"RI","Regular (>50bp)","chr3:108113541-108114425",-0.11
"ENSMUSG00000049411","Tmem241",1,"MXE","Regular (>50bp)","chr18:12126620-12126685",0.234
"ENSMUSG00000049439","Cyp20a1",1,"MXE","Regular (>50bp)","chr1:60421562-60421627",0.133
"ENSMUSG00000049550","Clip1",1,"SE","Regular (>50bp)","chr5:123773236-123773341",0.128
"ENSMUSG00000049606","Zfp644",1,"RI","Regular (>50bp)","chr5:106783475-106786501",-0.149
"ENSMUSG00000049676","Catsperg1",1,"A3SS","Regular (>50bp)","chr7:28897537-28897833",0.112
"ENSMUSG00000049807","Arhgap23",1,"SE","Microexon (0-30bp)","chr11:97382469-97382492",0.228
"ENSMUSG00000049811","Fam161a",1,"SE","Regular (>50bp)","chr11:22971493-22971661",0.129
"ENSMUSG00000050106","Tmc8",1,"A3SS","Regular (>50bp)","chr11:117674935-117675021",0.102
"ENSMUSG00000050270","Tmem220",1,"MXE","Microexon (0-30bp)","chr11:66916734-66916764",-0.111
"ENSMUSG00000050357","Carmil2",1,"SE","Regular (>50bp)","chr8:106424192-106424273",-0.121
"ENSMUSG00000050549","Fam241a",1,"SE","Small (30-50bp)","chr3:127681603-127681634",0.154
"ENSMUSG00000050944","Efcab5",1,"SE","Regular (>50bp)","chr11:77063130-77063287",0.541
"ENSMUSG00000050994","Adgb",1,"SE","Regular (>50bp)","chr10:10302342-10302477",-0.259
"ENSMUSG00000051285","Pcmtd1",1,"SE","Regular (>50bp)","chr1:7190417-7190839",-0.16
"ENSMUSG00000051343","Rab11fip5",1,"SE","Regular (>50bp)","chr6:85317324-85319343",0.117
"ENSMUSG00000051517","Arhgef39",1,"RI","Regular (>50bp)","chr4:43497086-43497710",-0.105
"ENSMUSG00000051527","Usp29",1,"SE","Regular (>50bp)","chr7:6740563-6740633",-0.2
"ENSMUSG00000051705","Senp8",1,"A3SS","Regular (>50bp)","chr9:59647222-59647334",-0.272
"ENSMUSG00000051984","Sec31b",1,"SE","Regular (>50bp)","chr19:44531704-44531828",0.165
"ENSMUSG00000052373","Mpp3",1,"A3SS","Regular (>50bp)","chr11:101914527-101915980",-0.232
"ENSMUSG00000052407","Ccdc171",1,"SE","Regular (>50bp)","chr4:83539061-83539200",0.201
"ENSMUSG00000052446","Zfp961",1,"SE","Regular (>50bp)","chr8:72719637-72719760",0.115
"ENSMUSG00000052707","Tnrc6a",1,"SE","Regular (>50bp)","chr7:122779471-122779618",-0.101
"ENSMUSG00000052712","BC004004",1,"SE","Regular (>50bp)","chr17:29501033-29501241",-0.189
"ENSMUSG00000052727","Map1b",1,"SE","Regular (>50bp)","chr13:99578141-99578282",-0.146
"ENSMUSG00000052760","A630001G21Rik",1,"A3SS","Regular (>50bp)","chr1:85650818-85651108",-0.126
"ENSMUSG00000052949","Rnf157",1,"SE","Small (30-50bp)","chr11:116231163-116231204",0.238
"ENSMUSG00000053158","Fes",1,"RI","Regular (>50bp)","chr7:80029956-80030640",-0.112
"ENSMUSG00000053714","4732471J01Rik",1,"A5SS","Regular (>50bp)","chr7:25096114-25096401",0.369
"ENSMUSG00000053841","Txlna",1,"RI","Regular (>50bp)","chr4:129525072-129525503",-0.123
"ENSMUSG00000054517","Trim65",1,"RI","Regular (>50bp)","chr11:116018263-116018757",-0.14
"ENSMUSG00000054640","Slc8a1",1,"SE","Regular (>50bp)","chr17:81752297-81752401",-0.193
"ENSMUSG00000054770","Kctd18",1,"A5SS","Regular (>50bp)","chr1:58004487-58004699",0.128
"ENSMUSG00000054894","Dmac2l",1,"SE","Regular (>50bp)","chr12:69772228-69772328",0.126
"ENSMUSG00000055681","Cope",1,"RI","Regular (>50bp)","chr8:70757283-70759301",-0.238
"ENSMUSG00000055720","Ubl7",1,"A3SS","Regular (>50bp)","chr9:57818992-57819108",0.462
"ENSMUSG00000055850","Rnf181",1,"A3SS","Regular (>50bp)","chr6:72337857-72337996",-0.178
"ENSMUSG00000055862","Izumo4",1,"RI","Regular (>50bp)","chr10:80539563-80539762",-0.109
"ENSMUSG00000056185","Snx32",1,"RI","Regular (>50bp)","chr19:5548207-5548534",-0.133
"ENSMUSG00000056268","Dennd1b",1,"SE","Small (30-50bp)","chr1:138950842-138950886",0.187
"ENSMUSG00000056938","Acbd4",1,"RI","Regular (>50bp)","chr11:102994351-102994998",-0.163
"ENSMUSG00000056941","Commd7",1,"RI","Regular (>50bp)","chr2:153460753-153463739",0.272
"ENSMUSG00000057110","Cntrl",1,"SE","Regular (>50bp)","chr2:35006683-35006814",0.138
"ENSMUSG00000057176","Ccdc189",1,"SE","Regular (>50bp)","chr7:127184316-127184433",0.158
"ENSMUSG00000057229","Dmac2",1,"SE","Regular (>50bp)","chr7:25320848-25320937",-0.203
"ENSMUSG00000057541","Pus7",1,"SE","Microexon (0-30bp)","chr5:23968331-23968349",0.11
"ENSMUSG00000057738","Sptan1",1,"SE","Regular (>50bp)","chr2:29891111-29891171",0.114
"ENSMUSG00000057836","Xlr3a",1,"RI","Regular (>50bp)","chrX:72134464-72136910",-0.218
"ENSMUSG00000057897","Camk2b",1,"SE","Regular (>50bp)","chr11:5926764-5926893",0.178
"ENSMUSG00000058486","Wdr91",1,"SE","Regular (>50bp)","chr6:34886611-34886762",-0.261
"ENSMUSG00000058690","Ccser2",1,"A5SS","Regular (>50bp)","chr14:36612250-36612383",0.127
"ENSMUSG00000058729","Lin9",1,"SE","Regular (>50bp)","chr1:180479426-180479531",-0.125
"ENSMUSG00000058886","Deaf1",1,"SE","Regular (>50bp)","chr7:140904354-140904529",-0.207
"ENSMUSG00000058966","Tlcd3b",1,"SE","Regular (>50bp)","chr7:126417465-126417565",-0.153
"ENSMUSG00000059022","Kcp",1,"A3SS","Regular (>50bp)","chr6:29502776-29502974",-0.2
"ENSMUSG00000059146","Ntrk3",1,"SE","Regular (>50bp)","chr7:77954039-77954174",0.143
"ENSMUSG00000059291","Rpl11",1,"SE","Small (30-50bp)","chr4:135775122-135775164",0.139
"ENSMUSG00000059383","Gfral",1,"SE","Regular (>50bp)","chr9:76104309-76104640",-0.195
"ENSMUSG00000059439","Bcas3",1,"SE","Small (30-50bp)","chr11:85434753-85434798",0.293
"ENSMUSG00000059475","Zfp426",1,"SE","Regular (>50bp)","chr9:20389428-20389575",0.126
"ENSMUSG00000059772","Slx1b",1,"SE","Regular (>50bp)","chr7:126291924-126291976",-0.111
"ENSMUSG00000059890","Ube4a",1,"MXE","Regular (>50bp)","chr9:44871276-44871425",-0.191
"ENSMUSG00000059939","9430015G10Rik",1,"RI","Regular (>50bp)","chr4:156208432-156208579",-0.111
"ENSMUSG00000060206","Zfp462",1,"A3SS","Regular (>50bp)","chr4:55016813-55017100",0.114
"ENSMUSG00000060227","Golm2",1,"SE","Regular (>50bp)","chr2:121756041-121756209",-0.133
"ENSMUSG00000060477","Irak2",1,"SE","Regular (>50bp)","chr6:113642663-113642807",-0.113
"ENSMUSG00000060510","Zfp266",1,"SE","Regular (>50bp)","chr9:20419314-20419481",0.254
"ENSMUSG00000061028","Clasrp",1,"RI","Regular (>50bp)","chr7:19318394-19318748",-0.22
"ENSMUSG00000061136","Prpf40a",1,"A3SS","Regular (>50bp)","chr2:53078459-53078552",0.101
"ENSMUSG00000061411","Nol4l",1,"A5SS","Regular (>50bp)","chr2:153262451-153262729",0.133
"ENSMUSG00000061462","Obscn",1,"SE","Regular (>50bp)","chr11:58952249-58952513",0.356
"ENSMUSG00000061533","Cep128",1,"SE","Regular (>50bp)","chr12:91222348-91222513",0.2
"ENSMUSG00000061882","Ccdc62",1,"SE","Regular (>50bp)","chr5:124074451-124074618",0.112
"ENSMUSG00000061887","Ssbp3",1,"SE","Regular (>50bp)","chr4:106884413-106884494",0.101
"ENSMUSG00000061911","Myt1l",1,"A5SS","Regular (>50bp)","chr12:29876864-29877836",-0.116
"ENSMUSG00000062007","Hsh2d",1,"MXE","Regular (>50bp)","chr8:72950639-72950729",-0.188
"ENSMUSG00000062044","Lmtk3",1,"RI","Regular (>50bp)","chr7:45435874-45436384",-0.152
"ENSMUSG00000062646","Ganc",1,"SE","Regular (>50bp)","chr2:120274618-120274720",-0.13
"ENSMUSG00000063179","Pstk",1,"SE","Regular (>50bp)","chr7:130975264-130975559",-0.194
"ENSMUSG00000063810","Alms1",1,"A5SS","Regular (>50bp)","chr6:85585967-85587514",-0.27
"ENSMUSG00000063849","Ppcdc",1,"A3SS","Regular (>50bp)","chr9:57322368-57322755",-0.133
"ENSMUSG00000063884","Ptcd3",1,"SE","Regular (>50bp)","chr6:71866577-71866670",-0.241
"ENSMUSG00000063894","Zkscan8",1,"SE","Regular (>50bp)","chr13:21706393-21706485",-0.165
"ENSMUSG00000063919","Srrm4",1,"SE","Microexon (0-30bp)","chr5:116592731-116592747",0.128
"ENSMUSG00000064030","Pym1",1,"SE","Regular (>50bp)","chr10:128586151-128586206",0.113
"ENSMUSG00000064179","Tnnt1",1,"SE","Small (30-50bp)","chr7:4516579-4516612",0.147
"ENSMUSG00000065954","Tacc1",1,"SE","Small (30-50bp)","chr8:25669286-25669322",0.109
"ENSMUSG00000066036","Ubr4",1,"SE","Small (30-50bp)","chr4:139159792-139159825",0.263
"ENSMUSG00000066392","Nrxn3",1,"SE","Microexon (0-30bp)","chr12:88817048-88817078",-0.277
"ENSMUSG00000066442","Mthfs",1,"SE","Regular (>50bp)","chr9:89096464-89096534",0.101
"ENSMUSG00000066551","Hmgb1",1,"SE","Small (30-50bp)","chr5:149118808-149118845",-0.178
"ENSMUSG00000066952","Myo1h",1,"A5SS","Regular (>50bp)","chr5:114494923-114495074",-0.359
"ENSMUSG00000067424","Zfp563",1,"SE","Regular (>50bp)","chr17:33321204-33321331",0.102
"ENSMUSG00000067931","Zfp948",1,"MXE","Regular (>50bp)","chr17:21789310-21789389",0.106
"ENSMUSG00000068036","Afdn",1,"SE","Small (30-50bp)","chr17:14111224-14111260",0.179
"ENSMUSG00000068114","Ccdc134",1,"RI","Regular (>50bp)","chr15:82015624-82018963",-0.103
"ENSMUSG00000068206","Pick1",1,"RI","Regular (>50bp)","chr15:79131464-79132496",-0.112
"ENSMUSG00000068328","Aup1",1,"RI","Regular (>50bp)","chr6:83032109-83032671",-0.104
"ENSMUSG00000068329","Htra2",1,"A5SS","Regular (>50bp)","chr6:83029981-83030051",-0.203
"ENSMUSG00000068699","Flnc",1,"SE","Regular (>50bp)","chr6:29452797-29452896",0.118
"ENSMUSG00000068921","Dap3",1,"SE","Regular (>50bp)","chr3:88840871-88840973",-0.144
"ENSMUSG00000069135","Cep43",1,"SE","Regular (>50bp)","chr17:8394350-8394410",-0.104
"ENSMUSG00000069539","Scyl2",1,"A3SS","Regular (>50bp)","chr10:89481323-89481419",0.109
"ENSMUSG00000070031","Sp140",1,"SE","Regular (>50bp)","chr1:85570923-85571067",-0.183
"ENSMUSG00000070564","Ntn5",1,"SE","Regular (>50bp)","chr7:45340470-45340659",-0.35
"ENSMUSG00000070871","Ccnyl1",1,"MXE","Regular (>50bp)","chr1:64747536-64747637",0.132
"ENSMUSG00000071176","Arhgef10",1,"SE","Regular (>50bp)","chr8:14992609-14992726",-0.118
"ENSMUSG00000071291","Zfp58",1,"SE","Microexon (0-30bp)","chr13:67644303-67644330",-0.104
"ENSMUSG00000071337","Tia1",1,"A5SS","Regular (>50bp)","chr6:86401943-86402185",-0.122
"ENSMUSG00000071454","Dtnb",1,"SE","Small (30-50bp)","chr12:3824569-3824610",-0.187
"ENSMUSG00000071653","1810009A15Rik",1,"RI","Regular (>50bp)","chr19:8866487-8867091",-0.229
"ENSMUSG00000072769","Gm10419",1,"A3SS","Regular (>50bp)","chr5:108515986-108516179",-0.289
"ENSMUSG00000074282","Zfp94",1,"SE","Small (30-50bp)","chr7:24010889-24010928",0.178
"ENSMUSG00000074305","Peak1",1,"SE","Regular (>50bp)","chr9:56281659-56281723",-0.137
"ENSMUSG00000074652","Myh7b",1,"SE","Regular (>50bp)","chr2:155459781-155459845",0.16
"ENSMUSG00000074818","Pdzd7",1,"SE","Regular (>50bp)","chr19:45018178-45018250",0.109
"ENSMUSG00000074887","EU599041",1,"SE","Regular (>50bp)","chr7:42870265-42870525",-0.139
"ENSMUSG00000075590","Nrbp2",1,"RI","Regular (>50bp)","chr15:75962094-75962391",-0.176
"ENSMUSG00000078495","Zfp984",1,"A3SS","Regular (>50bp)","chr4:147845677-147845782",-0.144
"ENSMUSG00000078498","Zfp988",1,"SE","Regular (>50bp)","chr4:147413438-147413565",0.29
"ENSMUSG00000078671","Chd2",1,"SE","Regular (>50bp)","chr7:73157553-73157661",-0.119
"ENSMUSG00000078716","Tmem8b",1,"SE","Regular (>50bp)","chr4:43681045-43681314",0.15
"ENSMUSG00000078773","Rad54b",1,"A3SS","Regular (>50bp)","chr4:11601550-11601758",-0.164
"ENSMUSG00000078784","Rbis",1,"RI","Regular (>50bp)","chr3:14671348-14672353",-0.157
"ENSMUSG00000078923","Ube2v1",1,"A5SS","Regular (>50bp)","chr2:167470988-167471208",0.119
"ENSMUSG00000078952","Lncenc1",1,"SE","Regular (>50bp)","chr13:97619456-97619540",0.195
"ENSMUSG00000079011","Gm11033",1,"SE","Regular (>50bp)","chr8:75560078-75560151",0.222
"ENSMUSG00000079036","Alkbh1",1,"A3SS","Regular (>50bp)","chr12:87478169-87478363",-0.119
"ENSMUSG00000079105","C7",1,"SE","Regular (>50bp)","chr15:5075126-5075265",-0.252
"ENSMUSG00000079109","Pms2",1,"A3SS","Regular (>50bp)","chr5:143848738-143848878",-0.103
"ENSMUSG00000079179","Rab10os",1,"RI","Regular (>50bp)","chr12:3285510-3287412",-0.191
"ENSMUSG00000079671","2610203C22Rik",1,"SE","Small (30-50bp)","chr1:9634047-9634096",0.117
"ENSMUSG00000084957","Bbip1",1,"RI","Regular (>50bp)","chr19:53920560-53922001",-0.143
"ENSMUSG00000085058","8030453O22Rik",1,"SE","Regular (>50bp)","chr6:39506382-39506456",0.231
"ENSMUSG00000085156","Snhg15",1,"A5SS","Regular (>50bp)","chr11:6477996-6478374",-0.112
"ENSMUSG00000085169","Gm10785",1,"SE","Regular (>50bp)","chr16:91505665-91505778",-0.242
"ENSMUSG00000085207","Gm11767",1,"A3SS","Regular (>50bp)","chr11:119826543-119827356",-0.119
"ENSMUSG00000085316","D330050G23Rik",1,"SE","Regular (>50bp)","chr2:116734522-116734703",0.263
"ENSMUSG00000085385","Snhg17",1,"RI","Regular (>50bp)","chr2:158199117-158201251",-0.113
"ENSMUSG00000085396","Firre",1,"SE","Regular (>50bp)","chrX:49697354-49697481",-0.547
"ENSMUSG00000085562","2610028E06Rik",1,"SE","Regular (>50bp)","chr4:125815665-125815761",-0.124
"ENSMUSG00000085614","1700123M08Rik",1,"SE","Regular (>50bp)","chr4:11976443-11977102",0.39
"ENSMUSG00000086324","Gm15564",1,"SE","Regular (>50bp)","chr16:35802094-35802165",0.429
"ENSMUSG00000087120","Gm12279",1,"A3SS","Regular (>50bp)","chr11:62440872-62441002",-0.295
"ENSMUSG00000087138","Gm15545",1,"SE","Regular (>50bp)","chr7:44640800-44640905",-0.113
"ENSMUSG00000087165","2010001A14Rik",1,"SE","Regular (>50bp)","chr11:57687137-57687223",0.105
"ENSMUSG00000087268","Gm14486",1,"SE","Regular (>50bp)","chr2:30549811-30549897",0.244
"ENSMUSG00000087385","Frg2f1",1,"A3SS","Regular (>50bp)","chr4:119390509-119390746",-0.16
"ENSMUSG00000087433","Gm14167",1,"RI","Regular (>50bp)","chr2:151383342-151384391",-0.264
"ENSMUSG00000087479","Gm16835",1,"SE","Regular (>50bp)","chr14:119343557-119343726",-0.382
"ENSMUSG00000087620","5330434G04Rik",1,"SE","Regular (>50bp)","chrX:104433475-104433549",0.124
"ENSMUSG00000089736","Tgfbr3l",1,"RI","Regular (>50bp)","chr8:4300466-4300921",-0.16
"ENSMUSG00000089798","1700028K03Rik",1,"MXE","Regular (>50bp)","chr5:107693553-107693722",-0.298
"ENSMUSG00000089862","Umad1",1,"SE","Regular (>50bp)","chr6:8401076-8401154",0.173
"ENSMUSG00000090077","Lime1",1,"A3SS","Regular (>50bp)","chr2:181023986-181024337",0.111
"ENSMUSG00000090086","AI480526",1,"A5SS","Regular (>50bp)","chr5:123277029-123278036",-0.206
"ENSMUSG00000090173","Fbxw10",1,"SE","Regular (>50bp)","chr11:62750665-62750866",0.187
"ENSMUSG00000090290","Tarbp1",1,"SE","Regular (>50bp)","chr8:127189921-127189974",0.107
"ENSMUSG00000090336","Cfap97d2",1,"SE","Regular (>50bp)","chr8:13788327-13788488",-0.164
"ENSMUSG00000090363","Gm3512",1,"SE","Regular (>50bp)","chr14:15299928-15300079",0.353
"ENSMUSG00000091474","2610021A01Rik",1,"SE","Regular (>50bp)","chr7:41251171-41251239",-0.186
"ENSMUSG00000091568","Gm8206",1,"SE","Regular (>50bp)","chr14:16433030-16433144",-0.572
"ENSMUSG00000091617","Gm3752",1,"SE","Regular (>50bp)","chr14:14982611-14982725",-0.117
"ENSMUSG00000091698","Gm6526",1,"SE","Regular (>50bp)","chr14:43986205-43986368",0.161
"ENSMUSG00000092335","Zfp977",1,"SE","Regular (>50bp)","chr7:42232329-42232456",0.123
"ENSMUSG00000093460","Six3os1",1,"RI","Regular (>50bp)","chr17:85923021-85925062",0.122
"ENSMUSG00000093979","Gm2237",1,"SE","Regular (>50bp)","chr14:19620388-19620523",0.173
"ENSMUSG00000096965","3300005D01Rik",1,"SE","Regular (>50bp)","chr17:5851473-5851616",-0.121
"ENSMUSG00000097207","6030443J06Rik",1,"A5SS","Regular (>50bp)","chr5:22758756-22758835",-0.149
"ENSMUSG00000097571","Jpx",1,"SE","Regular (>50bp)","chrX:102546465-102546798",-0.242
"ENSMUSG00000097587","4930578M01Rik",1,"SE","Regular (>50bp)","chr15:98885637-98885711",-0.128
"ENSMUSG00000097709","2810429I04Rik",1,"A5SS","Regular (>50bp)","chr13:3544480-3544721",-0.331
"ENSMUSG00000097729","2310015A10Rik",1,"A5SS","Regular (>50bp)","chr12:80171606-80171900",0.192
"ENSMUSG00000098098","Bvht",1,"A5SS","Regular (>50bp)","chr18:61777285-61777801",-0.172
"ENSMUSG00000098234","Snhg6",1,"A3SS","Regular (>50bp)","chr1:10012547-10012942",-0.233
"ENSMUSG00000098488","Pla2g4b",1,"RI","Regular (>50bp)","chr2:119867227-119867576",-0.198
"ENSMUSG00000098789","Jmjd7",1,"SE","Regular (>50bp)","chr2:119861982-119862132",-0.115
"ENSMUSG00000099481","Xndc1",1,"SE","Regular (>50bp)","chr7:101715666-101715836",-0.157
"ENSMUSG00000100009","Gm7967",1,"SE","Regular (>50bp)","chr1:98524972-98525118",0.119
"ENSMUSG00000100510","Hand2os1",1,"SE","Small (30-50bp)","chr8:57771440-57771482",0.308
"ENSMUSG00000100783","2310047D07Rik",1,"SE","Regular (>50bp)","chr5:149174048-149174237",-0.307
"ENSMUSG00000102976","Zc3h11a",1,"SE","Regular (>50bp)","chr1:133583082-133583136",-0.11
"ENSMUSG00000105068","Gm30835",1,"SE","Regular (>50bp)","chr5:7768000-7768090",0.158
"ENSMUSG00000106864","Gtf3c2",1,"SE","Regular (>50bp)","chr5:31330726-31330855",-0.124
"ENSMUSG00000106918","Mrpl33",1,"SE","Regular (>50bp)","chr5:31798948-31800384",0.159
"ENSMUSG00000107271","BC028471",1,"SE","Regular (>50bp)","chr5:149300133-149300256",-0.161
"ENSMUSG00000110206","Flt3l",1,"RI","Regular (>50bp)","chr7:44781651-44783450",-0.122
"ENSMUSG00000110605","Gm32856",1,"SE","Regular (>50bp)","chr8:129993965-129994180",-0.253
"ENSMUSG00000110652","Gm33023",1,"SE","Regular (>50bp)","chr8:105360139-105360350",-0.13
"ENSMUSG00000111058","Gm36033",1,"SE","Regular (>50bp)","chr9:63843924-63844093",-0.411
"ENSMUSG00000111447","Gm48249",1,"SE","Regular (>50bp)","chr10:20161515-20161640",0.357
"ENSMUSG00000113585","Gm19605",1,"SE","Regular (>50bp)","chr12:110444793-110445057",0.349
"ENSMUSG00000115367","Gm33301",1,"A3SS","Regular (>50bp)","chr15:40030708-40031472",0.127
"ENSMUSG00000117042","2700054A10Rik",1,"SE","Regular (>50bp)","chr17:13789019-13789145",0.143
"ENSMUSG00000117284","Gm7072",1,"MXE","Small (30-50bp)","chr17:22511388-22511436",0.141
"ENSMUSG00000117679","Apbb3",1,"RI","Regular (>50bp)","chr18:36809669-36810045",-0.156
"ENSMUSG00000118669","Arvcf",1,"SE","Microexon (0-30bp)","chr16:18219530-18219548",0.166
"ENSMUSG00000119994","A430046D13Rik",1,"A3SS","Regular (>50bp)","chr10:128337248-128337558",-0.132
"ENSMUSG00000120166","Zfp33b",1,"SE","Regular (>50bp)","chr5:104728722-104728783",0.213
"ENSMUSG00000121374","ENSMUSG00000121374",1,"SE","Regular (>50bp)","chr7:29656384-29656459",-0.171
"ENSMUSG00000121449","Pdxk-ps",1,"SE","Regular (>50bp)","chr17:32305003-32305082",-0.243
"ENSMUSG00000121492","6820431F20Rik",1,"A5SS","Regular (>50bp)","chr8:20163109-20163408",-0.102
"ENSMUSG00000121502","ENSMUSG00000121502",1,"SE","Regular (>50bp)","chr7:39120820-39120930",0.373
