"event_key","event_type","GeneID","geneSymbol","chr","strand","exon_start","exon_end","exon_length","size_category","dPSI","FDR"
"chr5:92553801:92553838:92552725:92557128:SE","SE","ENSMUSG00000034842","Art3","chr5","+",92553801,92553838,37,"Small (30-50bp)",-0.136,7.53265193187456e-06
"chr5:92553802:92553838:92552725:92557128:SE","SE","ENSMUSG00000034842","Art3","chr5","+",92553802,92553838,36,"Small (30-50bp)",-0.112,0.0444706993217716
"chr8:125455067:125455221:125455107:125455221:125451994:125452114:A3SS","A3SS","ENSMUSG00000031982","Arv1","chr8","+",125455067,125455221,154,"Regular (>50bp)",-0.112,0.00536552846756299
"chr16:18219530:18219548:18219003:18220316:SE","SE","ENSMUSG00000118669","Arvcf","chr16","+",18219530,18219548,18,"Microexon (0-30bp)",0.166,7.88857169241047e-11
"chr19:31969401:31969490:31964347:31981083:SE","SE","ENSMUSG00000024887","Asah2","chr19","-",31969401,31969490,89,"Regular (>50bp)",-0.214,5.9518981425696e-06
"chr19:31972741:31972801:31964347:31981083:SE","SE","ENSMUSG00000024887","Asah2","chr19","-",31972741,31972801,60,"Regular (>50bp)",-0.146,7.62967498533368e-05
"chr7:66327904:66327993:66310003:66328827:SE","SE","ENSMUSG00000030509","Asb7","chr7","-",66327904,66327993,89,"Regular (>50bp)",-0.118,0.00325416271559454
"chr4:9637658:9637703:9635969:9639197:SE","SE","ENSMUSG00000028207","Asph","chr4","-",9637658,9637703,45,"Small (30-50bp)",0.119,4.92559853045606e-10
"chr1:87713597:87714068:87713718:87713962:RI","RI","ENSMUSG00000026289","Atg16l1","chr1","+",87713597,87714068,471,"Regular (>50bp)",-0.111,0.00117305394043096
"chr7:100940921:100941206:100941085:100941206:100940693:100940799:A5SS","A5SS","ENSMUSG00000047767","Atg16l2","chr7","-",100940921,100941206,285,"Regular (>50bp)",-0.117,0.010970030806289
"chr7:100945714:100946215:100945780:100945963:RI","RI","ENSMUSG00000047767","Atg16l2","chr7","-",100945714,100946215,501,"Regular (>50bp)",-0.18,3.01052403882072e-06
"chr4:99116792:99116871:99112787:99146633:SE","SE","ENSMUSG00000028550","Atg4c","chr4","+",99116792,99116871,79,"Regular (>50bp)",0.143,0.0321221891972023
"chr6:114649751:114649804:114629512:114649934:SE","SE","ENSMUSG00000030314","Atg7","chr6","+",114649751,114649804,53,"Regular (>50bp)",0.246,0.00355749151789364
"chr9:74930866:74931028:74930866:74930935:74932932:74933129:A5SS","A5SS","ENSMUSG00000034858","Atosa","chr9","+",74930866,74931028,162,"Regular (>50bp)",-0.189,0.0158739276145406
"chr9:96222254:96222439:96217515:96227817:SE","SE","ENSMUSG00000032412","Atp1b3","chr9","-",96222254,96222439,185,"Regular (>50bp)",-0.144,0.0190141447503712
"chr9:105370741:105370753:105347346:105371613:SE","SE","ENSMUSG00000032570","Atp2c1","chr9","-",105370741,105370753,12,"Microexon (0-30bp)",0.168,5.43819269842008e-06
"chr16:84630707:84630762:84628395:84630881:SE","SE","ENSMUSG00000022890","Atp5j","chr16","-",84630707,84630762,55,"Regular (>50bp)",-0.108,0.00379255662986247
"chr6:29468965:29469225:29468166:29470065:SE","SE","ENSMUSG00000004285","Atp6v1f","chr6","+",29468965,29469225,260,"Regular (>50bp)",0.307,0.00184387134755415
"chr10:80357844:80357983:80357731:80360162:SE","SE","ENSMUSG00000003341","Atp8b3","chr10","-",80357844,80357983,139,"Regular (>50bp)",-0.173,0.0187672394803098
"chr7:126091615:126091780:126091387:126091929:SE","SE","ENSMUSG00000032637","Atxn2l","chr7","-",126091615,126091780,165,"Regular (>50bp)",-0.169,0.00962200021749424
"chr7:126091929:126092173:126091983:126092173:126091615:126091780:A5SS","A5SS","ENSMUSG00000032637","Atxn2l","chr7","-",126091929,126092173,244,"Regular (>50bp)",-0.149,3.7868058581163e-06
"chr7:126091929:126092173:126091983:126092173:126091620:126091657:A5SS","A5SS","ENSMUSG00000032637","Atxn2l","chr7","-",126091929,126092173,244,"Regular (>50bp)",-0.23,2.7329249974169e-13
"chr3:108113541:108114425:108113624:108114138:RI","RI","ENSMUSG00000048997","Atxn7l2","chr3","-",108113541,108114425,884,"Regular (>50bp)",-0.11,0.000125067421802873
"chr6:83032109:83032671:83032260:83032486:RI","RI","ENSMUSG00000068328","Aup1","chr6","+",83032109,83032671,562,"Regular (>50bp)",-0.104,2.05967243261067e-11
"chr5:131494869:131494965:131488994:131501096:SE","SE","ENSMUSG00000029673","Auts2","chr5","-",131494869,131494965,96,"Regular (>50bp)",-0.256,0.000706955641110917
"chr5:131494869:131494965:131499251:131499296:131490191:131501075:MXE","MXE","ENSMUSG00000029673","Auts2","chr5","-",131494869,131494965,96,"Regular (>50bp)",0.114,0.0115495000071743
"chr5:131501075:131501317:131501096:131501317:131488964:131488994:A5SS","A5SS","ENSMUSG00000029673","Auts2","chr5","-",131501075,131501317,242,"Regular (>50bp)",-0.163,0.0376335069512619
"chr5:131501075:131501317:131501096:131501317:131490119:131490191:A5SS","A5SS","ENSMUSG00000029673","Auts2","chr5","-",131501075,131501317,242,"Regular (>50bp)",0.494,0.00699071003484038
"chr17:29501033:29501241:29487976:29512980:SE","SE","ENSMUSG00000052712","BC004004","chr17","+",29501033,29501241,208,"Regular (>50bp)",-0.189,0.000455077797980286
"chr5:149300133:149300256:149292743:149315572:SE","SE","ENSMUSG00000107271","BC028471","chr5","+",149300133,149300256,123,"Regular (>50bp)",-0.161,0.000157722686902773
"chr8:122733829:122733901:122733838:122733901:122732290:122732421:A3SS","A3SS","ENSMUSG00000025316","Banp","chr8","+",122733829,122733901,72,"Regular (>50bp)",0.128,0.00162385566130251
"chr14:30979837:30980487:30979998:30980414:RI","RI","ENSMUSG00000021901","Bap1","chr14","+",30979837,30980487,650,"Regular (>50bp)",-0.12,0.00820424603608535
"chr12:54970169:54970265:54970049:54974348:SE","SE","ENSMUSG00000035021","Baz1a","chr12","-",54970169,54970265,96,"Regular (>50bp)",0.182,0.000440533447488646
"chr12:54974348:54974498:54974348:54974409:54976311:54976450:A3SS","A3SS","ENSMUSG00000035021","Baz1a","chr12","-",54974348,54974498,150,"Regular (>50bp)",-0.138,0.00194234024023102
"chr19:53920560:53922001:53920636:53921921:RI","RI","ENSMUSG00000084957","Bbip1","chr19","-",53920560,53922001,1441,"Regular (>50bp)",-0.143,0.00271827712792931
"chr2:170198167:170198233:170191383:170220642:SE","SE","ENSMUSG00000013523","Bcas1","chr2","-",170198167,170198233,66,"Regular (>50bp)",0.151,0.000137327647208671
"chr2:170212369:170212411:170191383:170220642:SE","SE","ENSMUSG00000013523","Bcas1","chr2","-",170212369,170212411,42,"Small (30-50bp)",0.139,0.0153058546894426
"chr3:103081655:103084735:103081817:103084654:RI","RI","ENSMUSG00000005687","Bcas2","chr3","+",103081655,103084735,3080,"Regular (>50bp)",-0.266,2.08024660988868e-10
"chr11:85434753:85434798:85422769:85445015:SE","SE","ENSMUSG00000059439","Bcas3","chr11","+",85434753,85434798,45,"Small (30-50bp)",0.293,0.00387829859243398
"chr8:104908642:104908751:104897636:104937549:SE","SE","ENSMUSG00000031872","Bean1","chr8","+",104908642,104908751,109,"Regular (>50bp)",0.127,0.0496577035286534
"chr11:101184826:101185054:101184826:101184973:101185791:101185990:A3SS","A3SS","ENSMUSG00000035086","Becn1","chr11","-",101184826,101185054,228,"Regular (>50bp)",-0.134,0.00318015820647922
"chr11:101184826:101185054:101184826:101184973:101185860:101185990:A3SS","A3SS","ENSMUSG00000035086","Becn1","chr11","-",101184826,101185054,228,"Regular (>50bp)",-0.145,0.00199932392153704
"chr4:111311281:111311495:111290750:111316946:SE","SE","ENSMUSG00000028545","Bend5","chr4","+",111311281,111311495,214,"Regular (>50bp)",0.162,0.00698596716560593
"chr5:115789214:115789323:115787628:115789877:SE","SE","ENSMUSG00000041609","Bicdl1","chr5","-",115789214,115789323,109,"Regular (>50bp)",0.199,7.39161978378268e-13
"chr5:115810202:115810214:115808359:115811138:SE","SE","ENSMUSG00000041609","Bicdl1","chr5","-",115810202,115810214,12,"Microexon (0-30bp)",0.126,2.96143813022664e-09
"chr18:32562752:32562776:32559405:32564723:SE","SE","ENSMUSG00000024381","Bin1","chr18","+",32562752,32562776,24,"Microexon (0-30bp)",0.14,0.0132226098273639
"chr18:32562752:32562776:32559405:32565035:SE","SE","ENSMUSG00000024381","Bin1","chr18","+",32562752,32562776,24,"Microexon (0-30bp)",0.158,0.00216435526037455
"chr17:74901316:74901448:74900244:74901864:SE","SE","ENSMUSG00000024073","Birc6","chr17","+",74901316,74901448,132,"Regular (>50bp)",-0.125,0.000266979244688921
"chr3:37077118:37077181:37076623:37080238:SE","SE","ENSMUSG00000037270","Bltp1","chr3","+",37077118,37077181,63,"Regular (>50bp)",0.105,0.00384229255135705
"chr4:84209929:84211899:84194684:84309125:SE","SE","ENSMUSG00000028487","Bnc2","chr4","-",84209929,84211899,1970,"Regular (>50bp)",0.136,0.000444651982563322
"chr11:106934458:106934651:106935317:106935491:106933585:106937825:MXE","MXE","ENSMUSG00000040481","Bptf","chr11","-",106934458,106934651,193,"Regular (>50bp)",-0.112,0.000368596989648535
"chr11:106935317:106935491:106934651:106937825:SE","SE","ENSMUSG00000040481","Bptf","chr11","-",106935317,106935491,174,"Regular (>50bp)",-0.128,1.50868295563312e-09
"chr11:106977537:106977723:106973526:106986541:SE","SE","ENSMUSG00000040481","Bptf","chr11","-",106977537,106977723,186,"Regular (>50bp)",-0.12,5.21162027294763e-05
"chr13:74090062:74090925:74090173:74090749:RI","RI","ENSMUSG00000057649","Brd9","chr13","+",74090062,74090925,863,"Regular (>50bp)",-0.158,0.000806005043630708
"chr13:74090062:74090925:74090173:74090809:RI","RI","ENSMUSG00000057649","Brd9","chr13","+",74090062,74090925,863,"Regular (>50bp)",-0.168,0.00104993594490567
"chr13:74090062:74090925:74090173:74090812:RI","RI","ENSMUSG00000057649","Brd9","chr13","+",74090062,74090925,863,"Regular (>50bp)",-0.123,0.0150656479571895
"chr7:141552656:141552751:141552459:141554578:SE","SE","ENSMUSG00000053046","Brsk2","chr7","+",141552656,141552751,95,"Regular (>50bp)",-0.147,0.00203657463379124
"chr7:141554578:141554623:141552459:141556211:SE","SE","ENSMUSG00000053046","Brsk2","chr7","+",141554578,141554623,45,"Small (30-50bp)",0.177,3.78981443433466e-06
"chr7:141554578:141554626:141552459:141556211:SE","SE","ENSMUSG00000053046","Brsk2","chr7","+",141554578,141554626,48,"Small (30-50bp)",0.184,0.0014956495206172
"chr7:141554578:141554626:141552751:141556211:SE","SE","ENSMUSG00000053046","Brsk2","chr7","+",141554578,141554626,48,"Small (30-50bp)",0.131,0.03584981861456
"chr19:45394983:45395025:45352325:45425775:SE","SE","ENSMUSG00000025217","Btrc","chr19","+",45394983,45395025,42,"Small (30-50bp)",0.152,0.000812282191415622
"chr19:45394983:45395025:45352713:45444971:SE","SE","ENSMUSG00000025217","Btrc","chr19","+",45394983,45395025,42,"Small (30-50bp)",-0.275,6.97195304985411e-06
"chr18:61777285:61777801:61777285:61777341:61778233:61778436:A5SS","A5SS","ENSMUSG00000098098","Bvht","chr18","+",61777285,61777801,516,"Regular (>50bp)",-0.172,0.000254012463930112
"chr7:100029232:100029332:100023740:100039285:SE","SE","ENSMUSG00000047248","C2cd3","chr7","+",100029232,100029332,100,"Regular (>50bp)",0.104,0.00480398491883332
"chr6:143011911:143011944:143007587:143012781:SE","SE","ENSMUSG00000030279","C2cd5","chr6","-",143011911,143011944,33,"Small (30-50bp)",0.132,0
"chr15:5075126:5075265:5052181:5076345:SE","SE","ENSMUSG00000079105","C7","chr15","-",5075126,5075265,139,"Regular (>50bp)",-0.252,4.97860633454228e-05
"chr6:118614690:118614774:118607392:118615387:SE","SE","ENSMUSG00000051331","Cacna1c","chr6","-",118614690,118614774,84,"Regular (>50bp)",0.164,0.00134609347915179
"chr6:118615387:118615471:118614774:118628908:SE","SE","ENSMUSG00000051331","Cacna1c","chr6","-",118615387,118615471,84,"Regular (>50bp)",0.194,0.00456565617361802
"chr6:118651515:118651575:118647417:118652780:SE","SE","ENSMUSG00000051331","Cacna1c","chr6","-",118651515,118651575,60,"Regular (>50bp)",0.149,0.00730401249273278
"chr6:118651515:118651575:118651366:118652780:SE","SE","ENSMUSG00000051331","Cacna1c","chr6","-",118651515,118651575,60,"Regular (>50bp)",0.135,0.00571419597402623
"chr11:94349919:94350703:94349919:94350652:94352718:94352811:A3SS","A3SS","ENSMUSG00000020866","Cacna1g","chr11","-",94349919,94350703,784,"Regular (>50bp)",-0.107,0.0069562250050631
"chr9:47740674:47740707:47725243:47759464:SE","SE","ENSMUSG00000032076","Cadm1","chr9","+",47740674,47740707,33,"Small (30-50bp)",0.142,0.000107598174943054
"chr9:47740674:47740707:47730115:47759464:SE","SE","ENSMUSG00000032076","Cadm1","chr9","+",47740674,47740707,33,"Small (30-50bp)",0.107,0.000165635470976537
"chr6:34724820:34724904:34723574:34730377:SE","SE","ENSMUSG00000029761","Cald1","chr6","+",34724820,34724904,84,"Regular (>50bp)",-0.107,0.00460643952545561
"chr6:34724826:34724904:34723574:34730377:SE","SE","ENSMUSG00000029761","Cald1","chr6","+",34724826,34724904,78,"Regular (>50bp)",-0.101,0.0238396595809722
"chr8:73181005:73181137:73179703:73181913:SE","SE","ENSMUSG00000019732","Calr3","chr8","-",73181005,73181137,132,"Regular (>50bp)",0.128,0.0194428294906984
"chr6:29361292:29361486:29361558:29361752:29356696:29366038:MXE","MXE","ENSMUSG00000029767","Calu","chr6","+",29361292,29361486,194,"Regular (>50bp)",0.11,1.19231983726232e-06
"chr6:29361558:29361752:29361486:29366038:SE","SE","ENSMUSG00000029767","Calu","chr6","+",29361558,29361752,194,"Regular (>50bp)",-0.112,1.79631380722141e-05
"chr11:5926764:5926893:5922888:5929672:SE","SE","ENSMUSG00000057897","Camk2b","chr11","-",5926764,5926893,129,"Regular (>50bp)",0.178,0.0379841142078612
"chr14:20791445:20791559:20789470:20792772:SE","SE","ENSMUSG00000021820","Camk2g","chr14","-",20791445,20791559,114,"Regular (>50bp)",0.135,5.2875225611611e-06
"chr14:20794671:20794716:20805726:20805770:20792821:20810211:MXE","MXE","ENSMUSG00000021820","Camk2g","chr14","-",20794671,20794716,45,"Small (30-50bp)",-0.107,0.0487953130060662
"chr14:20795859:20795928:20794716:20797886:SE","SE","ENSMUSG00000021820","Camk2g","chr14","-",20795859,20795928,69,"Regular (>50bp)",0.148,0.0389012429569655
"chr11:72928020:72928451:72928094:72928363:RI","RI","ENSMUSG00000020785","Camkk1","chr11","+",72928020,72928451,431,"Regular (>50bp)",-0.107,0.00316717934505145
"chr2:25843926:25843986:25845271:25845304:25835285:25846258:MXE","MXE","ENSMUSG00000026933","Camsap1","chr2","-",25843926,25843986,60,"Regular (>50bp)",-0.162,0.00195909549008881
"chr1:136225021:136225054:136221159:136225479:SE","SE","ENSMUSG00000041570","Camsap2","chr1","-",136225021,136225054,33,"Small (30-50bp)",0.246,4.82489615225967e-06
"chr8:106424192:106424273:106424070:106424499:SE","SE","ENSMUSG00000050357","Carmil2","chr8","+",106424192,106424273,81,"Regular (>50bp)",-0.121,0.00105203049955051
"chr14:55742856:55743116:55742923:55743026:RI","RI","ENSMUSG00000022211","Carmil3","chr14","+",55742856,55743116,260,"Regular (>50bp)",-0.143,0.000366748870862226
"chr19:18667593:18667734:18656631:18668780:SE","SE","ENSMUSG00000024726","Carnmt1","chr19","+",18667593,18667734,141,"Regular (>50bp)",0.219,0.00683387935973327
"chr19:18671012:18671126:18656631:18681383:SE","SE","ENSMUSG00000024726","Carnmt1","chr19","+",18671012,18671126,114,"Regular (>50bp)",-0.187,0.000450270231708783
"chrX:13418611:13418680:13417221:13421116:SE","SE","ENSMUSG00000031012","Cask","chrX","-",13418611,13418680,69,"Regular (>50bp)",0.108,0.00985058287082485
"chrX:13462924:13462942:13453204:13466595:SE","SE","ENSMUSG00000031012","Cask","chrX","-",13462924,13462942,18,"Microexon (0-30bp)",0.169,0
"chr6:42253803:42253864:42250979:42256710:SE","SE","ENSMUSG00000029863","Casp2","chr6","+",42253803,42253864,61,"Regular (>50bp)",0.378,4.31696620727891e-05
"chr19:56421673:56421810:56424658:56424834:56392957:56425150:MXE","MXE","ENSMUSG00000025076","Casp7","chr19","+",56421673,56421810,137,"Regular (>50bp)",0.101,0.00566268458377596
"chr1:58843157:58843273:58841852:58863073:SE","SE","ENSMUSG00000026029","Casp8","chr1","+",58843157,58843273,116,"Regular (>50bp)",0.101,0.0014980270218957
"chr2:121230217:121230317:121229950:121240618:SE","SE","ENSMUSG00000033486","Catsper2","chr2","-",121230217,121230317,100,"Regular (>50bp)",-0.128,0.0469947582287635
"chr2:121236809:121236934:121230317:121240618:SE","SE","ENSMUSG00000033486","Catsper2","chr2","-",121236809,121236934,125,"Regular (>50bp)",0.133,0.0090493144473826
"chr7:28897537:28897833:28897537:28897645:28899541:28899679:A3SS","A3SS","ENSMUSG00000049676","Catsperg1","chr7","-",28897537,28897833,296,"Regular (>50bp)",0.112,0.00821908621830262
"chr10:79972496:79972577:79972328:79972707:SE","SE","ENSMUSG00000035640","Cbarp","chr10","-",79972496,79972577,81,"Regular (>50bp)",-0.106,2.75166287953894e-05
"chr10:79972538:79972577:79972328:79972707:SE","SE","ENSMUSG00000035640","Cbarp","chr10","-",79972538,79972577,39,"Small (30-50bp)",-0.193,6.82236601168504e-07
"chr8:123377068:123377215:123370272:123425553:SE","SE","ENSMUSG00000006362","Cbfa2t3","chr8","-",123377068,123377215,147,"Regular (>50bp)",-0.124,0.0341597244531351
"chr8:105905224:105905341:105921106:105921223:105898024:105929083:MXE","MXE","ENSMUSG00000031885","Cbfb","chr8","+",105905224,105905341,117,"Regular (>50bp)",0.106,0.000125441534807171
"chrX:7601310:7601409:7600337:7601539:SE","SE","ENSMUSG00000031150","Ccdc120","chrX","-",7601310,7601409,99,"Regular (>50bp)",0.103,0.00302984682487361
"chr8:84985741:84985880:84985555:84986922:SE","SE","ENSMUSG00000004994","Ccdc130","chr8","-",84985741,84985880,139,"Regular (>50bp)",-0.115,5.80600321890986e-09
"chr15:82015624:82018963:82015746:82018781:RI","RI","ENSMUSG00000068114","Ccdc134","chr15","+",82015624,82018963,3339,"Regular (>50bp)",-0.103,0.00878733550602293
"chr4:83539061:83539200:83522419:83553876:SE","SE","ENSMUSG00000052407","Ccdc171","chr4","+",83539061,83539200,139,"Regular (>50bp)",0.201,0.000559375073688631
"chr7:127184316:127184433:127184225:127184625:SE","SE","ENSMUSG00000057176","Ccdc189","chr7","-",127184316,127184433,117,"Regular (>50bp)",0.158,0.00142135503983831
"chr16:43712515:43712554:43710401:43718452:SE","SE","ENSMUSG00000022701","Ccdc191","chr16","+",43712515,43712554,39,"Small (30-50bp)",0.186,7.85526742502879e-05
"chr9:57938338:57938545:57938443:57938545:57937616:57937703:A5SS","A5SS","ENSMUSG00000037716","Ccdc33","chr9","-",57938338,57938545,207,"Regular (>50bp)",-0.305,0.0090342488983243
"chr10:105678402:105681310:105678709:105681210:RI","RI","ENSMUSG00000019897","Ccdc59","chr10","+",105678402,105681310,2908,"Regular (>50bp)",-0.111,7.55567837048327e-07
"chr5:124074451:124074618:124072327:124082196:SE","SE","ENSMUSG00000061882","Ccdc62","chr5","+",124074451,124074618,167,"Regular (>50bp)",0.112,0.00109373295113084
"chr16:17465930:17465990:17467858:17467938:17465516:17468012:MXE","MXE","ENSMUSG00000041617","Ccdc74a","chr16","+",17465930,17465990,60,"Regular (>50bp)",0.284,0.037991969331506
"chr6:120327167:120327405:120327167:120327351:120330961:120331015:A3SS","A3SS","ENSMUSG00000030177","Ccdc77","chr6","-",120327167,120327405,238,"Regular (>50bp)",-0.167,0.00242918155085673
"chr9:44324739:44324830:44324767:44324830:44324433:44324498:A5SS","A5SS","ENSMUSG00000043923","Ccdc84","chr9","-",44324739,44324830,91,"Regular (>50bp)",-0.158,0.000225336265830074
"chr7:25417569:25417704:25415612:25418320:SE","SE","ENSMUSG00000002608","Ccdc97","chr7","-",25417569,25417704,135,"Regular (>50bp)",-0.394,0.00938056998262256
"chr13:85345469:85345680:85338995:85350559:SE","SE","ENSMUSG00000021548","Ccnh","chr13","+",85345469,85345680,211,"Regular (>50bp)",-0.285,4.13441358054042e-05
"chr1:127719341:127723537:127719470:127722991:RI","RI","ENSMUSG00000026349","Ccnt2","chr1","+",127719341,127723537,4196,"Regular (>50bp)",0.131,0.028811348559065
