"comparison","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","genomic_position","gene_biotype_simple","IncLevelDifference","FDR"
"KO_vs_Parental","ENSMUSG00000031708","Tecr","chr8",84300039,84300084,45,"Small (30-50bp)","CDS","protein_coding",-0.111,9.31275381975824e-07
"KO_vs_Parental","ENSMUSG00000029290","Zfp326","chr5",106036299,106036705,406,"Regular (>50bp)","CDS","protein_coding",0.167,9.69626882106986e-07
"KO_vs_Parental","ENSMUSG00000069227","Gprin1","chr13",54889821,54889921,100,"Regular (>50bp)","UTR","protein_coding",0.139,9.79934174452259e-07
"KO_vs_Parental","ENSMUSG00000087380","2210408F21Rik","chr6",31305223,31305295,72,"Regular (>50bp)","Unknown","lncRNA",-0.109,9.85145957160328e-07
"KO_vs_Parental","ENSMUSG00000017478","Zc3h18","chr8",123114431,123114503,72,"Regular (>50bp)","CDS","protein_coding",0.107,1.0156112195426e-06
"KO_vs_Parental","ENSMUSG00000040481","Bptf","chr11",106977537,106977723,186,"Regular (>50bp)","CDS","protein_coding",-0.142,1.0446397687088e-06
"KO_vs_Parental","ENSMUSG00000061186","Sfmbt2","chr2",10582339,10582438,99,"Regular (>50bp)","CDS","protein_coding",-0.137,1.4977167315339e-06
"KO_vs_Parental","ENSMUSG00000072501","Phf20l1","chr15",66495609,66495732,123,"Regular (>50bp)","CDS","protein_coding",-0.235,1.52555711092921e-06
"KO_vs_Parental","ENSMUSG00000020792","Exoc7","chr11",116187555,116187624,69,"Regular (>50bp)","CDS","protein_coding",0.114,1.56422732372529e-06
"KO_vs_Parental","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)","CDS","protein_coding",-0.169,1.59746546269186e-06
"KO_vs_Parental","ENSMUSG00000030180","Kdm5a","chr6",120415404,120415486,82,"Regular (>50bp)","Unknown","protein_coding",0.154,1.6127938468278e-06
"KO_vs_Parental","ENSMUSG00000037907","Ankrd13b","chr11",77362839,77363005,166,"Regular (>50bp)","CDS","protein_coding",-0.206,1.6255326309285e-06
"KO_vs_Parental","ENSMUSG00000063894","Zkscan8","chr13",21706393,21706485,92,"Regular (>50bp)","CDS","protein_coding",0.395,2.08075658048967e-06
"KO_vs_Parental","ENSMUSG00000006649","Nphs1","chr7",30181889,30182005,116,"Regular (>50bp)","CDS","protein_coding",0.66,2.10999859547807e-06
"KO_vs_Parental","ENSMUSG00000029290","Zfp326","chr5",106036566,106036705,139,"Regular (>50bp)","CDS","protein_coding",0.166,2.14336732826293e-06
"KO_vs_Parental","ENSMUSG00000029761","Cald1","chr6",34724820,34724904,84,"Regular (>50bp)","CDS","protein_coding",-0.157,2.35242304680994e-06
"KO_vs_Parental","ENSMUSG00000051586","Mical3","chr6",120943014,120943077,63,"Regular (>50bp)","CDS","protein_coding",0.265,2.52956084880149e-06
"KO_vs_Parental","ENSMUSG00000041199","Rpusd1","chr17",25947154,25947365,211,"Regular (>50bp)","CDS","protein_coding",-0.217,2.5537120978176e-06
"KO_vs_Parental","ENSMUSG00000032594","Ip6k1","chr9",107922444,107922512,68,"Regular (>50bp)","CDS","protein_coding",-0.132,2.55881580070907e-06
"KO_vs_Parental","ENSMUSG00000063894","Zkscan8","chr13",21705955,21706079,124,"Regular (>50bp)","CDS","protein_coding",0.303,2.62406875650625e-06
"KO_vs_Parental","ENSMUSG00000016664","Pacsin2","chr15",83267823,83267829,6,"Microexon (0-30bp)","CDS","protein_coding",-0.127,2.68699662676668e-06
"KO_vs_Parental","ENSMUSG00000031865","Dctn1","chr6",83174300,83174315,15,"Microexon (0-30bp)","CDS","protein_coding",-0.134,2.90781419855577e-06
"KO_vs_Parental","ENSMUSG00000051048","P4ha3","chr7",99963814,99963877,63,"Regular (>50bp)","CDS","protein_coding",0.371,3.03349514403758e-06
"KO_vs_Parental","ENSMUSG00000001482","Def8","chr8",124174055,124174102,47,"Small (30-50bp)","CDS","protein_coding",-0.298,3.35691624561075e-06
"KO_vs_Parental","ENSMUSG00000020608","Smc6","chr12",11323994,11324112,118,"Regular (>50bp)","CDS","protein_coding",0.141,3.41781888107614e-06
"KO_vs_Parental","ENSMUSG00000039286","Fndc3b","chr3",27736886,27736963,77,"Regular (>50bp)","UTR","protein_coding",0.355,3.5071283397333e-06
"KO_vs_Parental","ENSMUSG00000023044","Csad","chr15",102086961,102087051,90,"Regular (>50bp)","CDS","protein_coding",-0.163,3.60759790947291e-06
"KO_vs_Parental","ENSMUSG00000066735","Vkorc1l1","chr5",130007359,130007469,110,"Regular (>50bp)","CDS","protein_coding",0.158,3.79199457171899e-06
"KO_vs_Parental","ENSMUSG00000074141","Il4i1","chr7",44481539,44481605,66,"Regular (>50bp)","UTR","protein_coding",0.338,3.86095988599808e-06
"KO_vs_Parental","ENSMUSG00000021709","Erbin","chr13",104022648,104022846,198,"Regular (>50bp)","CDS","protein_coding",-0.402,3.91719442320656e-06
"KO_vs_Parental","ENSMUSG00000043366","Or51e2","chr7",102401471,102402340,869,"Regular (>50bp)","CDS","protein_coding",-0.364,4.03745505042945e-06
"KO_vs_Parental","ENSMUSG00000078812","Eif5a","chr11",69811166,69811260,94,"Regular (>50bp)","UTR","protein_coding",-0.159,4.75661602355021e-06
"KO_vs_Parental","ENSMUSG00000042323","Pbrm1","chr14",30745023,30745136,113,"Regular (>50bp)","CDS","protein_coding",0.157,4.78855602129256e-06
"KO_vs_Parental","ENSMUSG00000078812","Eif5a","chr11",69811166,69811248,82,"Regular (>50bp)","UTR","protein_coding",-0.176,4.87057720163042e-06
"KO_vs_Parental","ENSMUSG00000031728","Zfp821","chr8",110434660,110434776,116,"Regular (>50bp)","UTR","protein_coding",-0.155,5.05924275673346e-06
"KO_vs_Parental","ENSMUSG00000052752","Traf7","chr17",24733686,24733840,154,"Regular (>50bp)","CDS","protein_coding",-0.108,5.07438655286525e-06
"KO_vs_Parental","ENSMUSG00000006219","Fblim1","chr4",141328877,141329020,143,"Regular (>50bp)","UTR","protein_coding",-0.375,5.16741155252768e-06
"KO_vs_Parental","ENSMUSG00000009035","Tmem184b","chr15",79247857,79247878,21,"Microexon (0-30bp)","CDS","protein_coding",-0.142,5.23319635343233e-06
"KO_vs_Parental","ENSMUSG00000020590","Snx13","chr12",35132867,35132970,103,"Regular (>50bp)","CDS","protein_coding",0.139,6.46137790442252e-06
"KO_vs_Parental","ENSMUSG00000034544","Rsrc1","chr3",66896366,66896494,128,"Regular (>50bp)","UTR","protein_coding",-0.321,7.01249030882658e-06
"KO_vs_Parental","ENSMUSG00000041199","Rpusd1","chr17",25947225,25947365,140,"Regular (>50bp)","CDS","protein_coding",-0.244,7.0736194517205e-06
"KO_vs_Parental","ENSMUSG00000028923","Necap2","chr4",140798891,140799006,115,"Regular (>50bp)","Unknown","protein_coding",-0.14,7.10264208777694e-06
"KO_vs_Parental","ENSMUSG00000121504","Ppp4r1l-ps","chr2",173490962,173491160,198,"Regular (>50bp)","Unknown","lncRNA",-0.208,7.22819073783366e-06
"KO_vs_Parental","ENSMUSG00000040690","Col16a1","chr4",129966861,129966909,48,"Small (30-50bp)","CDS","protein_coding",-0.101,7.37082002052797e-06
"KO_vs_Parental","ENSMUSG00000021171","Esyt2","chr12",116317446,116317509,63,"Regular (>50bp)","UTR","protein_coding",-0.106,7.50228481485603e-06
"KO_vs_Parental","ENSMUSG00000004980","Hnrnpa2b1","chr6",51438899,51439035,136,"Regular (>50bp)","UTR","protein_coding",-0.11,7.537800939933e-06
"KO_vs_Parental","ENSMUSG00000054648","Zfp869","chr8",70166951,70167059,108,"Regular (>50bp)","UTR","protein_coding",-0.189,7.65140027914192e-06
"KO_vs_Parental","ENSMUSG00000051048","P4ha3","chr7",99962412,99962572,160,"Regular (>50bp)","CDS","protein_coding",0.27,7.72684477966457e-06
"KO_vs_Parental","ENSMUSG00000028256","Odf2l","chr3",144852523,144852682,159,"Regular (>50bp)","CDS","protein_coding",-0.583,7.96666418142537e-06
"KO_vs_Parental","ENSMUSG00000090841","Myl6","chr10",128327158,128327216,58,"Regular (>50bp)","CDS","protein_coding",-0.173,7.97908251539013e-06
"KO_vs_Parental","ENSMUSG00000024969","Mark2","chr19",7318532,7318619,87,"Regular (>50bp)","CDS","protein_coding",0.176,8.02839729144509e-06
"KO_vs_Parental","ENSMUSG00000015377","Dennd6b","chr15",89077137,89077321,184,"Regular (>50bp)","CDS","protein_coding",0.148,8.14744406767435e-06
"KO_vs_Parental","ENSMUSG00000022674","Ube2v2","chr16",15411554,15411622,68,"Regular (>50bp)","UTR","protein_coding",0.121,8.17599527965482e-06
"KO_vs_Parental","ENSMUSG00000029778","Adcyap1r1","chr6",55464643,55464727,84,"Regular (>50bp)","CDS","protein_coding",-0.121,8.3035464253242e-06
"KO_vs_Parental","ENSMUSG00000033083","Tbc1d4","chr14",101698134,101698137,3,"Microexon (0-30bp)","CDS","protein_coding",-0.29,8.50099271685382e-06
"KO_vs_Parental","ENSMUSG00000022635","Zcrb1","chr15",93293467,93293496,29,"Microexon (0-30bp)","CDS","protein_coding",-0.371,8.50099271685382e-06
"KO_vs_Parental","ENSMUSG00000097039","Pvt1","chr15",62047612,62047775,163,"Regular (>50bp)","Unknown","lncRNA",-0.113,9.10390602501822e-06
"KO_vs_Parental","ENSMUSG00000030231","Plekha5","chr6",140482731,140482749,18,"Microexon (0-30bp)","CDS","protein_coding",0.108,9.72253761539212e-06
"KO_vs_Parental","ENSMUSG00000074165","Zfp788","chr7",41284103,41284323,220,"Regular (>50bp)","CDS","protein_coding",0.224,9.74104267190334e-06
"KO_vs_Parental","ENSMUSG00000029761","Cald1","chr6",34724826,34724904,78,"Regular (>50bp)","CDS","protein_coding",-0.16,9.82898084053618e-06
"KO_vs_Parental","ENSMUSG00000024349","Sting1","chr18",35872977,35873001,24,"Microexon (0-30bp)","UTR","protein_coding",-0.354,9.85710703348617e-06
"KO_vs_Parental","ENSMUSG00000020400","Tnip1","chr11",54846846,54847004,158,"Regular (>50bp)","UTR","protein_coding",-0.318,1.15344158661638e-05
"KO_vs_Parental","ENSMUSG00000057858","Fam204a","chr19",60208921,60209009,88,"Regular (>50bp)","CDS","protein_coding",-0.132,1.15474890697976e-05
"KO_vs_Parental","ENSMUSG00000022199","Slc22a17","chr14",55145342,55145823,481,"Regular (>50bp)","CDS","protein_coding",-0.389,1.15474890697976e-05
"KO_vs_Parental","ENSMUSG00000074887","EU599041","chr7",42870265,42870329,64,"Regular (>50bp)","Unknown","lncRNA",-0.155,1.16263081963168e-05
"KO_vs_Parental","ENSMUSG00000033287","Kctd17","chr15",78321100,78321163,63,"Regular (>50bp)","CDS","protein_coding",-0.109,1.1777103728992e-05
"KO_vs_Parental","ENSMUSG00000021895","Arhgef3","chr14",26865949,26866087,138,"Regular (>50bp)","UTR","protein_coding",-0.22,1.2014211964926e-05
"KO_vs_Parental","ENSMUSG00000021820","Camk2g","chr14",20795859,20795928,69,"Regular (>50bp)","CDS","protein_coding",0.231,1.21215263892928e-05
"KO_vs_Parental","ENSMUSG00000033392","Clasp2","chr9",113707817,113707841,24,"Microexon (0-30bp)","CDS","protein_coding",-0.116,1.23075016092454e-05
"KO_vs_Parental","ENSMUSG00000121504","Ppp4r1l-ps","chr2",173448934,173449122,188,"Regular (>50bp)","Unknown","lncRNA",-0.12,1.27659352864828e-05
"KO_vs_Parental","ENSMUSG00000086035","Gm12610","chr4",89279352,89279513,161,"Regular (>50bp)","Unknown","lncRNA",0.217,1.35291983132802e-05
"KO_vs_Parental","ENSMUSG00000034071","Zfp551","chr7",12152469,12152593,124,"Regular (>50bp)","CDS","protein_coding",-0.299,1.35291983132802e-05
"KO_vs_Parental","ENSMUSG00000055013","Agap1","chr1",89538005,89538017,12,"Microexon (0-30bp)","CDS","protein_coding",-0.128,1.35832390990953e-05
"KO_vs_Parental","ENSMUSG00000021952","Xpo4","chr14",57839945,57840123,178,"Regular (>50bp)","CDS","protein_coding",-0.116,1.36912286710113e-05
"KO_vs_Parental","ENSMUSG00000021413","Prpf4b","chr13",35083297,35083438,141,"Regular (>50bp)","CDS","protein_coding",-0.171,1.36912286710113e-05
"KO_vs_Parental","ENSMUSG00000085419","Gm11734","chr11",117419791,117419929,138,"Regular (>50bp)","Unknown","lncRNA",-0.123,1.41625874771715e-05
"KO_vs_Parental","ENSMUSG00000037148","Arhgap10","chr8",78159368,78159440,72,"Regular (>50bp)","CDS","protein_coding",0.11,1.42232457364784e-05
"KO_vs_Parental","ENSMUSG00000029068","Ccnl2","chr4",155902995,155903121,126,"Regular (>50bp)","CDS","protein_coding",-0.107,1.43155517364884e-05
"KO_vs_Parental","ENSMUSG00000038879","Nipal2","chr15",34600160,34600257,97,"Regular (>50bp)","CDS","protein_coding",-0.312,1.45414710842873e-05
"KO_vs_Parental","ENSMUSG00000002031","Ift46","chr9",44685479,44685528,49,"Small (30-50bp)","UTR","protein_coding",0.391,1.50455584416201e-05
"KO_vs_Parental","ENSMUSG00000032254","Kif23","chr9",61831186,61831498,312,"Regular (>50bp)","CDS","protein_coding",-0.116,1.52258408607502e-05
"KO_vs_Parental","ENSMUSG00000020608","Smc6","chr12",11326260,11326366,106,"Regular (>50bp)","CDS","protein_coding",0.162,1.52866729494439e-05
"KO_vs_Parental","ENSMUSG00000117679","Apbb3","chr18",36811446,36811523,77,"Regular (>50bp)","CDS","protein_coding",-0.179,1.61739886723427e-05
"KO_vs_Parental","ENSMUSG00000022708","Zbtb20","chr16",42827380,42827449,69,"Regular (>50bp)","UTR","protein_coding",-0.215,1.62719891778432e-05
"KO_vs_Parental","ENSMUSG00000005881","Ergic3","chr2",155857296,155857311,15,"Microexon (0-30bp)","CDS","protein_coding",-0.123,1.68970967297462e-05
"KO_vs_Parental","ENSMUSG00000001482","Def8","chr8",124172836,124172923,87,"Regular (>50bp)","CDS","protein_coding",0.214,1.79524194992429e-05
"KO_vs_Parental","ENSMUSG00000027630","Tbl1xr1","chr3",22143576,22143686,110,"Regular (>50bp)","UTR","protein_coding",-0.157,1.80582781874197e-05
"KO_vs_Parental","ENSMUSG00000027624","Epb41l1","chr2",156363157,156365080,1923,"Regular (>50bp)","CDS","protein_coding",0.534,1.87053318855516e-05
"KO_vs_Parental","ENSMUSG00000040250","Ints13","chr6",146451584,146451662,78,"Regular (>50bp)","CDS","protein_coding",-0.143,1.87053318855516e-05
"KO_vs_Parental","ENSMUSG00000032340","Neo1","chr9",58809365,58809398,33,"Small (30-50bp)","CDS","protein_coding",-0.127,1.88850727238948e-05
"KO_vs_Parental","ENSMUSG00000031256","Cstf2","chrX",132973426,132973513,87,"Regular (>50bp)","CDS","protein_coding",-0.25,1.8996794068008e-05
"KO_vs_Parental","ENSMUSG00000021557","Agtpbp1","chr13",59665466,59665504,38,"Small (30-50bp)","CDS","protein_coding",0.107,2.134314874085e-05
"KO_vs_Parental","ENSMUSG00000009995","Tafazzin","chrX",73332267,73332320,53,"Regular (>50bp)","CDS","protein_coding",-0.178,2.14630423655758e-05
"KO_vs_Parental","ENSMUSG00000024044","Epb41l3","chr17",69581095,69581161,66,"Regular (>50bp)","CDS","protein_coding",0.105,2.14630423655758e-05
"KO_vs_Parental","ENSMUSG00000044835","Ankrd45","chr1",160978534,160978887,353,"Regular (>50bp)","CDS","protein_coding",-0.166,2.15327157086544e-05
"KO_vs_Parental","ENSMUSG00000023051","Tarbp2","chr15",102428909,102429012,103,"Regular (>50bp)","CDS","protein_coding",-0.292,2.16600857373375e-05
"KO_vs_Parental","ENSMUSG00000021288","Klc1","chr12",111760082,111760133,51,"Regular (>50bp)","CDS","protein_coding",0.119,2.2539091547052e-05
"KO_vs_Parental","ENSMUSG00000038174","Hycc2","chr1",58573643,58573811,168,"Regular (>50bp)","CDS","protein_coding",-0.35,2.26841043379431e-05
"KO_vs_Parental","ENSMUSG00000031256","Cstf2","chrX",132973426,132973513,87,"Regular (>50bp)","CDS","protein_coding",-0.239,2.46415787043347e-05
"KO_vs_Parental","ENSMUSG00000034252","Senp6","chr9",80018592,80018735,143,"Regular (>50bp)","CDS","protein_coding",-0.298,2.51251537694518e-05
"KO_vs_Parental","ENSMUSG00000034165","Ccnd3","chr17",47889633,47889717,84,"Regular (>50bp)","CDS","protein_coding",-0.225,2.57906164082132e-05
"KO_vs_Parental","ENSMUSG00000065954","Tacc1","chr8",25690106,25690222,116,"Regular (>50bp)","CDS","protein_coding",0.144,2.59205488338916e-05
"KO_vs_Parental","ENSMUSG00000061882","Ccdc62","chr5",124089814,124089930,116,"Regular (>50bp)","CDS","protein_coding",0.311,2.63976359783319e-05
"KO_vs_Parental","ENSMUSG00000009741","Ubp1","chr9",113788443,113788551,108,"Regular (>50bp)","CDS","protein_coding",-0.121,2.66963099667463e-05
"KO_vs_Parental","ENSMUSG00000028184","Adgrl2","chr3",148566062,148566074,12,"Microexon (0-30bp)","CDS","protein_coding",-0.2,2.75212031095613e-05
"KO_vs_Parental","ENSMUSG00000032872","Cyb5r4","chr9",86939194,86939347,153,"Regular (>50bp)","CDS","protein_coding",-0.149,2.81471137141318e-05
"KO_vs_Parental","ENSMUSG00000042156","Dzip1","chr14",119133262,119133319,57,"Regular (>50bp)","CDS","protein_coding",0.131,3.02272708872666e-05
"KO_vs_Parental","ENSMUSG00000057858","Fam204a","chr19",60209485,60209736,251,"Regular (>50bp)","CDS","protein_coding",-0.122,3.02825108945669e-05
"KO_vs_Parental","ENSMUSG00000071337","Tia1","chr6",86400587,86400653,66,"Regular (>50bp)","CDS","protein_coding",-0.12,3.04028546769811e-05
"KO_vs_Parental","ENSMUSG00000091472","Gm3739","chr14",15169415,15169550,135,"Regular (>50bp)","CDS","protein_coding",-0.271,3.07419319183897e-05
"KO_vs_Parental","ENSMUSG00000029817","Tra2a","chr6",49229736,49230042,306,"Regular (>50bp)","CDS","protein_coding",-0.11,3.14166716580156e-05
"KO_vs_Parental","ENSMUSG00000060450","Rnf14","chr18",38440917,38441448,531,"Regular (>50bp)","CDS","protein_coding",-0.324,3.40916985073224e-05
"KO_vs_Parental","ENSMUSG00000038879","Nipal2","chr15",34625117,34625177,60,"Regular (>50bp)","CDS","protein_coding",-0.181,3.79172984141327e-05
"KO_vs_Parental","ENSMUSG00000062604","Srpk2","chr5",23821324,23821388,64,"Regular (>50bp)","CDS","protein_coding",0.128,3.86074837632551e-05
"KO_vs_Parental","ENSMUSG00000054894","Dmac2l","chr12",69772228,69772328,100,"Regular (>50bp)","UTR","protein_coding",0.132,3.89048864799523e-05
"KO_vs_Parental","ENSMUSG00000024926","Kat5","chr19",5658829,5658985,156,"Regular (>50bp)","CDS","protein_coding",-0.176,3.96897900792317e-05
"KO_vs_Parental","ENSMUSG00000096054","Syne1","chr10",4995265,4995334,69,"Regular (>50bp)","CDS","protein_coding",0.14,3.98292893287043e-05
"KO_vs_Parental","ENSMUSG00000035629","Rubcn","chr16",32661906,32661951,45,"Small (30-50bp)","CDS","protein_coding",0.184,4.02231637073725e-05
"KO_vs_Parental","ENSMUSG00000025728","Pigq","chr17",26153067,26153247,180,"Regular (>50bp)","CDS","protein_coding",-0.359,4.10969896140887e-05
"KO_vs_Parental","ENSMUSG00000090841","Myl6","chr10",128327154,128327216,62,"Regular (>50bp)","CDS","protein_coding",-0.164,4.25982822251754e-05
"KO_vs_Parental","ENSMUSG00000049676","Catsperg1","chr7",28894837,28894996,159,"Regular (>50bp)","CDS","protein_coding",0.281,4.39832013867708e-05
"KO_vs_Parental","ENSMUSG00000107271","BC028471","chr5",149299402,149299533,131,"Regular (>50bp)","Unknown","lncRNA",0.154,4.43218662414322e-05
"KO_vs_Parental","ENSMUSG00000014426","Map3k4","chr17",12461536,12461692,156,"Regular (>50bp)","CDS","protein_coding",-0.111,4.8343902323858e-05
"KO_vs_Parental","ENSMUSG00000025968","Ndufs1","chr1",63211312,63211416,104,"Regular (>50bp)","UTR","protein_coding",0.125,5.09502925936823e-05
"KO_vs_Parental","ENSMUSG00000002477","Snrpd1","chr18",10626948,10627017,69,"Regular (>50bp)","CDS","protein_coding",-0.119,5.43929583864721e-05
"KO_vs_Parental","ENSMUSG00000025404","R3hdm2","chr10",127307636,127307869,233,"Regular (>50bp)","CDS","protein_coding",-0.23,5.4841577599348e-05
"KO_vs_Parental","ENSMUSG00000046709","Mapk10","chr5",103124220,103124292,72,"Regular (>50bp)","CDS","protein_coding",-0.578,5.52290144550917e-05
"KO_vs_Parental","ENSMUSG00000012114","Med15","chr16",17498412,17498625,213,"Regular (>50bp)","CDS","protein_coding",-0.101,5.59740817605604e-05
"KO_vs_Parental","ENSMUSG00000023044","Csad","chr15",102111571,102111695,124,"Regular (>50bp)","UTR","protein_coding",-0.341,5.71285112020654e-05
"KO_vs_Parental","ENSMUSG00000034621","Gpatch8","chr11",102422138,102422156,18,"Microexon (0-30bp)","Unknown","protein_coding",-0.133,5.81428934292745e-05
"KO_vs_Parental","ENSMUSG00000040785","Ttc3","chr16",94209412,94209575,163,"Regular (>50bp)","CDS","protein_coding",0.113,6.02374825341555e-05
"KO_vs_Parental","ENSMUSG00000028402","Mpdz","chr4",81231736,81231835,99,"Regular (>50bp)","CDS","protein_coding",-0.232,6.05017164051967e-05
"KO_vs_Parental","ENSMUSG00000079011","Gm11033","chr8",75560078,75560151,73,"Regular (>50bp)","Unknown","lncRNA",0.281,6.15829928549482e-05
"KO_vs_Parental","ENSMUSG00000071724","Smpd5","chr15",76179589,76179662,73,"Regular (>50bp)","CDS","protein_coding",-0.278,6.28296257039748e-05
"KO_vs_Parental","ENSMUSG00000032637","Atxn2l","chr7",126091615,126091780,165,"Regular (>50bp)","CDS","protein_coding",-0.213,6.31562218058983e-05
"KO_vs_Parental","ENSMUSG00000085419","Gm11734","chr11",117419791,117419929,138,"Regular (>50bp)","Unknown","lncRNA",-0.194,6.35295260131096e-05
"KO_vs_Parental","ENSMUSG00000100510","Hand2os1","chr8",57767549,57767646,97,"Regular (>50bp)","Unknown","lncRNA",-0.132,6.39943484573697e-05
"KO_vs_Parental","ENSMUSG00000044937","Ttc41","chr10",86586110,86586250,140,"Regular (>50bp)","CDS","protein_coding",0.552,6.40470908681468e-05
