"event_key","event_type","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR"
"chr8:71201016:71201171:71200805:71201559:SE","SE","ENSMUSG00000031842","Pde4c","chr8","+",71201016,71201171,155,"Regular (>50bp)",-0.141,0.0384195047672438
"chr17:32305003:32305082:32303066:32306732:SE","SE","ENSMUSG00000121449","Pdxk-ps","chr17","-",32305003,32305082,79,"Regular (>50bp)",-0.243,9.5615601370151e-05
"chr19:45018178:45018250:45017762:45018418:SE","SE","ENSMUSG00000074818","Pdzd7","chr19","-",45018178,45018250,72,"Regular (>50bp)",0.109,0.000293312964848174
"chr9:56281659:56281723:56168046:56325224:SE","SE","ENSMUSG00000074305","Peak1","chr9","-",56281659,56281723,64,"Regular (>50bp)",-0.137,0.00142757390026652
"chr11:106571857:106571911:106570437:106573705:SE","SE","ENSMUSG00000020717","Pecam1","chr11","-",106571857,106571911,54,"Regular (>50bp)",0.118,0.000884537230798935
"chr1:72315324:72315490:72314126:72316445:SE","SE","ENSMUSG00000026189","Pecr","chr1","-",72315324,72315490,166,"Regular (>50bp)",-0.124,0
"chr7:6715948:6716011:6715774:6719052:SE","SE","ENSMUSG00000002265","Peg3","chr7","-",6715948,6716011,63,"Regular (>50bp)",0.146,3.15126704685508e-08
"chr2:11480564:11480617:11479354:11482846:SE","SE","ENSMUSG00000026773","Pfkfb3","chr2","-",11480564,11480617,53,"Regular (>50bp)",0.127,0.000137958189414285
"chr7:101872585:101872697:101859798:101885300:SE","SE","ENSMUSG00000030990","Pgap2","chr7","+",101872585,101872697,112,"Regular (>50bp)",0.105,0.0297295277805289
"chr6:122309480:122309612:122302909:122310249:SE","SE","ENSMUSG00000040669","Phc1","chr6","-",122309480,122309612,132,"Regular (>50bp)",-0.108,0.0216985677542389
"chr4:128635708:128635877:128621992:128637146:SE","SE","ENSMUSG00000028796","Phc2","chr4","+",128635708,128635877,169,"Regular (>50bp)",-0.202,0.0134963564687648
"chr2:34788935:34789023:34788171:34789594:SE","SE","ENSMUSG00000026873","Phf19","chr2","-",34788935,34789023,88,"Regular (>50bp)",-0.179,0.00095682049486633
"chr15:66469513:66469603:66469296:66475875:SE","SE","ENSMUSG00000072501","Phf20l1","chr15","+",66469513,66469603,90,"Regular (>50bp)",0.114,0.0374634334301523
"chr14:30961076:30961193:30960439:30961587:SE","SE","ENSMUSG00000021902","Phf7","chr14","-",30961076,30961193,117,"Regular (>50bp)",0.114,0.0166968571772713
"chr9:44610123:44610168:44609517:44610643:SE","SE","ENSMUSG00000048537","Phldb1","chr9","-",44610123,44610168,45,"Small (30-50bp)",0.15,2.99483816655085e-06
"chr7:89843480:89843504:89840961:89844862:SE","SE","ENSMUSG00000039361","Picalm","chr7","+",89843480,89843504,24,"Microexon (0-30bp)",0.118,1.15267724231651e-07
"chr17:26153067:26153247:26150801:26153731:SE","SE","ENSMUSG00000025728","Pigq","chr17","-",26153067,26153247,180,"Regular (>50bp)",-0.281,0.0364954119179782
"chr7:116041825:116041913:116017816:116042538:SE","SE","ENSMUSG00000030660","Pik3c2a","chr7","-",116041825,116041913,88,"Regular (>50bp)",0.115,0.0355883330525339
"chr2:18870922:18870961:18857737:18893862:SE","SE","ENSMUSG00000026737","Pip4k2a","chr2","-",18870922,18870961,39,"Small (30-50bp)",-0.154,0.01412193452692
"chr5:104638509:104638630:104637280:104642758:SE","SE","ENSMUSG00000034462","Pkd2","chr5","+",104638509,104638630,121,"Regular (>50bp)",0.212,0.00312821758295085
"chr4:138606733:138606807:138605383:138607661:SE","SE","ENSMUSG00000028751","Pla2g2e","chr4","+",138606733,138606807,74,"Regular (>50bp)",0.219,1.30840166287909e-12
"chr15:79211834:79211914:79202210:79212409:SE","SE","ENSMUSG00000042632","Pla2g6","chr15","-",79211834,79211914,80,"Regular (>50bp)",-0.126,0.00140286639784641
"chr2:135806971:135807007:135803739:135808944:SE","SE","ENSMUSG00000039943","Plcb4","chr2","+",135806971,135807007,36,"Small (30-50bp)",0.112,1.34928027767139e-10
"chr4:155069822:155069849:155069422:155070671:SE","SE","ENSMUSG00000029055","Plch2","chr4","-",155069822,155069849,27,"Microexon (0-30bp)",0.144,0.0428140432341417
"chr15:76078165:76078201:76077687:76078540:SE","SE","ENSMUSG00000022565","Plec","chr15","-",76078165,76078201,36,"Small (30-50bp)",0.101,0
"chr7:45179905:45180082:45179557:45181681:SE","SE","ENSMUSG00000040428","Plekha4","chr7","+",45179905,45180082,177,"Regular (>50bp)",0.177,0.0111124707435613
"chr6:140501676:140501796:140498524:140515078:SE","SE","ENSMUSG00000030231","Plekha5","chr6","+",140501676,140501796,120,"Regular (>50bp)",0.13,0.000154721940580891
"chr6:140526072:140526261:140525202:140527693:SE","SE","ENSMUSG00000030231","Plekha5","chr6","+",140526072,140526261,189,"Regular (>50bp)",-0.121,0.0384734592046101
"chr1:133202530:133202617:133202112:133208076:SE","SE","ENSMUSG00000041757","Plekha6","chr1","+",133202530,133202617,87,"Regular (>50bp)",0.174,0.000611157526358838
"chr1:133202530:133202617:133202112:133209520:SE","SE","ENSMUSG00000041757","Plekha6","chr1","+",133202530,133202617,87,"Regular (>50bp)",0.306,8.11253084908894e-12
"chr1:133203549:133203603:133202112:133207110:SE","SE","ENSMUSG00000041757","Plekha6","chr1","+",133203549,133203603,54,"Regular (>50bp)",0.337,0.0392796815597014
"chr1:133203549:133203603:133202617:133208076:SE","SE","ENSMUSG00000041757","Plekha6","chr1","+",133203549,133203603,54,"Regular (>50bp)",0.158,0.0308872235256755
"chr1:133207110:133207191:133202112:133208076:SE","SE","ENSMUSG00000041757","Plekha6","chr1","+",133207110,133207191,81,"Regular (>50bp)",0.104,0.00109266785888335
"chr1:133208076:133208145:133202112:133209520:SE","SE","ENSMUSG00000041757","Plekha6","chr1","+",133208076,133208145,69,"Regular (>50bp)",0.141,9.20097835381683e-05
"chr1:133213984:133214134:133213124:133215207:SE","SE","ENSMUSG00000041757","Plekha6","chr1","+",133213984,133214134,150,"Regular (>50bp)",0.117,0.000154721148876484
"chr7:115747487:115747568:115744473:115753867:SE","SE","ENSMUSG00000045659","Plekha7","chr7","-",115747487,115747568,81,"Regular (>50bp)",0.228,0.0371142851659549
"chr8:27539201:27539336:27535163:27542263:SE","SE","ENSMUSG00000031485","Plpbp","chr8","+",27539201,27539336,135,"Regular (>50bp)",-0.104,0.0262141185110006
"chr1:74326250:74326367:74325169:74386543:SE","SE","ENSMUSG00000026179","Pnkd","chr1","+",74326250,74326367,117,"Regular (>50bp)",0.117,2.07566263647578e-07
"chr17:46505127:46505342:46501702:46509559:SE","SE","ENSMUSG00000023953","Polh","chr17","-",46505127,46505342,215,"Regular (>50bp)",-0.176,8.32944792351792e-09
"chr9:121824132:121824179:121824016:121824941:SE","SE","ENSMUSG00000066235","Pomgnt2","chr9","-",121824132,121824179,47,"Small (30-50bp)",0.398,0.00431860832987468
"chr9:121824132:121824183:121824016:121824941:SE","SE","ENSMUSG00000066235","Pomgnt2","chr9","-",121824132,121824183,51,"Regular (>50bp)",0.281,0.0132100193355873
"chr6:25798007:25798054:25794673:25805873:SE","SE","ENSMUSG00000029676","Pot1a","chr6","-",25798007,25798054,47,"Small (30-50bp)",-0.18,0.00594642261840523
"chr3:133045023:133045110:133016042:133073583:SE","SE","ENSMUSG00000028013","Ppa2","chr3","+",133045023,133045110,87,"Regular (>50bp)",-0.221,0.000473076453027528
"chr7:144056603:144056633:144054140:144058639:SE","SE","ENSMUSG00000037519","Ppfia1","chr7","-",144056603,144056633,30,"Microexon (0-30bp)",0.265,7.93719172020803e-12
"chr7:44992976:44993003:44991925:44993164:SE","SE","ENSMUSG00000003863","Ppfia3","chr7","-",44992976,44993003,27,"Microexon (0-30bp)",0.239,5.1877029221982e-09
"chr7:107327922:107327955:107326992:107328345:SE","SE","ENSMUSG00000036528","Ppfibp2","chr7","+",107327922,107327955,33,"Small (30-50bp)",0.114,0.000795244334296005
"chr15:93318164:93318371:93296342:93321894:SE","SE","ENSMUSG00000036167","Pphln1","chr15","+",93318164,93318371,207,"Regular (>50bp)",-0.129,0.0429116380875512
"chr2:69561834:69561924:69553707:69562540:SE","SE","ENSMUSG00000042133","Ppig","chr2","+",69561834,69561924,90,"Regular (>50bp)",-0.251,0.0365275811240257
"chr15:76573527:76573694:76555962:76574371:SE","SE","ENSMUSG00000033819","Ppp1r16a","chr15","+",76573527,76573694,167,"Regular (>50bp)",0.114,0.0280678457845143
"chr7:138472118:138472231:138448433:138474729:SE","SE","ENSMUSG00000041769","Ppp2r2d","chr7","+",138472118,138472231,113,"Regular (>50bp)",-0.426,0.00326530360508196
"chr2:173431580:173431741:173431467:173433909:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps","chr2","-",173431580,173431741,161,"Regular (>50bp)",-0.125,0.00064382463247612
"chr2:173431580:173432589:173431467:173433909:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps","chr2","-",173431580,173432589,1009,"Regular (>50bp)",-0.127,0.000578400887225834
"chr2:173442558:173442835:173441480:173447957:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps","chr2","-",173442558,173442835,277,"Regular (>50bp)",-0.106,0.0478460550034406
"chr2:173446298:173446390:173441480:173447957:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps","chr2","-",173446298,173446390,92,"Regular (>50bp)",-0.14,0.0142432199143336
"chr2:173448934:173449122:173446390:173450525:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps","chr2","-",173448934,173449122,188,"Regular (>50bp)",0.3,0.00709252141893229
"chr2:173490962:173491160:173438980:173501115:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps","chr2","-",173490962,173491160,198,"Regular (>50bp)",-0.244,0.00201368032987911
"chr2:173490962:173491160:173457369:173501115:SE","SE","ENSMUSG00000121504","Ppp4r1l-ps","chr2","-",173490962,173491160,198,"Regular (>50bp)",-0.188,3.21565627657686e-05
"chr19:3509746:3509764:3509480:3514544:SE","SE","ENSMUSG00000024908","Ppp6r3","chr19","-",3509746,3509764,18,"Microexon (0-30bp)",0.211,0
"chr12:17043453:17043574:17042320:17045614:SE","SE","ENSMUSG00000045679","Pqlc3","chr12","-",17043453,17043574,121,"Regular (>50bp)",-0.136,0.000946648483951806
"chr12:17047496:17047704:17045645:17047774:SE","SE","ENSMUSG00000045679","Pqlc3","chr12","-",17047496,17047704,208,"Regular (>50bp)",-0.234,0.000894816080795114
"chr12:65090316:65090385:65090131:65090541:SE","SE","ENSMUSG00000035597","Prpf39","chr12","+",65090316,65090385,69,"Regular (>50bp)",-0.126,0.000428683462664967
"chr13:35083297:35083438:35083206:35083813:SE","SE","ENSMUSG00000021413","Prpf4b","chr13","+",35083297,35083438,141,"Regular (>50bp)",-0.234,2.53480687567769e-10
"chr2:32102898:32104959:32102303:32106057:SE","SE","ENSMUSG00000039262","Prrc2b","chr2","+",32102898,32104959,2061,"Regular (>50bp)",0.157,0
"chr1:162501667:162501720:162501225:162504259:SE","SE","ENSMUSG00000040225","Prrc2c","chr1","-",162501667,162501720,53,"Regular (>50bp)",-0.185,0.000651537906469661
"chr1:162501671:162501720:162501225:162503173:SE","SE","ENSMUSG00000040225","Prrc2c","chr1","-",162501671,162501720,49,"Small (30-50bp)",-0.121,3.14841122952943e-07
"chr19:17189655:17189694:17185693:17193689:SE","SE","ENSMUSG00000039126","Prune2","chr19","+",17189655,17189694,39,"Small (30-50bp)",0.113,0.0330137103152969
"chr19:17189655:17189694:17189077:17193689:SE","SE","ENSMUSG00000039126","Prune2","chr19","+",17189655,17189694,39,"Small (30-50bp)",0.116,0.00583089718009933
"chr19:17193689:17193737:17185693:17198147:SE","SE","ENSMUSG00000039126","Prune2","chr19","+",17193689,17193737,48,"Small (30-50bp)",0.118,0.0452451347637844
"chr13:64445068:64445200:64423670:64456635:SE","SE","ENSMUSG00000021482","Prxl2c","chr13","-",64445068,64445200,132,"Regular (>50bp)",0.127,0.00371690750469796
"chr19:46315336:46315446:46314661:46315522:SE","SE","ENSMUSG00000037126","Psd","chr19","-",46315336,46315446,110,"Regular (>50bp)",-0.107,0.0379609693782597
"chr14:45567822:45567978:45567560:45568286:SE","SE","ENSMUSG00000021832","Psmc6","chr14","+",45567822,45567978,156,"Regular (>50bp)",-0.2,0.0355883330525339
"chr8:95317800:95317916:95316035:95318196:SE","SE","ENSMUSG00000031774","Psme3ip1","chr8","-",95317800,95317916,116,"Regular (>50bp)",0.36,0.000184545359371775
"chr7:130975264:130975559:130973118:130975793:SE","SE","ENSMUSG00000063179","Pstk","chr7","+",130975264,130975559,295,"Regular (>50bp)",-0.194,9.64503146274737e-06
"chr6:71866577:71866670:71866353:71870365:SE","SE","ENSMUSG00000063884","Ptcd3","chr6","-",71866577,71866670,93,"Regular (>50bp)",-0.241,0.0012739179402556
"chr15:73236889:73237044:73202864:73263607:SE","SE","ENSMUSG00000022607","Ptk2","chr15","-",73236889,73237044,155,"Regular (>50bp)",-0.277,1.82144288951477e-05
"chr15:73236889:73237044:73202864:73266496:SE","SE","ENSMUSG00000022607","Ptk2","chr15","-",73236889,73237044,155,"Regular (>50bp)",-0.161,0.0209261309066298
"chr10:116013622:116013733:115998515:116024104:SE","SE","ENSMUSG00000020151","Ptprr","chr10","+",116013622,116013733,111,"Regular (>50bp)",0.427,0.00195157682816876
"chr15:75946455:75946506:75944417:75947390:SE","SE","ENSMUSG00000002524","Puf60","chr15","-",75946455,75946506,51,"Regular (>50bp)",0.103,1.15926029246631e-07
"chr5:23968331:23968349:23967472:23973765:SE","SE","ENSMUSG00000057541","Pus7","chr5","-",23968331,23968349,18,"Microexon (0-30bp)",0.11,0.00249790685408837
"chr15:61978972:61979314:61910050:62114022:SE","SE","ENSMUSG00000097039","Pvt1","chr15","+",61978972,61979314,342,"Regular (>50bp)",-0.211,0.000722167580853768
"chr15:62021087:62021201:61910050:62047315:SE","SE","ENSMUSG00000097039","Pvt1","chr15","+",62021087,62021201,114,"Regular (>50bp)",0.143,0.0249316195848359
"chr15:62021087:62021201:61910050:62114022:SE","SE","ENSMUSG00000097039","Pvt1","chr15","+",62021087,62021201,114,"Regular (>50bp)",-0.103,0.0018368691764503
"chr15:62031845:62031977:61910050:62114022:SE","SE","ENSMUSG00000097039","Pvt1","chr15","+",62031845,62031977,132,"Regular (>50bp)",-0.211,0.000992881216836525
"chr5:115686340:115687171:115685007:115688179:SE","SE","ENSMUSG00000029528","Pxn","chr5","+",115686340,115687171,831,"Regular (>50bp)",0.501,0.000449868046760911
"chr10:128586151:128586206:128584435:128601015:SE","SE","ENSMUSG00000064030","Pym1","chr10","+",128586151,128586206,55,"Regular (>50bp)",0.113,5.65454028343824e-05
"chr10:127317561:127317624:127312567:127319844:SE","SE","ENSMUSG00000025404","R3hdm2","chr10","+",127317561,127317624,63,"Regular (>50bp)",0.107,0
"chr10:127317561:127317663:127307869:127319844:SE","SE","ENSMUSG00000025404","R3hdm2","chr10","+",127317561,127317663,102,"Regular (>50bp)",0.148,0.0118247305038172
"chr10:127317561:127317663:127312567:127319844:SE","SE","ENSMUSG00000025404","R3hdm2","chr10","+",127317561,127317663,102,"Regular (>50bp)",0.177,0
"chr9:64633905:64634099:64624270:64644865:SE","SE","ENSMUSG00000004771","Rab11a","chr9","-",64633905,64634099,194,"Regular (>50bp)",-0.167,0.000721898378352942
"chr8:27641624:27643187:27640831:27644173:SE","SE","ENSMUSG00000031488","Rab11fip1","chr8","-",27641624,27643187,1563,"Regular (>50bp)",0.102,1.94409167542602e-06
"chr6:85317324:85319343:85314652:85324761:SE","SE","ENSMUSG00000051343","Rab11fip5","chr6","-",85317324,85319343,2019,"Regular (>50bp)",0.117,0.0409838238074037
"chr11:115051263:115051340:115051181:115051460:SE","SE","ENSMUSG00000020732","Rab37","chr11","+",115051263,115051340,77,"Regular (>50bp)",-0.178,0.000132455907333545
"chr1:127869330:127869351:127866885:127870110:SE","SE","ENSMUSG00000036104","Rab3gap1","chr1","+",127869330,127869351,21,"Microexon (0-30bp)",0.191,7.9279837253698e-07
"chr19:10005648:10005867:10005001:10007513:SE","SE","ENSMUSG00000024663","Rab3il1","chr19","+",10005648,10005867,219,"Regular (>50bp)",0.181,0.0223369181215424
"chr15:99541273:99541404:99540852:99549387:SE","SE","ENSMUSG00000023015","Racgap1","chr15","-",99541273,99541404,131,"Regular (>50bp)",-0.147,1.11848013901345e-10
"chr6:112605422:112605485:112597865:112621548:SE","SE","ENSMUSG00000030254","Rad18","chr6","-",112605422,112605485,63,"Regular (>50bp)",0.107,0.0423353806275362
"chr8:85564635:85564763:85564222:85565097:SE","SE","ENSMUSG00000003813","Rad23a","chr8","-",85564635,85564763,128,"Regular (>50bp)",-0.209,0.000948284233830729
"chr2:33045299:33045351:33036662:33047783:SE","SE","ENSMUSG00000038831","Ralgps1","chr2","-",33045299,33045351,52,"Regular (>50bp)",0.167,0.00819283384841814
"chr2:33047783:33047941:33036665:33048921:SE","SE","ENSMUSG00000038831","Ralgps1","chr2","-",33047783,33047941,158,"Regular (>50bp)",0.157,0.0316311016764184
"chr11:74458041:74458077:74375797:74487707:SE","SE","ENSMUSG00000038807","Rap1gap2","chr11","-",74458041,74458077,36,"Small (30-50bp)",0.148,0.0299974855054127
"chr2:29609604:29609862:29600320:29610654:SE","SE","ENSMUSG00000039844","Rapgef1","chr2","+",29609604,29609862,258,"Regular (>50bp)",0.162,0.000387121321798303
"chr2:29609604:29609862:29600320:29612235:SE","SE","ENSMUSG00000039844","Rapgef1","chr2","+",29609604,29609862,258,"Regular (>50bp)",0.128,0.0424017922163595
"chr11:54452150:54452220:54437255:54459178:SE","SE","ENSMUSG00000037533","Rapgef6","chr11","+",54452150,54452220,70,"Regular (>50bp)",-0.183,0.000368485976317547
"chr11:54542574:54542589:54540165:54548071:SE","SE","ENSMUSG00000037533","Rapgef6","chr11","+",54542574,54542589,15,"Microexon (0-30bp)",0.211,0.000564883834454027
"chr9:96448068:96448175:96442834:96451072:SE","SE","ENSMUSG00000032413","Rasa2","chr9","-",96448068,96448175,107,"Regular (>50bp)",-0.198,4.69237267447185e-08
"chr9:96450416:96450540:96442834:96451072:SE","SE","ENSMUSG00000032413","Rasa2","chr9","-",96450416,96450540,124,"Regular (>50bp)",-0.137,8.3645898467828e-08
"chr7:140796941:140797625:140796764:140797798:SE","SE","ENSMUSG00000038618","Rassf7","chr7","+",140796941,140797625,684,"Regular (>50bp)",-0.112,0.000938360937500695
"chr7:140797500:140797625:140796764:140797798:SE","SE","ENSMUSG00000038618","Rassf7","chr7","+",140797500,140797625,125,"Regular (>50bp)",-0.12,0.00115252307102536
"chr14:59444252:59444379:59443171:59447376:SE","SE","ENSMUSG00000035469","Rcbtb1","chr14","+",59444252,59444379,127,"Regular (>50bp)",-0.509,0.0068701276387848
"chr1:38147484:38147548:38138102:38168542:SE","SE","ENSMUSG00000026082","Rev1","chr1","-",38147484,38147548,64,"Regular (>50bp)",-0.111,6.57950000471446e-05
"chr7:119423267:119423362:119423117:119426525:SE","SE","ENSMUSG00000030924","Rexo5","chr7","+",119423267,119423362,95,"Regular (>50bp)",0.105,0.00213734272654972
"chr19:27814806:27814881:27808192:27827110:SE","SE","ENSMUSG00000040929","Rfx3","chr19","-",27814806,27814881,75,"Regular (>50bp)",0.122,0.00107656566006517
"chr1:174903582:174903663:174894260:174904389:SE","SE","ENSMUSG00000026527","Rgs7","chr1","-",174903582,174903663,81,"Regular (>50bp)",-0.187,0.00596161908602796
"chr1:174904389:174904443:174887360:174905754:SE","SE","ENSMUSG00000026527","Rgs7","chr1","-",174904389,174904443,54,"Regular (>50bp)",0.194,0.000686295973082051
"chr1:174904389:174904443:174894260:174905754:SE","SE","ENSMUSG00000026527","Rgs7","chr1","-",174904389,174904443,54,"Regular (>50bp)",0.247,0.0436764758913934
"chr12:109609847:109609895:109606762:109611695:SE","SE","ENSMUSG00000097451","Rian","chr12","+",109609847,109609895,48,"Small (30-50bp)",0.123,0.0423969470140858
"chr7:140437894:140438185:140437467:140438279:SE","SE","ENSMUSG00000025485","Ric8a","chr7","+",140437894,140438185,291,"Regular (>50bp)",-0.42,0.00127786254016389
"chr4:119338188:119338249:119335218:119349493:SE","SE","ENSMUSG00000048899","Rimkla","chr4","-",119338188,119338249,61,"Regular (>50bp)",0.227,1.48762805021752e-05
"chr11:61344253:61344322:61343739:61344444:SE","SE","ENSMUSG00000010086","Rnf112","chr11","-",61344253,61344322,69,"Regular (>50bp)",-0.188,0.000491642700895875
"chr11:61344253:61344322:61343773:61344444:SE","SE","ENSMUSG00000010086","Rnf112","chr11","-",61344253,61344322,69,"Regular (>50bp)",-0.368,0.000243901099516242
"chr18:38433481:38433643:38429851:38446264:SE","SE","ENSMUSG00000060450","Rnf14","chr18","+",38433481,38433643,162,"Regular (>50bp)",-0.266,2.3563718668974e-05
"chr18:38440917:38441448:38429851:38446264:SE","SE","ENSMUSG00000060450","Rnf14","chr18","+",38440917,38441448,531,"Regular (>50bp)",-0.262,4.81587800938116e-06
"chr10:29237280:29237341:29230443:29237959:SE","SE","ENSMUSG00000038876","Rnf146","chr10","-",29237280,29237341,61,"Regular (>50bp)",0.111,0.010811363765485
"chr11:116231163:116231204:116229656:116235020:SE","SE","ENSMUSG00000052949","Rnf157","chr11","-",116231163,116231204,41,"Small (30-50bp)",0.238,4.1730234038217e-08
"chr13:43819233:43819298:43769543:43821235:SE","SE","ENSMUSG00000044164","Rnf182","chr13","+",43819233,43819298,65,"Regular (>50bp)",0.115,0.00379761135967753
"chr2:119617701:119617778:119614451:119617895:SE","SE","ENSMUSG00000034032","Rpap1","chr2","-",119617701,119617778,77,"Regular (>50bp)",-0.138,0.00302989543199504
"chr4:135775122:135775164:135756016:135778481:SE","SE","ENSMUSG00000059291","Rpl11","chr4","-",135775122,135775164,42,"Small (30-50bp)",0.139,0.00346619934067699
"chr3:95693631:95693763:95692418:95694595:SE","SE","ENSMUSG00000028106","Rprd2","chr3","-",95693631,95693763,132,"Regular (>50bp)",0.27,2.07777865641766e-07
"chr5:123884834:123884933:123883652:123887351:SE","SE","ENSMUSG00000029422","Rsrc2","chr5","-",123884834,123884933,99,"Regular (>50bp)",-0.133,8.59740106300302e-05
"chr11:29656409:29658770:29655591:29683632:SE","SE","ENSMUSG00000020458","Rtn4","chr11","+",29656409,29658770,2361,"Regular (>50bp)",-0.197,1.92788115568587e-11
"chr16:32661906:32661951:32658723:32663367:SE","SE","ENSMUSG00000035629","Rubcn","chr16","-",32661906,32661951,45,"Small (30-50bp)",0.329,0
"chr3:146390687:146390884:146368537:146391190:SE","SE","ENSMUSG00000048652","Samd13","chr3","-",146390687,146390884,197,"Regular (>50bp)",0.377,0.0163937500737733
"chr3:146390687:146390895:146386602:146391190:SE","SE","ENSMUSG00000048652","Samd13","chr3","-",146390687,146390895,208,"Regular (>50bp)",-0.103,0.0333825528160974
"chr14:47290306:47290570:47254252:47301676:SE","SE","ENSMUSG00000021838","Samd4","chr14","+",47290306,47290570,264,"Regular (>50bp)",-0.15,0.0145516858827349
"chr15:89191374:89191398:89191138:89191695:SE","SE","ENSMUSG00000036529","Sbf1","chr15","-",89191374,89191398,24,"Microexon (0-30bp)",0.134,0
"chr7:109940496:109940571:109939281:109948061:SE","SE","ENSMUSG00000038371","Sbf2","chr7","-",109940496,109940571,75,"Regular (>50bp)",0.239,2.67972427983008e-05
"chr15:75921305:75921389:75921150:75921898:SE","SE","ENSMUSG00000022568","Scrib","chr15","-",75921305,75921389,84,"Regular (>50bp)",-0.132,2.11757429750358e-07
"chr16:35167968:35168163:35149983:35181930:SE","SE","ENSMUSG00000034473","Sec22a","chr16","-",35167968,35168163,195,"Regular (>50bp)",-0.144,1.3670622159289e-07
"chr14:20735279:20735348:20734089:20736576:SE","SE","ENSMUSG00000039367","Sec24c","chr14","+",20735279,20735348,69,"Regular (>50bp)",0.143,0.00375217365350685
"chr19:44531704:44531828:44524692:44532139:SE","SE","ENSMUSG00000051984","Sec31b","chr19","-",44531704,44531828,124,"Regular (>50bp)",0.165,0.00362022944500785
"chr2:5881651:5881812:5879229:5887391:SE","SE","ENSMUSG00000025816","Sec61a2","chr2","-",5881651,5881812,161,"Regular (>50bp)",0.101,0.03498916745618
"chr2:5887391:5887501:5881812:5891309:SE","SE","ENSMUSG00000025816","Sec61a2","chr2","-",5887391,5887501,110,"Regular (>50bp)",-0.139,0.0273040553546727
"chr11:120959860:120959914:120959672:120960413:SE","SE","ENSMUSG00000025165","Sectm1a","chr11","-",120959860,120959914,54,"Regular (>50bp)",0.276,3.3470602441056e-05
"chr1:93407185:93407321:93406902:93416845:SE","SE","ENSMUSG00000026276","Septin2","chr1","+",93407185,93407321,136,"Regular (>50bp)",-0.169,0.0418270079576347
"chr17:6119573:6119663:6117935:6122108:SE","SE","ENSMUSG00000015659","Serac1","chr17","-",6119573,6119663,90,"Regular (>50bp)",0.163,0.0054059057236589
"chr16:93387143:93388191:93386973:93393185:SE","SE","ENSMUSG00000022948","Setd4","chr16","-",93387143,93388191,1048,"Regular (>50bp)",-0.186,0.0173250062120832
"chr16:93387761:93388191:93384788:93393185:SE","SE","ENSMUSG00000022948","Setd4","chr16","-",93387761,93388191,430,"Regular (>50bp)",0.209,0.000896301480330683
"chr16:93390134:93390220:93388191:93393185:SE","SE","ENSMUSG00000022948","Setd4","chr16","-",93390134,93390220,86,"Regular (>50bp)",0.142,0.000212681288948456
"chr8:96442980:96443122:96442591:96444820:SE","SE","ENSMUSG00000031671","Setd6","chr8","+",96442980,96443122,142,"Regular (>50bp)",-0.278,0.0369735612330791
"chr8:96443548:96443669:96443429:96444820:SE","SE","ENSMUSG00000031671","Setd6","chr8","+",96443548,96443669,121,"Regular (>50bp)",-0.106,0.00028535479141325
"chr6:4711307:4711380:4694184:4746979:SE","SE","ENSMUSG00000004631","Sgce","chr6","-",4711307,4711380,73,"Regular (>50bp)",-0.315,0.00242929849777765
"chr4:102757722:102757734:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102757722,102757734,12,"Microexon (0-30bp)",0.461,0.00482199685480026
"chr4:102762761:102762773:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102762761,102762773,12,"Microexon (0-30bp)",0.167,0.012020875500013
"chr4:102791742:102791802:102786109:102813295:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102791742,102791802,60,"Regular (>50bp)",0.135,0.00938056998262256
"chr19:32237375:32237497:32137763:32266940:SE","SE","ENSMUSG00000040451","Sgms1","chr19","-",32237375,32237497,122,"Regular (>50bp)",0.14,0.00324301571806219
"chr4:137980922:137981000:137977819:137981583:SE","SE","ENSMUSG00000045349","Sh2d5","chr4","+",137980922,137981000,78,"Regular (>50bp)",0.258,0.0165568200991455
"chr4:137981141:137981269:137977819:137981583:SE","SE","ENSMUSG00000045349","Sh2d5","chr4","+",137981141,137981269,128,"Regular (>50bp)",0.142,6.17558934727634e-05
"chr2:30239237:30239249:30238629:30240299:SE","SE","ENSMUSG00000026860","Sh3glb2","chr2","-",30239237,30239249,12,"Microexon (0-30bp)",0.228,1.00380021755475e-13
"chrX:158600237:158600294:158599702:158607470:SE","SE","ENSMUSG00000040990","Sh3kbp1","chrX","+",158600237,158600294,57,"Regular (>50bp)",-0.529,0.000846972086302339
"chr19:47271459:47271543:47266869:47275043:SE","SE","ENSMUSG00000053617","Sh3pxd2a","chr19","-",47271459,47271543,84,"Regular (>50bp)",0.109,0.000899116199034486
"chr19:47308714:47308759:47302605:47331878:SE","SE","ENSMUSG00000053617","Sh3pxd2a","chr19","-",47308714,47308759,45,"Small (30-50bp)",0.181,0.0101520790751036
