VastDB.ID,gene,Ptbp1.dPSI,Ptbp1.signif,Srrm4.dPSI,Srrm4.signif,Srrm3.Srrm4.dPSI,Srrm3.Srrm4.signif,Srsf11.dPSI,Srsf11.signif,Rbfox2.dPSI,Rbfox2.signif,Srrm3.dPSI,Srrm3.signif,Rnps1.dPSI,Rnps1.signif
MmuEX0010193,Cd320,-2,n.s.,-0.4,n.s.,1,n.s.,1,n.s.,1,n.s.,-1,n.s.,0,n.s.
MmuEX0024363,Ipo4,0,n.s.,-0.6,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.,-3,n.s.
MmuEX0039339,Rec8,0,n.s.,0.3,n.s.,1,n.s.,-1,n.s.,-2,n.s.,0,n.s.,-2,n.s.
MmuEX0039340,Rec8,0,n.s.,-0.7,n.s.,-2,n.s.,-3,n.s.,-7,n.s.,-1,n.s.,-6,n.s.
MmuEX0039341,Rec8,-3,n.s.,1.2,n.s.,-2,n.s.,-2,n.s.,-4,n.s.,-4,n.s.,-2,n.s.
MmuEX0039342,Rec8,0,n.s.,-0.1,n.s.,-3,n.s.,0,n.s.,-12,lower,0,n.s.,-2,n.s.
MmuEX0024518,Irf9,-5,n.s.,NA,n.s.,5,n.s.,5,n.s.,-1,n.s.,NA,n.s.,NA,n.s.
MmuEX0024519,Irf9,0,n.s.,0.7,n.s.,-1,n.s.,-1,n.s.,0,n.s.,0,n.s.,1,n.s.
MmuEX0024520,Irf9,-2,n.s.,1.7,n.s.,-5,n.s.,0,n.s.,0,n.s.,-2,n.s.,1,n.s.
MmuEX0028415,Mdp1,1,n.s.,0.5,n.s.,-1,n.s.,0,n.s.,-3,n.s.,0,n.s.,0,n.s.
MmuEX0047783,Tmem161a,2,n.s.,-0.7,n.s.,1,n.s.,-3,n.s.,-13,lower,0,n.s.,-18,lower
MmuEX0042931,Slc25a42,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0031280,Ndufa11,0,n.s.,-0.4,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.,-2,n.s.
MmuEX0032277,Nr2f6,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0032278,Nr2f6,-4,n.s.,-0.9,n.s.,-2,n.s.,1,n.s.,-4,n.s.,1,n.s.,2,n.s.
MmuEX0050764,Use1,1,n.s.,-2.1,n.s.,-1,n.s.,0,n.s.,-5,n.s.,-2,n.s.,-7,n.s.
MmuEX0015997,Dyrk1b,0,n.s.,0.5,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,-4,n.s.
MmuEX0008161,Braf,24,higher,-0.7,n.s.,NA,n.s.,-3,n.s.,0,n.s.,NA,n.s.,NA,n.s.
MmuEX0008162,Braf,0,n.s.,-1.8,n.s.,-4,n.s.,-8,n.s.,2,n.s.,-4,n.s.,-4,n.s.
MmuEX0022987,Hltf,-1,n.s.,-0.4,n.s.,1,n.s.,1,n.s.,1,n.s.,0,n.s.,0,n.s.
MmuEX0022988,Hltf,0,n.s.,0.1,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0037355,Prpf6,0,n.s.,0.6,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,-1,n.s.
MmuEX0039646,Rgs20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0003231,Abhd3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0046727,Tchp,1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0049265,Tsc2,-4,n.s.,-0.1,n.s.,-4,n.s.,1,n.s.,-4,n.s.,-2,n.s.,-8,n.s.
MmuEX0049266,Tsc2,20,higher,-6.5,n.s.,-6,n.s.,-28,lower,-76,lower,-8,n.s.,-7,n.s.
MmuEX0049267,Tsc2,-7,n.s.,0.4,n.s.,1,n.s.,1,n.s.,1,n.s.,1,n.s.,-2,n.s.
MmuEX0049268,Tsc2,0,n.s.,-5.7,n.s.,0,n.s.,3,n.s.,-1,n.s.,0,n.s.,-8,n.s.
MmuEX0038024,Puf60,-1,n.s.,-0.9,n.s.,1,n.s.,2,n.s.,1,n.s.,0,n.s.,-4,n.s.
MmuEX0038025,Puf60,4,n.s.,-0.2,n.s.,-2,n.s.,-24,lower,-1,n.s.,1,n.s.,6,n.s.
MmuEX0036363,Pon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047096,Tgfb1,1,n.s.,0.8,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,-6,n.s.
MmuEX0004512,Akap8l,-2,n.s.,-3.4,n.s.,0,n.s.,1,n.s.,-3,n.s.,0,n.s.,NA,NA
MmuEX0004513,Akap8l,-1,n.s.,-0.5,n.s.,1,n.s.,0,n.s.,0,n.s.,0,n.s.,1,n.s.
MmuEX0034112,Pdcd2l,0,n.s.,4.9,n.s.,-9,n.s.,-7,n.s.,-8,n.s.,-4,n.s.,7,n.s.
MmuEX0034113,Pdcd2l,1,n.s.,-2.2,n.s.,0,n.s.,-1,n.s.,-1,n.s.,-1,n.s.,-5,n.s.
MmuEX0022076,Gtf2f1,-1,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0014241,Dennd1c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014242,Dennd1c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0037154,Prkd1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0037201,Prkra,0,n.s.,-0.6,n.s.,-1,n.s.,-1,n.s.,0,n.s.,0,n.s.,-6,n.s.
MmuEX0035692,Plekha3,0,n.s.,-0.4,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0007705,Baz1b,-2,n.s.,0.2,n.s.,1,n.s.,1,n.s.,-2,n.s.,2,n.s.,4,n.s.
MmuEX0007706,Baz1b,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0034543,Pex6,2,n.s.,-0.3,n.s.,0,n.s.,-1,n.s.,1,n.s.,0,n.s.,-1,n.s.
MmuEX0034355,Pdxk-ps,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0034356,Pdxk-ps,NA,NA,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,NA
MmuEX0020343,Ggct,0,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0024826,Jag2,-1,n.s.,-0.6,n.s.,0,n.s.,-2,n.s.,0,n.s.,0,n.s.,-7,n.s.
MmuEX0008382,Btbd6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0032610,Nudt14,-1,n.s.,-3.4,n.s.,2,n.s.,0,n.s.,-9,n.s.,-3,n.s.,-30,lower
MmuEX0048514,Top3a,0,n.s.,-0.1,n.s.,0,n.s.,-1,n.s.,-2,n.s.,-1,n.s.,0,n.s.
MmuEX0006664,Atg4d,1,n.s.,-1.5,n.s.,0,n.s.,-1,n.s.,-6,n.s.,1,n.s.,1,n.s.
MmuEX0038184,Qtrt1,1,n.s.,-1.8,n.s.,-1,n.s.,1,n.s.,-4,n.s.,-1,n.s.,-11,lower
MmuEX0035830,Plin4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0022543,Hdgfrp2,0,n.s.,0.7,n.s.,1,n.s.,0,n.s.,-6,n.s.,-1,n.s.,-3,n.s.
MmuEX0022544,Hdgfrp2,0,n.s.,-0.8,n.s.,-3,n.s.,-2,n.s.,-15,lower,1,n.s.,-1,n.s.
MmuEX0001570,4930455C21Rik,-1,n.s.,0.1,n.s.,0,n.s.,-1,n.s.,-2,n.s.,0,n.s.,0,n.s.
MmuEX0035473,Pla1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0035474,Pla1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025104,Kcnn1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0027696,Map2k7,1,n.s.,10.2,higher,7,n.s.,-7,n.s.,-9,n.s.,1,n.s.,-5,n.s.
MmuEX0027697,Map2k7,-1,n.s.,-1.9,n.s.,-2,n.s.,0,n.s.,-2,n.s.,-1,n.s.,-12,lower
MmuEX0047353,Timm44,0,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0005423,Ap2a2,-1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0005424,Ap2a2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0028540,Med25,0,n.s.,0.1,n.s.,15,n.s.,6,n.s.,-3,n.s.,-2,n.s.,-13,lower
MmuEX0011774,Clptm1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0039395,Relb,0,n.s.,0.6,n.s.,-3,n.s.,NA,n.s.,NA,n.s.,-2,n.s.,0,n.s.
MmuEX0039396,Relb,-10,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,-1,n.s.,-3,n.s.
MmuEX0005588,Apoc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0037110,Prkar2b,0,n.s.,0.6,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0025699,Klf4,0,n.s.,3.4,n.s.,-4,n.s.,-2,n.s.,-1,n.s.,NA,n.s.,NA,n.s.
MmuEX0005400,Ap1m1,0,n.s.,-1,n.s.,-1,n.s.,1,n.s.,1,n.s.,0,n.s.,-1,n.s.
MmuEX0038397,Rab8a,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,-2,n.s.,1,n.s.,-2,n.s.
MmuEX0013329,Cyp2c29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0045294,Stard3nl,0,n.s.,0.1,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0045388,Stk11,-2,n.s.,-1.8,n.s.,-2,n.s.,-8,n.s.,-5,n.s.,0,n.s.,-8,n.s.
MmuEX0045389,Stk11,0,n.s.,-3.4,n.s.,-2,n.s.,10,higher,4,n.s.,1,n.s.,-2,n.s.
MmuEX0036842,Ppp5c,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,-6,n.s.,0,n.s.,-1,n.s.
MmuEX0010540,Cdk12,-2,n.s.,0.4,n.s.,-1,n.s.,-2,n.s.,-2,n.s.,-2,n.s.,-1,n.s.
MmuEX0010541,Cdk12,NA,n.s.,NA,n.s.,-5,n.s.,5,n.s.,-5,n.s.,0,n.s.,-3,n.s.
MmuEX0026522,Lipe,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0046501,Tbc1d8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0013525,D1Bwg0212e,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0043032,Slc2a3,0,n.s.,0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0019540,Foxj2,-1,n.s.,3.6,n.s.,-1,n.s.,3,n.s.,-1,n.s.,3,n.s.,-3,n.s.
MmuEX0024508,Irf3,0,n.s.,4.4,n.s.,-5,n.s.,-5,n.s.,-1,n.s.,3,n.s.,-13,lower
MmuEX0042180,Sh3gl1,-3,n.s.,-4,n.s.,4,n.s.,5,n.s.,-3,n.s.,-3,n.s.,0,n.s.
MmuEX0042181,Sh3gl1,1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,NA,n.s.
MmuEX0009999,Ccdc94,0,n.s.,0.9,n.s.,2,n.s.,3,n.s.,0,n.s.,0,n.s.,-2,n.s.
MmuEX0038717,Ranbp2,0,n.s.,1.1,n.s.,0,n.s.,-1,n.s.,-4,n.s.,0,n.s.,1,n.s.
MmuEX0038718,Ranbp2,0,n.s.,0.2,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0013422,Cyth2,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.
MmuEX0045710,Sult2b1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0009118,Car11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0009119,Car11,-7,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,NA
MmuEX0014826,Dlgap1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0035542,Plag1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0035543,Plag1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0022442,Hck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025362,Keap1,0,n.s.,0.6,n.s.,-1,n.s.,0,n.s.,-2,n.s.,-1,n.s.,-3,n.s.
MmuEX0006961,Atp8b3,3,n.s.,9.3,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,-23,lower
MmuEX0017810,Fam108a,-3,n.s.,1.2,n.s.,-4,n.s.,-8,n.s.,-11,lower,-3,n.s.,-29,lower
MmuEX0008842,Cacnb3,0,n.s.,-8.4,n.s.,-8,n.s.,1,n.s.,-1,n.s.,1,n.s.,-1,n.s.
MmuEX0008843,Cacnb3,-1,n.s.,-2.8,n.s.,3,n.s.,5,n.s.,-7,n.s.,-1,n.s.,-1,n.s.
MmuEX0009864,Ccdc65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0035659,Pld3,0,n.s.,0.9,n.s.,-1,n.s.,1,n.s.,-2,n.s.,1,n.s.,-2,n.s.
MmuEX0035660,Pld3,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,-1,n.s.
MmuEX0021889,Grik5,0,n.s.,-1.2,n.s.,-1,n.s.,-2,n.s.,-2,n.s.,0,n.s.,-4,n.s.
MmuEX0021890,Grik5,0,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0045185,St8sia6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0045762,Supt5h,0,n.s.,-2.4,n.s.,-1,n.s.,0,n.s.,-6,n.s.,-1,n.s.,-1,n.s.
MmuEX0045763,Supt5h,-1,n.s.,1.3,n.s.,-3,n.s.,-1,n.s.,-6,n.s.,1,n.s.,-8,n.s.
MmuEX0033457,Paf1,1,n.s.,0,n.s.,0,n.s.,-4,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0034513,Pex19,0,n.s.,-0.7,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,1,n.s.
MmuEX0012721,Crhr2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0012722,Crhr2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0012723,Crhr2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0024098,Impdh1,3,n.s.,-1.3,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0024099,Impdh1,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,-1,n.s.
MmuEX0015911,Dusp3,3,n.s.,-1.3,n.s.,-5,n.s.,2,n.s.,-12,lower,0,n.s.,-12,lower
MmuEX0015912,Dusp3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0042822,Slc25a1,0,n.s.,-1.4,n.s.,0,n.s.,2,n.s.,-1,n.s.,-2,n.s.,-11,lower
MmuEX0014381,Dgcr6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014034,Ddr1,-35,lower,3.4,n.s.,3,n.s.,2,n.s.,-7,n.s.,8,n.s.,-18,lower
MmuEX0014035,Ddr1,-1,n.s.,-0.2,n.s.,1,n.s.,1,n.s.,-2,n.s.,0,n.s.,-2,n.s.
MmuEX0017237,Ercc1,1,n.s.,0.5,n.s.,0,n.s.,-3,n.s.,-1,n.s.,-1,n.s.,-1,n.s.
MmuEX0017238,Ercc1,1,n.s.,-0.9,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,-1,n.s.
MmuEX0006312,As3mt,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0023160,Homer3,-2,n.s.,1.2,n.s.,0,n.s.,11,higher,-23,lower,-10,n.s.,-28,lower
MmuEX0012787,Crtc1,3,n.s.,-1.2,n.s.,-3,n.s.,0,n.s.,-11,n.s.,1,n.s.,-22,lower
MmuEX0040151,Rnf215,2,n.s.,-0.6,n.s.,-3,n.s.,0,n.s.,-2,n.s.,-1,n.s.,-23,lower
MmuEX0040152,Rnf215,-15,lower,-13.5,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,4,n.s.,-34,lower
MmuEX0041427,Sec14l2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0041428,Sec14l2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0012521,Cp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0012522,Cp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0012778,Crot,-1,n.s.,0,n.s.,0,n.s.,-1,n.s.,-1,n.s.,0,n.s.,-2,n.s.
MmuEX0046220,Taf6l,-11,lower,-6,n.s.,-1,n.s.,-1,n.s.,-2,n.s.,1,n.s.,0,n.s.
MmuEX0027608,Man1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0024720,Itpkc,0,n.s.,0.1,n.s.,-1,n.s.,1,n.s.,NA,n.s.,0,n.s.,-1,n.s.
MmuEX0003972,Adck4,2,n.s.,-1.9,n.s.,6,n.s.,-4,n.s.,5,n.s.,-4,n.s.,-8,n.s.
MmuEX0003973,Adck4,1,n.s.,-1.1,n.s.,-1,n.s.,-3,n.s.,1,n.s.,0,n.s.,-1,n.s.
MmuEX0003974,Adck4,2,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0008227,Brd8,1,n.s.,-0.9,n.s.,-3,n.s.,-9,n.s.,-7,n.s.,-2,n.s.,-7,n.s.
MmuEX0008228,Brd8,1,n.s.,2.1,n.s.,2,n.s.,2,n.s.,-6,n.s.,1,n.s.,-27,lower
MmuEX0025507,Kif20a,0,n.s.,0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-2,n.s.
MmuEX0018639,Farsa,0,n.s.,-0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0020190,Gcdh,1,n.s.,-2.6,n.s.,2,n.s.,NA,n.s.,NA,NA,3,n.s.,-2,n.s.
MmuEX0020191,Gcdh,4,n.s.,1.9,n.s.,1,n.s.,0,n.s.,-3,n.s.,3,n.s.,NA,n.s.
MmuEX0027998,Mast2,0,n.s.,-0.2,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.,-17,lower
MmuEX0027999,Mast2,0,n.s.,0.2,n.s.,0,n.s.,1,n.s.,1,n.s.,0,n.s.,-5,n.s.
MmuEX0028000,Mast2,2,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-1,n.s.,NA,n.s.
MmuEX0028001,Mast2,0,n.s.,15,n.s.,-4,n.s.,10,n.s.,6,n.s.,-27,lower,-36,lower
MmuEX0015258,Dnase2a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0008936,Calr,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0045885,Syce2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0031577,Nfat5,4,n.s.,3.6,n.s.,1,n.s.,-10,n.s.,-2,n.s.,2,n.s.,-8,n.s.
MmuEX0031936,Nob1,0,n.s.,-1.1,n.s.,0,n.s.,-2,n.s.,-2,n.s.,-1,n.s.,0,n.s.
MmuEX0036514,Ppfia3,18,higher,-16.2,lower,-24,lower,NA,NA,-39,lower,-22,lower,-33,lower
MmuEX0007689,Bax,0,n.s.,0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0018044,Fam162a,0,n.s.,1.4,n.s.,0,n.s.,-7,n.s.,-4,n.s.,0,n.s.,0,n.s.
MmuEX0045020,Ssbp2,2,n.s.,0,n.s.,4,n.s.,-6,n.s.,3,n.s.,-1,n.s.,-11,lower
MmuEX0018588,Fancl,-3,n.s.,0.2,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,-4,n.s.
MmuEX0045333,Stat5a,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,NA,NA,NA
MmuEX0038010,Ptrf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0015126,Dnaja3,0,n.s.,-0.4,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0015127,Dnaja3,1,n.s.,1.2,n.s.,1,n.s.,2,n.s.,-2,n.s.,-1,n.s.,-2,n.s.
MmuEX0004876,Angptl2,0,n.s.,-0.2,n.s.,-2,n.s.,0,n.s.,-2,n.s.,-1,n.s.,NA,n.s.
MmuEX0008774,Cacna1e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0008775,Cacna1e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0008776,Cacna1e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0008733,Cacna1b,-1,n.s.,-1.3,n.s.,4,n.s.,2,n.s.,3,n.s.,-5,n.s.,-21,lower
MmuEX0008734,Cacna1b,4,n.s.,0.9,n.s.,1,n.s.,-5,n.s.,5,n.s.,6,n.s.,12,higher
MmuEX0008735,Cacna1b,0,n.s.,-3.4,n.s.,-1,n.s.,-5,n.s.,-4,n.s.,-1,n.s.,-16,lower
MmuEX0033791,Pax2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0033792,Pax2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0033793,Pax2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0006718,Atn1,-1,n.s.,-2.7,n.s.,1,n.s.,-3,n.s.,-2,n.s.,0,n.s.,-7,n.s.
MmuEX0016763,Emg1,0,n.s.,0.4,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,-14,lower
MmuEX0026690,Lpcat3,-1,n.s.,-1,n.s.,1,n.s.,0,n.s.,0,n.s.,-1,n.s.,-1,n.s.
MmuEX0026691,Lpcat3,0,n.s.,0.1,n.s.,-1,n.s.,1,n.s.,-2,n.s.,0,n.s.,0,n.s.
MmuEX0011591,Clcn5,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0011582,Clcn3,-4,n.s.,2.7,n.s.,4,n.s.,0,n.s.,2,n.s.,1,n.s.,18,higher
MmuEX0022892,Hif3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0022893,Hif3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0022894,Hif3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0051166,Utp20,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0026115,Large,-2,n.s.,3.1,n.s.,3,n.s.,2,n.s.,-2,n.s.,-1,n.s.,-1,n.s.
MmuEX0026116,Large,0,n.s.,2.6,n.s.,2,n.s.,3,n.s.,3,n.s.,-1,n.s.,0,n.s.
MmuEX0026117,Large,-2,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,1,n.s.,1,n.s.
MmuEX0026118,Large,0,n.s.,-0.6,n.s.,-4,n.s.,0,n.s.,-2,n.s.,1,n.s.,0,n.s.
MmuEX0016775,Emid2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0046352,Tax1bp1,0,n.s.,0.8,n.s.,0,n.s.,2,n.s.,1,n.s.,-1,n.s.,-1,n.s.
MmuEX0046353,Tax1bp1,0,n.s.,0.7,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,-2,n.s.
MmuEX0031240,Ndrg2,24,higher,3.1,n.s.,NA,n.s.,-23,lower,-7,n.s.,-6,n.s.,NA,n.s.
MmuEX0028713,Mett11d1,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,1,n.s.,0,n.s.
MmuEX0028714,Mett11d1,6,n.s.,-6,n.s.,-10,n.s.,-7,n.s.,-19,n.s.,-7,n.s.,1,n.s.
MmuEX0006037,Arhgef40,9,n.s.,-5.4,n.s.,-11,n.s.,6,n.s.,NA,n.s.,-10,n.s.,-10,n.s.
MmuEX0005997,Arhgef18,0,n.s.,-1.8,n.s.,-1,n.s.,1,n.s.,1,n.s.,0,n.s.,0,n.s.
MmuEX0035432,Pkn2,-9,n.s.,0.1,n.s.,0,n.s.,-5,n.s.,-13,lower,2,n.s.,-25,lower
MmuEX0035433,Pkn2,-1,n.s.,0.1,n.s.,0,n.s.,0,n.s.,-2,n.s.,0,n.s.,-1,n.s.
MmuEX0010194,Cd33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0010195,Cd33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0031800,Nkg7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0034057,Pcp2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0042022,Sgce,11,higher,-31.2,lower,-43,lower,-19,lower,-8,n.s.,-22,lower,-33,lower
MmuEX0050030,Tyr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0030596,Myo9b,0,n.s.,0.5,n.s.,1,n.s.,0,n.s.,1,n.s.,-2,n.s.,-4,n.s.
