VastDB.ID,gene,length,chrom,start,end,strand,neural.trend,ASD.trend
MmuEX0036514,Ppfia3,27,chr7,52597872,52599110,-,Neural-high,n.s.
MmuEX0007689,Bax,105,chr7,52717337,52720558,-,NA,NA
MmuEX0018044,Fam162a,109,chr16,36044178,36049927,-,NA,NA
MmuEX0045020,Ssbp2,90,chr13,91704300,91803722,+,NA,n.s.
MmuEX0018588,Fancl,151,chr11,26334501,26368334,+,NA,NA
MmuEX0045333,Stat5a,52,chr11,100742500,100743375,+,NA,NA
MmuEX0038010,Ptrf,102,chr11,100820640,100831303,-,NA,NA
MmuEX0015126,Dnaja3,129,chr16,4697316,4701168,+,NA,NA
MmuEX0015127,Dnaja3,117,chr16,4702309,4706567,+,NA,n.s.
MmuEX0004876,Angptl2,271,chr2,33097914,33101606,+,NA,NA
MmuEX0008774,Cacna1e,97,chr1,156261212,156268157,-,NA,NA
MmuEX0008775,Cacna1e,57,chr1,156319844,156324895,-,Neural-high,n.s.
MmuEX0008776,Cacna1e,90,chr1,156333838,156335914,-,NA,NA
MmuEX0008733,Cacna1b,66,chr2,24493038,24494613,-,NA,NA
MmuEX0008734,Cacna1b,138,chr2,24506149,24508423,-,NA,NA
MmuEX0008735,Cacna1b,132,chr2,24552868,24555445,-,NA,NA
MmuEX0033791,Pax2,166,chr19,44831927,44836177,+,NA,NA
MmuEX0033792,Pax2,69,chr19,44865293,44890397,+,NA,NA
MmuEX0033793,Pax2,83,chr19,44907762,44910440,+,NA,NA
MmuEX0006718,Atn1,144,chr6,124693429,124694737,-,NA,NA
MmuEX0016763,Emg1,102,chr6,124655675,124661880,-,NA,NA
MmuEX0026690,Lpcat3,107,chr6,124648196,124650024,+,NA,NA
MmuEX0026691,Lpcat3,179,chr6,124650297,124651486,+,NA,inconsistent
MmuEX0011591,Clcn5,64,chrX,6893950,6896231,-,NA,NA
MmuEX0011582,Clcn3,76,chr8,63391973,63398136,-,NA,n.s.
MmuEX0022892,Hif3a,148,chr7,17630317,17634348,-,NA,NA
MmuEX0022893,Hif3a,209,chr7,17634456,17636481,-,NA,NA
MmuEX0022894,Hif3a,56,chr7,17637356,17640030,-,NA,NA
MmuEX0051166,Utp20,188,chr10,88213469,88215651,-,NA,NA
MmuEX0026115,Large,196,chr8,75339921,75347591,-,NA,NA
MmuEX0026116,Large,126,chr8,75383245,75409589,-,NA,NA
MmuEX0026117,Large,105,chr8,75409703,75572192,-,NA,NA
MmuEX0026118,Large,124,chr8,75572365,75640301,-,NA,NA
MmuEX0016775,Emid2,123,chr5,137312628,137358719,-,NA,NA
MmuEX0046352,Tax1bp1,186,chr6,52687167,52691944,+,NA,NA
MmuEX0046353,Tax1bp1,147,chr6,52692170,52694215,+,NA,NA
MmuEX0031240,Ndrg2,42,chr14,52530461,52531140,-,NA,n.s.
MmuEX0028713,Mett11d1,74,chr14,52506980,52508416,+,NA,NA
MmuEX0028714,Mett11d1,71,chr14,52508512,52509202,+,NA,NA
MmuEX0006037,Arhgef40,21,chr14,52624418,52624663,+,NA,NA
MmuEX0005997,Arhgef18,141,chr8,3448569,3450780,+,NA,NA
MmuEX0035432,Pkn2,144,chr3,142474567,142483500,-,Neural-low,ASD-high
MmuEX0035433,Pkn2,301,chr3,142502327,142544574,-,NA,inconsistent
MmuEX0010194,Cd33,83,chr7,50784379,50785235,-,NA,NA
MmuEX0010195,Cd33,152,chr7,50787687,50788427,-,NA,NA
MmuEX0031800,Nkg7,135,chr7,50693054,50693408,+,NA,NA
MmuEX0034057,Pcp2,59,chr8,3623559,3624507,-,NA,NA
MmuEX0042022,Sgce,35,chr6,4624633,4628066,-,Neural-high,ASD-low
MmuEX0050030,Tyr,148,chr7,94586629,94632330,-,NA,NA
MmuEX0030596,Myo9b,122,chr8,73852580,73857152,+,NA,NA
MmuEX0030597,Myo9b,48,chr8,73882136,73882861,+,NA,ASD-low
MmuEX0022526,Hdac9,89,chr12,34792217,34854859,-,NA,NA
MmuEX0022527,Hdac9,88,chr12,34900406,34906068,-,NA,NA
MmuEX0022528,Hdac9,261,chr12,34997577,35074109,-,NA,NA
MmuEX0022529,Hdac9,132,chr12,35087733,35114362,-,NA,n.s.
MmuEX0022530,Hdac9,142,chr12,35116855,35122001,-,NA,NA
MmuEX0027353,Ly9,99,chr1,173526675,173529777,-,NA,NA
MmuEX0016835,Emr1,117,chr17,57559948,57583320,+,NA,NA
MmuEX0014845,Dlst,74,chr12,86469392,86471409,+,NA,NA
MmuEX0034621,Pgf,30,chr12,86510368,86512324,-,NA,NA
MmuEX0050549,Ulk2,102,chr11,61642953,61646914,-,NA,NA
MmuEX0014448,Dgkq,15,chr5,109082239,109083092,-,NA,NA
MmuEX0014449,Dgkq,126,chr5,109084613,109085064,-,NA,NA
MmuEX0021799,Grap,123,chr11,61473822,61483337,+,NA,NA
MmuEX0027823,Mapk13,130,chr17,28906536,28908102,+,NA,NA
MmuEX0033795,Pax3,247,chr1,78099411,78118152,-,NA,NA
MmuEX0026204,Lbr,197,chr1,183755808,183761672,-,NA,NA
MmuEX0007785,Bcan,145,chr3,87792385,87793089,-,NA,NA
MmuEX0036929,Prcc,96,chr3,87666197,87673504,-,NA,n.s.
MmuEX0007379,BC023814,485,chr3,87728451,87730455,-,NA,NA
MmuEX0022538,Hdgf,70,chr3,87717374,87717973,+,NA,n.s.
MmuEX0028031,Matk,94,chr10,80722552,80723652,+,NA,NA
MmuEX0028032,Matk,74,chr10,80724461,80724705,+,NA,NA
MmuEX0034996,Pias4,406,chr10,80620763,80630429,-,NA,NA
MmuEX0054015,Zp3,104,chr5,136458628,136460217,+,NA,NA
MmuEX0038885,Rasa4,113,chr5,136577560,136578104,+,NA,NA
MmuEX0038886,Rasa4,138,chr5,136578298,136579149,+,NA,NA
MmuEX0038887,Rasa4,136,chr5,136580524,136582940,+,NA,NA
MmuEX0023089,Hnrnpa2b1,36,chr6,51417295,51419669,-,NA,n.s.
MmuEX0019796,Fxyd4,43,chr6,117886025,117887308,-,NA,NA
MmuEX0009533,Ccdc130,139,chr8,86782826,86784192,-,NA,NA
MmuEX0029640,Mri1,112,chr8,86778252,86780788,-,NA,n.s.
MmuEX0011182,Chd5,111,chr4,151750477,151751077,+,NA,NA
MmuEX0011183,Chd5,115,chr4,151759706,151760057,+,NA,n.s.
MmuEX0034521,Pex5,90,chr6,124353926,124354647,-,NA,NA
MmuEX0034522,Pex5,36,chr6,124363809,124364304,-,NA,NA
MmuEX0042718,Slc1a2,71,chr2,102617813,102621619,+,NA,n.s.
MmuEX0016511,Eif2ak4,54,chr2,118268963,118274011,+,NA,NA
MmuEX0016512,Eif2ak4,59,chr2,118294011,118296571,+,NA,NA
MmuEX0027629,Man2b1,103,chr8,87607388,87608506,+,NA,NA
MmuEX0027630,Man2b1,117,chr8,87611217,87614813,+,NA,NA
MmuEX0036292,Polr2a,125,chr11,69558310,69559070,-,NA,NA
MmuEX0042265,Shbg,89,chr11,69429230,69429838,-,NA,NA
MmuEX0042266,Shbg,162,chr11,69429999,69430643,-,NA,NA
MmuEX0014991,Dnahc2,148,chr11,69308767,69311315,-,NA,NA
MmuEX0014992,Dnahc2,229,chr11,69334703,69342884,-,NA,NA
MmuEX0050452,Ufd1l,159,chr16,18812172,18814922,+,NA,NA
MmuEX0053199,Zfp287,1712,chr11,62525722,62538298,-,NA,NA
MmuEX0053200,Zfp287,104,chr11,62538877,62541783,-,Neural-low,NA
MmuEX0050301,Ubqln1,84,chr13,58281030,58284542,-,NA,n.s.
MmuEX0008876,Cadm3,102,chr1,175276694,175297543,-,NA,n.s.
MmuEX0042721,Slc1a3,102,chr15,8601054,8638287,-,NA,NA
MmuEX0012672,Crbn,132,chr6,106731105,106732456,-,NA,n.s.
MmuEX0024030,Il5ra,94,chr6,106665698,106681786,-,NA,NA
MmuEX0046598,Tbl2,152,chr5,135630369,135633401,+,NA,NA
MmuEX0046599,Tbl2,153,chr5,135633529,135635089,+,NA,NA
MmuEX0051751,Wbscr22,83,chr5,135536701,135537118,-,NA,NA
MmuEX0029582,Mprip,108,chr11,59554764,59557272,+,NA,NA
MmuEX0029583,Mprip,120,chr11,59580390,59582714,+,NA,NA
MmuEX0011426,Cic,166,chr7,26070836,26071825,+,NA,NA
MmuEX0011427,Cic,1228,chr7,26072873,26074406,+,NA,NA
MmuEX0023993,Il27ra,126,chr8,86555509,86557849,-,NA,NA
MmuEX0023994,Il27ra,157,chr8,86563269,86564572,-,NA,NA
MmuEX0023995,Il27ra,158,chr8,86564731,86565985,-,NA,NA
MmuEX0014094,Ddx39,59,chr8,86245040,86245632,+,NA,n.s.
MmuEX0029807,Msh4,99,chr3,153532729,153535229,-,NA,NA
MmuEX0025005,Kbtbd4,614,chr2,90745313,90747701,+,NA,NA
MmuEX0024246,Insr,160,chr8,3159583,3161680,-,NA,NA
MmuEX0024247,Insr,36,chr8,3174889,3184950,-,Neural-low,inconsistent
MmuEX0006854,Atp4a,176,chr7,31502903,31504941,+,NA,NA
MmuEX0028564,Mef2c,24,chr13,83792592,83795111,+,Neural-high,n.s.
MmuEX0016622,Eif4g2,66,chr7,118223837,118225020,-,NA,n.s.
MmuEX0029769,Mrvi1,78,chr7,118068102,118069856,-,NA,NA
MmuEX0007797,Bcas2,51,chr3,102978425,102981261,+,NA,NA
MmuEX0013020,Ctcf,121,chr8,108190693,108195190,+,NA,NA
MmuEX0010177,Cd247,104,chr1,167719018,167786530,+,NA,NA
MmuEX0039561,Rfx5,27,chr3,94758174,94758936,+,NA,inconsistent
MmuEX0039562,Rfx5,120,chr3,94759751,94760408,+,NA,NA
MmuEX0039563,Rfx5,104,chr3,94761221,94762171,+,NA,NA
MmuEX0043065,Slc30a4,147,chr2,122515289,122527765,-,NA,NA
MmuEX0044823,Sqrdl,122,chr2,122591409,122610679,+,NA,NA
MmuEX0044824,Sqrdl,171,chr2,122610931,122618085,+,NA,NA
MmuEX0035667,Pldn,142,chr2,122564590,122569861,+,NA,inconsistent
MmuEX0028683,Metap1,52,chr3,138143765,138152221,-,NA,NA
MmuEX0021635,Gpr108,74,chr17,57376747,57377273,-,NA,NA
MmuEX0039385,Reep5,139,chr18,34509458,34532058,-,NA,NA
MmuEX0044768,Spo11,67,chr2,172809606,172810858,+,NA,NA
MmuEX0031149,Ncoa2,207,chr1,13152370,13156976,-,NA,n.s.
MmuEX0031150,Ncoa2,148,chr1,13165430,13170561,-,NA,NA
MmuEX0032271,Nr2c2,103,chr6,92099799,92104328,+,NA,NA
MmuEX0032267,Nr2c1,122,chr10,93634883,93650893,+,NA,inconsistent
MmuEX0013089,Ctns,171,chr11,72998858,73001023,-,NA,NA
MmuEX0042314,Shpk,177,chr11,73017566,73026832,+,NA,NA
MmuEX0048761,Trap1,148,chr16,4046066,4052864,-,NA,NA
MmuEX0030930,Nat15,287,chr16,3894485,3897250,+,NA,NA
MmuEX0005023,Ankrd13d,46,chr19,4281081,4281917,-,NA,NA
MmuEX0005024,Ankrd13d,136,chr19,4282043,4282880,-,NA,NA
MmuEX0037050,Prg4,123,chr1,152307902,152312627,-,NA,NA
MmuEX0014559,Dhx34,103,chr7,16787386,16788922,-,NA,NA
MmuEX0014560,Dhx34,175,chr7,16791531,16798157,-,NA,NA
MmuEX0025888,Kptn,55,chr7,16706146,16708383,+,NA,NA
MmuEX0025889,Kptn,70,chr7,16708460,16709120,+,NA,NA
MmuEX0030868,Napa,69,chr7,16699575,16700948,+,NA,NA
MmuEX0044826,Sra1,126,chr18,36828503,36829901,-,NA,NA
MmuEX0024225,Inpp5k,112,chr11,75451088,75452957,+,NA,NA
MmuEX0012746,Crkl,466,chr16,17452882,17483753,+,NA,NA
MmuEX0000929,2310043J07Rik,220,chr5,136535754,136537052,+,NA,NA
MmuEX0000930,2310043J07Rik,95,chr5,136537498,136539941,+,NA,NA
MmuEX0017161,Eps8l1,175,chr7,4429601,4430220,+,NA,NA
MmuEX0011687,Clint1,105,chr11,45665695,45697833,+,NA,NA
MmuEX0011688,Clint1,75,chr11,45708632,45719682,+,NA,inconsistent
MmuEX0037439,Prss16,142,chr13,22095195,22097850,-,NA,NA
MmuEX0010637,Cdkal1,63,chr13,29449453,29566397,-,NA,n.s.
MmuEX0010638,Cdkal1,77,chr13,29717594,29783467,-,NA,NA
MmuEX0010639,Cdkal1,188,chr13,29869171,29938096,-,NA,NA
MmuEX0010640,Cdkal1,44,chr13,29941978,29947203,-,NA,NA
MmuEX0017128,Epor,154,chr9,21765056,21765891,-,NA,NA
MmuEX0009669,Ccdc159,134,chr9,21732187,21733751,+,NA,NA
MmuEX0009670,Ccdc159,34,chr9,21733979,21736142,+,NA,NA
MmuEX0009671,Ccdc159,68,chr9,21737435,21738139,+,NA,NA
MmuEX0029363,Mobkl1a,94,chr5,89172496,89178549,+,NA,NA
MmuEX0017143,Eps15l1,228,chr8,74908824,74913306,-,NA,NA
MmuEX0046949,Tep1,164,chr14,51453243,51455666,-,NA,NA
MmuEX0046950,Tep1,125,chr14,51480411,51482157,-,NA,NA
MmuEX0047559,Tmbim1,51,chr1,74338309,74339408,-,NA,NA
MmuEX0051735,Wbp7,118,chr7,31365572,31366668,-,NA,NA
MmuEX0051736,Wbp7,95,chr7,31367526,31368202,-,NA,NA
MmuEX0051737,Wbp7,73,chr7,31372049,31373373,-,NA,NA
MmuEX0045803,Susd2,249,chr10,75100983,75102086,-,NA,NA
MmuEX0020373,Ggt5,194,chr10,75071633,75072589,+,NA,NA
MmuEX0009353,Cbfa2t3,78,chr8,125167434,125174229,-,NA,NA
MmuEX0020179,Gcat,102,chr15,78864492,78865686,+,NA,NA
MmuEX0046916,Tek,312,chr4,94406384,94465301,+,NA,NA
MmuEX0046917,Tek,288,chr4,94496710,94516311,+,NA,NA
MmuEX0029524,Mpl,179,chr4,118128549,118129712,-,NA,NA
MmuEX0016729,Elovl1,1387,chr4,118100821,118103100,+,NA,inconsistent
MmuEX0016730,Elovl1,191,chr4,118103161,118103667,+,NA,inconsistent
MmuEX0023512,Hyi,84,chr4,118032837,118034220,+,NA,n.s.
MmuEX0038072,Pvrl4,75,chr1,173315870,173316711,+,NA,NA
MmuEX0044923,Srm,93,chr4,147966274,147967396,+,NA,NA
MmuEX0007728,Bbs1,159,chr19,4893022,4894961,-,NA,NA
MmuEX0031486,Nelf,501,chr2,24910580,24912620,+,NA,NA
MmuEX0030241,Mvd,116,chr8,124958813,124960909,-,NA,NA
MmuEX0013288,Cyba,84,chr8,124950168,124951128,-,NA,NA
MmuEX0024704,Itih3,36,chr14,31725997,31726346,-,NA,NA
MmuEX0024705,Itih3,117,chr14,31731630,31732476,-,NA,NA
MmuEX0041947,Sfmbt1,83,chr14,31600794,31609511,+,NA,NA
MmuEX0024700,Itih1,167,chr14,31755215,31756079,-,NA,NA
MmuEX0006927,Atp7b,103,chr8,23105397,23107757,-,NA,NA
MmuEX0006928,Atp7b,77,chr8,23125160,23128520,-,NA,NA
MmuEX0043406,Slc4a3,166,chr1,75543497,75544518,+,NA,NA
MmuEX0043407,Slc4a3,185,chr1,75548828,75549830,+,NA,NA
MmuEX0040784,Runx1t1,168,chr4,13698693,13762779,+,NA,n.s.
MmuEX0040785,Runx1t1,251,chr4,13774105,13792347,+,NA,NA
MmuEX0022083,Gtf2h1,69,chr7,54052134,54057041,+,NA,NA
MmuEX0003203,Abhd1,161,chr5,31252622,31255715,+,NA,NA
MmuEX0003204,Abhd1,113,chr5,31256086,31256463,+,NA,NA
MmuEX0032184,Nphs1,62,chr7,31262935,31266399,+,NA,NA
MmuEX0036145,Pola1,117,chrX,90840188,90842556,-,NA,NA
MmuEX0036146,Pola1,93,chrX,90849337,90850689,-,NA,NA
MmuEX0013472,D130043K22Rik,139,chr13,24972791,24975609,+,NA,NA
MmuEX0013473,D130043K22Rik,91,chr13,24979828,24985229,+,NA,NA
MmuEX0003508,Acot13,123,chr13,24912769,24923347,-,NA,NA
MmuEX0010581,Cdk4,234,chr10,126500816,126501640,+,NA,inconsistent
MmuEX0028725,Mettl1,185,chr10,126480280,126481811,+,NA,inconsistent
MmuEX0040906,Saal1,54,chr7,53955089,53957150,-,NA,NA
MmuEX0040907,Saal1,84,chr7,53959464,53964233,-,NA,NA
MmuEX0049485,Ttc25,208,chr11,100415029,100423131,+,NA,NA
MmuEX0049486,Ttc25,85,chr11,100428324,100432753,+,NA,NA
MmuEX0044336,Sod2,114,chr17,13201300,13206298,+,NA,n.s.
MmuEX0047621,Tmco6,184,chr18,36897234,36897749,+,NA,NA
MmuEX0047622,Tmco6,86,chr18,36897855,36898281,+,NA,NA
MmuEX0047623,Tmco6,95,chr18,36898996,36901315,+,NA,NA
MmuEX0045268,Stambp,100,chr6,83494031,83501937,-,NA,NA
MmuEX0017704,Ezh1,82,chr11,101055121,101056199,-,NA,NA
MmuEX0017705,Ezh1,92,chr11,101061301,101064568,-,NA,NA
MmuEX0022365,Hap1,131,chr11,100213220,100214857,-,NA,NA
MmuEX0011355,Chrd,130,chr16,20733708,20734345,+,NA,NA
MmuEX0011356,Chrd,94,chr16,20738890,20739183,+,Neural-low,NA
MmuEX0011357,Chrd,103,chr16,20739584,20741262,+,NA,NA
MmuEX0051256,Vars,82,chr17,35147616,35148149,+,NA,NA
MmuEX0013495,D17H6S56E-3,249,chr17,35153713,35154637,+,NA,NA
MmuEX0013496,D17H6S56E-3,97,chr17,35154920,35155982,+,NA,NA
MmuEX0013497,D17H6S56E-3,302,chr17,35160888,35161487,+,NA,NA
MmuEX0003223,Abhd16a,67,chr17,35227371,35228515,+,NA,inconsistent
MmuEX0036202,Pole,142,chr5,110720133,110722733,+,NA,NA
MmuEX0036203,Pole,107,chr5,110753103,110753439,+,NA,NA
MmuEX0036204,Pole,178,chr5,110760090,110763179,+,NA,NA
MmuEX0006805,Atp1a4,207,chr1,174184298,174187773,-,NA,NA
MmuEX0045585,Stx1a,75,chr5,135513446,135517800,+,NA,NA
MmuEX0041335,Scube2,167,chr7,116952760,116968278,-,NA,inconsistent
MmuEX0029703,Mrpl49,151,chr19,6055201,6057658,-,NA,n.s.
MmuEX0014258,Dennd2c,78,chr3,102957630,102959962,+,NA,NA
MmuEX0027085,Lrrc8a,109,chr2,30093326,30110687,+,NA,n.s.
MmuEX0047363,Tinf2,108,chr14,56299545,56299836,-,NA,NA
MmuEX0049387,Tssk4,9,chr14,56269953,56270737,+,NA,inconsistent
MmuEX0022368,Hapln4,121,chr8,72607463,72608680,+,NA,NA
MmuEX0015878,Dus3l,111,chr17,56907837,56908228,+,NA,NA
MmuEX0022167,Gtpbp3,248,chr8,74012740,74013323,+,NA,NA
MmuEX0022168,Gtpbp3,73,chr8,74014437,74014964,+,NA,inconsistent
MmuEX0047107,Tgfbr1,125,chr4,47416399,47419793,+,NA,inconsistent
MmuEX0012627,Cpt1c,93,chr7,52215046,52215419,-,NA,NA
MmuEX0012628,Cpt1c,183,chr7,52219380,52220740,-,NA,NA
MmuEX0012629,Cpt1c,85,chr7,52220937,52222166,-,NA,NA
MmuEX0012630,Cpt1c,154,chr7,52228520,52229964,-,NA,NA
MmuEX0053899,Zmiz1,255,chr14,26477760,26482425,+,NA,n.s.
MmuEX0005067,Ankrd26,99,chr6,118490327,118492907,-,NA,inconsistent
MmuEX0023106,Hnrnph1,127,chr11,50190650,50191760,+,NA,NA
MmuEX0023107,Hnrnph1,139,chr11,50193467,50196038,+,NA,NA
MmuEX0023108,Hnrnph1,50,chr11,50198239,50199278,+,NA,n.s.
MmuEX0006069,Arid1a,90,chr4,133250746,133251830,-,NA,NA
MmuEX0006070,Arid1a,117,chr4,133252072,133276464,-,NA,NA
MmuEX0012750,Crlf1,282,chr8,73017300,73022991,+,NA,NA
MmuEX0012751,Crlf1,158,chr8,73023399,73025008,+,NA,NA
MmuEX0012752,Crlf1,43,chr8,73027392,73027719,+,NA,NA
MmuEX0023040,Hmgcll1,126,chr9,75932299,75981561,+,NA,NA
MmuEX0019175,Fgfrl1,273,chr5,109124138,109133685,+,NA,NA
MmuEX0001513,4930432K21Rik,105,chr8,86685191,86690479,+,NA,NA
MmuEX0001514,4930432K21Rik,98,chr8,86691590,86695716,+,NA,NA
MmuEX0018975,Fbxw9,140,chr8,87584436,87586070,+,NA,inconsistent
MmuEX0018976,Fbxw9,113,chr8,87586200,87588479,+,NA,inconsistent
MmuEX0044674,Spib,230,chr7,51784358,51785226,-,NA,NA
MmuEX0044675,Spib,28,chr7,51785354,51787400,-,NA,NA
MmuEX0019460,Fnbp4,211,chr2,90597844,90603577,+,NA,NA
MmuEX0019461,Fnbp4,103,chr2,90607699,90608672,+,NA,NA
MmuEX0019462,Fnbp4,99,chr2,90608858,90616061,+,NA,n.s.
MmuEX0026163,Lass4,118,chr8,4515729,4518239,+,NA,NA
MmuEX0037318,Prpf31,170,chr7,3585833,3587802,+,NA,NA
MmuEX0039327,Rdh13,105,chr7,4383237,4394195,-,NA,NA
MmuEX0039328,Rdh13,35,chr7,4394352,4395804,-,NA,NA
MmuEX0039329,Rdh13,145,chr7,4395924,4397015,-,NA,NA
MmuEX0036419,Pou2f2,74,chr7,25878022,25878503,-,Neural-high,NA
MmuEX0031613,Nfib,54,chr4,82005705,82144141,-,NA,NA
MmuEX0022922,Hipk1,135,chr3,103554842,103558123,-,NA,inconsistent
MmuEX0022923,Hipk1,127,chr3,103558246,103562457,-,NA,NA
MmuEX0027613,Man1a2,67,chr3,100460198,100489064,-,NA,NA
MmuEX0048629,Tppp2,246,chr14,52538168,52539015,+,NA,NA
MmuEX0010137,Cd163,84,chr6,124254804,124257018,+,NA,NA
MmuEX0034123,Pdcl,47,chr2,37212901,37214662,-,NA,NA
MmuEX0047851,Tmem184b,21,chr15,79193316,79195714,-,Neural-high,NA
MmuEX0047852,Tmem184b,170,chr15,79195910,79197016,-,NA,NA
MmuEX0005389,Ap1b1,106,chr11,4909596,4915608,+,NA,NA
MmuEX0005390,Ap1b1,21,chr11,4932623,4933689,+,Neural-high,ASD-low
MmuEX0021324,Gnat2,130,chr3,107901014,107902905,+,NA,NA
MmuEX0026643,Lnp,83,chr2,74360355,74367687,-,NA,NA
MmuEX0000856,2310007L24Rik,221,chr11,106236830,106237940,+,NA,NA
MmuEX0049147,Trpm2,74,chr10,77380554,77381609,-,NA,NA
MmuEX0049148,Trpm2,133,chr10,77392130,77393280,-,NA,NA
MmuEX0049149,Trpm2,138,chr10,77397920,77400536,-,NA,NA
MmuEX0049150,Trpm2,62,chr10,77405865,77408579,-,NA,NA
MmuEX0028674,Met,141,chr6,17498840,17503238,+,NA,NA
MmuEX0030945,Nav1,801,chr1,137433877,137499121,-,NA,NA
MmuEX0040238,Rnmt,165,chr18,68473501,68477647,+,NA,NA
MmuEX0029083,Mkl2,63,chr16,13326665,13378356,+,Neural-high,NA
MmuEX0009400,Cbx5,100,chr15,103043686,103070163,-,NA,NA
MmuEX0005583,Apobec3,148,chr15,79723000,79728124,+,NA,NA
MmuEX0051283,Vav2,87,chr2,27122905,27124418,-,Neural-high,ASD-low
MmuEX0051284,Vav2,85,chr2,27124543,27125647,-,NA,NA
MmuEX0051285,Vav2,75,chr2,27129261,27132735,-,NA,NA
MmuEX0051286,Vav2,89,chr2,27134728,27137808,-,NA,NA
MmuEX0051287,Vav2,69,chr2,27157631,27192199,-,NA,NA
MmuEX0051288,Vav2,117,chr2,27192259,27281795,-,NA,NA
MmuEX0047024,Tex15,105,chr8,34627292,34637695,+,NA,NA
MmuEX0046708,Tcfcp2,107,chr15,100351147,100355997,-,NA,NA
MmuEX0036425,Pou6f1,169,chr15,100409050,100411240,-,NA,NA
MmuEX0036426,Pou6f1,251,chr15,100414591,100417074,-,NA,NA
MmuEX0050293,Ubp1,77,chr9,113854118,113865080,+,NA,NA
MmuEX0050294,Ubp1,107,chr9,113865561,113867715,+,NA,NA
MmuEX0050295,Ubp1,108,chr9,113868058,113873669,+,NA,n.s.
MmuEX0050296,Ubp1,6,chr9,113882025,113884463,+,NA,NA
MmuEX0032565,Nuak2,24,chr1,134221651,134224273,+,NA,NA
MmuEX0032566,Nuak2,133,chr1,134226655,134227897,+,NA,NA
MmuEX0008816,Cacna2d2,21,chr9,107420601,107424453,+,NA,inconsistent
MmuEX0008817,Cacna2d2,91,chr9,107426524,107426942,+,NA,NA
MmuEX0038941,Rassf1,107,chr9,107454182,107459783,+,NA,NA
MmuEX0017126,Epn3,88,chr11,94353750,94355086,-,NA,NA
MmuEX0039987,Rnf112,69,chr11,61266474,61267120,-,NA,NA
MmuEX0043371,Slc47a1,68,chr11,61173131,61176328,-,NA,NA
MmuEX0043372,Slc47a1,366,chr11,61176994,61181174,-,NA,NA
MmuEX0048255,Tnfrsf13b,70,chr11,60940318,60954321,+,NA,NA
MmuEX0044712,Spire2,44,chr8,125856921,125877918,+,NA,NA
MmuEX0044713,Spire2,135,chr8,125885266,125887222,+,NA,NA
MmuEX0038961,Raver1,67,chr9,20891159,20896202,-,NA,inconsistent
MmuEX0002744,AI597479,376,chr1,43157727,43170030,+,NA,NA
MmuEX0033125,Optc,159,chr1,135797768,135800226,-,NA,NA
MmuEX0047011,Tex14,166,chr11,87288021,87299750,+,NA,NA
MmuEX0023622,Ifi35,148,chr11,101317984,101318729,+,NA,NA
MmuEX0031406,Nedd8,48,chr14,56282335,56290631,-,NA,NA
MmuEX0001341,4632411B12Rik,78,chr1,36402875,36405369,-,Neural-high,n.s.
MmuEX0001342,4632411B12Rik,143,chr1,36422536,36425949,-,NA,NA
MmuEX0017694,Eya4,93,chr10,22878961,22892804,-,NA,NA
MmuEX0016159,Ebf3,189,chr7,144390373,144392065,-,NA,NA
MmuEX0016160,Ebf3,89,chr7,144392875,144416825,-,NA,NA
MmuEX0017774,Faf1,64,chr4,109513048,109514892,+,NA,NA
MmuEX0028704,Mett10d,90,chr11,74617403,74630371,+,NA,NA
MmuEX0013784,Dazl,51,chr17,50423677,50425575,-,NA,NA
MmuEX0037505,Psen2,53,chr1,182175889,182193510,-,NA,NA
MmuEX0017756,Fads1,126,chr19,10268888,10269360,+,NA,NA
MmuEX0048269,Tnfrsf22,45,chr7,150824342,150825806,-,NA,NA
MmuEX0009192,Cars,89,chr7,150772417,150774396,-,NA,NA
MmuEX0052243,Wnt2,265,chr6,17940044,17973060,-,NA,NA
MmuEX0034247,Pdhx,81,chr2,102886979,102913446,-,NA,NA
MmuEX0051225,Vac14,110,chr8,113158294,113159276,+,NA,NA
MmuEX0000481,1700026D08Rik,236,chr7,90940233,90942505,-,NA,NA
MmuEX0051361,Vipr2,98,chr12,117333292,117368573,+,NA,NA
MmuEX0051362,Vipr2,151,chr12,117368716,117375785,+,NA,NA
MmuEX0047192,Thg1l,103,chr11,45767735,45768776,-,NA,NA
MmuEX0003736,Adam19,109,chr11,45945321,45949749,+,NA,NA
MmuEX0035832,Plin5,114,chr17,56251965,56253321,-,NA,NA
MmuEX0035833,Plin5,196,chr17,56255057,56256251,-,NA,NA
MmuEX0035834,Plin5,115,chr17,56256313,56256924,-,NA,NA
MmuEX0021124,Gm5893,52,chr7,25622974,25623466,+,NA,NA
MmuEX0014478,Dhdh,148,chr7,52730746,52734378,-,NA,NA
MmuEX0053618,Zfp790,75,chr7,30601309,30609848,+,NA,NA
MmuEX0042927,Slc25a41,148,chr17,57172607,57174209,-,NA,NA
MmuEX0042928,Slc25a41,106,chr17,57179397,57180996,-,NA,NA
MmuEX0019694,Fsd1,23,chr17,56128199,56129841,+,NA,NA
MmuEX0019695,Fsd1,99,chr17,56130800,56134779,+,NA,NA
MmuEX0019696,Fsd1,89,chr17,56135747,56136064,+,NA,NA
MmuEX0019772,Fuz,185,chr7,52152995,52154145,+,NA,NA
MmuEX0044741,Spnb4,116,chr7,28204120,28211844,-,NA,NA
